PV MassSpec-23.06.00
EXPORTED SCAN DATA
Run Path and Name: c:\Pfeiffer Vacuum\data\28-007-2026\MCD 256_New_Calibrattion by Amir for_WGS and DRM_PUSLSING_32ms, Position 1, RGA PrismaPro A 100 47507368, 28-007-2026 12'20'52.isi
28/07/2026 12:20:52
SensorID:  RGA PrismaPro A 100 47507368
50 Bins
18147 TimePoints

Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure_(mBar)	External_Pressure_(mBar)	2_amu_(_)	12_amu_(_)	13_amu_(_)	14_amu_(_)	15_amu_(_)	16_amu_(_)	17_amu_(_)	18_amu_(_)	20_amu_(_)	22_amu_(_)	24_amu_(_)	25_amu_(_)	26_amu_(_)	27_amu_(_)	28_amu_(_)	29_amu_(_)	30_amu_(_)	31_amu_(_)	32_amu_(_)	40_amu_(_)	44_amu_(_)	Periph:_Digital_In_0	Periph:_Digital_In_1	Periph:_Digital_In_13	Periph:_Digital_In_14	Periph:_Digital_In_15	Periph:_Digital_In_16	Periph:_Digital_In_17	Periph:_Digital_Out_2	Periph:_Digital_Out_3	Periph:_Digital_Out_4	Periph:_Digital_Out_5	Periph:_Digital_Out_6	Periph:_Digital_Out_7	Periph:_Digital_Out_8	Periph:_Digital_Out_9	Periph:_Digital_Out_10	Periph:_Digital_Out_11	Sig:_MCD	Sig:_MCD_Ar	Sig:_MCD_CH4	Sig:_MCD_CO	Sig:_MCD_CO2	Sig:_MCD_H2	Sig:_MCD_H2O	Sig:_MCD_O2
215,945	1785234268,451	28/07/2026_12:24:28,451	1	2	3,198939794e-06	2,738409421e-06	3,204809031e-12	8,680171165e-12	1,120849333e-11	2,270607313e-11	1,360446755e-10	1,721158771e-10	1,916960297e-12	1,300507147e-13	3,852869846e-12	6,604206656e-13	4,999999912e-15	4,999999912e-15	7,640921587e-15	4,526726352e-14	7,458432309e-12	1,975111562e-13	2,884454489e-14	4,999999912e-15	4,999999912e-15	3,56483211e-11	6,979688355e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,473341179e-08	12,56866397	57,2610083	0	30,6363186	0,2261634126	0,05139502417	0
216,753	1785234269,259	28/07/2026_12:24:29,259	1	2	3,180225804e-06	2,760540156e-06	3,088398244e-12	8,580603242e-12	1,12017496e-11	2,286371092e-11	1,360082325e-10	1,729758836e-10	1,872713573e-12	4,999999912e-15	3,626824752e-12	6,348009683e-13	2,657051215e-14	8,313420346e-14	8,592823312e-14	4,999999912e-15	7,32822223e-12	5,78947426e-14	4,999999912e-15	2,234841205e-14	1,055485587e-13	3,501909179e-11	6,943118303e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,373080037e-08	12,36593637	57,55276019	0	30,5548808	0,2183779311	0	0,03359087234
217,561	1785234270,067	28/07/2026_12:24:30,067	1	2	3,177085773e-06	2,765834324e-06	3,239497646e-12	8,741728695e-12	1,1348672e-11	2,286231447e-11	1,366673164e-10	1,72972997e-10	1,910685369e-12	1,080981347e-13	3,71578766e-12	7,194330852e-13	8,351072316e-15	4,999999912e-15	4,999999912e-15	1,682631289e-14	7,456551002e-12	2,02039828e-13	7,94437419e-14	4,999999912e-15	4,999999912e-15	3,474333321e-11	6,951699633e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,183299271e-08	12,26434367	57,63176286	0	30,5585059	0,2289109281	0,04095015699	0
218,369	1785234270,875	28/07/2026_12:24:30,875	1	2	3,174611493e-06	2,727933179e-06	3,16161008e-12	8,584366724e-12	1,127152972e-11	2,298876887e-11	1,369018648e-10	1,736490396e-10	1,934609374e-12	2,597289822e-14	3,524415568e-12	6,244241777e-13	1,995019919e-14	6,8535367e-14	9,669303932e-14	5,891146674e-14	7,344451436e-12	3,649709793e-14	4,999999912e-15	4,999999912e-15	6,710730333e-14	3,422051878e-11	6,964600424e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,707010217e-08	12,07514086	57,80551523	0	30,61760594	0,2234038328	0,009640672815	0
219,177	1785234271,683	28/07/2026_12:24:31,683	1	2	3,18672619e-06	2,780714794e-06	3,28190101e-12	8,723966861e-12	1,145224974e-11	2,308242139e-11	1,372982006e-10	1,735352417e-10	1,888158466e-12	8,867570984e-14	3,643061113e-12	7,47819558e-13	5,735146922e-14	4,999999912e-15	4,999999912e-15	4,999999912e-15	7,433526017e-12	1,782711077e-13	1,159641095e-13	4,505771434e-14	4,999999912e-15	3,393428594e-11	6,941200392e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,381627677e-08	11,99399283	57,93733777	0	30,54417711	0,2321935067	0,03005174831	0
219,985	1785234272,491	28/07/2026_12:24:32,491	1	2	3,192108807e-06	2,775389248e-06	3,27952574e-12	8,618461847e-12	1,134381131e-11	2,309392261e-11	1,374269448e-10	1,739234312e-10	1,993276421e-12	1,001002124e-13	3,503483311e-12	5,961035702e-13	4,999999912e-15	4,896935993e-14	8,485719722e-14	1,056572364e-13	7,485340472e-12	8,647152005e-14	4,999999912e-15	4,999999912e-15	6,188401029e-14	3,366718709e-11	6,955472309e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,769952569e-08	11,88089874	57,95780932	0	30,56905391	0,231732382	0,04501050158	0
220,793	1785234273,299	28/07/2026_12:24:33,299	1	2	3,178983434e-06	2,759479457e-06	3,268528243e-12	8,706916264e-12	1,147901826e-11	2,321131308e-11	1,378013259e-10	1,748702572e-10	1,843741089e-12	4,936518859e-14	3,520814282e-12	7,459181385e-13	8,6898384e-14	1,692333204e-14	4,999999912e-15	4,999999912e-15	7,40276937e-12	1,405749025e-13	9,248647041e-14	7,21210472e-14	5,538788083e-14	3,365112702e-11	6,933062457e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,158542779e-08	11,85947452	58,14557934	0	30,44405005	0,2306366775	0,008373531437	0
221,601	1785234274,107	28/07/2026_12:24:34,107	1	2	3,192907343e-06	2,774332188e-06	3,38111635e-12	8,707447957e-12	1,138745608e-11	2,310251816e-11	1,376028319e-10	1,750520978e-10	1,984890551e-12	1,447077592e-13	3,488640366e-12	6,093247651e-13	4,999999912e-15	2,077677121e-14	4,337741104e-14	1,102479924e-13	7,530786758e-12	1,424104432e-13	4,999999912e-15	4,999999912e-15	2,900365495e-14	3,358966577e-11	6,984982037e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,136090212e-08	11,80387505	57,96711681	0	30,59362689	0,2379142449	0,06104208212	0
222,409	1785234274,915	28/07/2026_12:24:34,915	1	2	3,195325689e-06	2,793537078e-06	3,268540169e-12	8,683116726e-12	1,148963216e-11	2,324699287e-11	1,378576697e-10	1,743887257e-10	1,84754035e-12	1,407884971e-14	3,461747382e-12	6,964133046e-13	8,268793907e-14	6,753805685e-14	4,999999912e-15	4,999999912e-15	7,336748396e-12	1,113423183e-13	5,853505208e-14	7,827957304e-14	7,151180012e-14	3,301732499e-11	6,977197986e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,646816851e-08	11,66231461	58,17685981	0	30,69001609	0,2311522291	0	0
223,217	1785234275,723	28/07/2026_12:24:35,723	1	2	3,203307415e-06	2,760540156e-06	3,426922808e-12	8,732702061e-12	1,137218184e-11	2,31545217e-11	1,382232107e-10	1,749494161e-10	1,981180628e-12	1,505597134e-13	3,529712547e-12	6,523063339e-13	4,999999912e-15	4,999999912e-15	2,448663153e-14	7,965330462e-14	7,534976983e-12	1,867269631e-13	1,948841208e-14	4,999999912e-15	4,999999912e-15	3,306922791e-11	6,954962301e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,349799361e-08	11,65345234	58,21095255	0	30,52141372	0,2417461274	0,06284316473	0
224,025	1785234276,531	28/07/2026_12:24:36,531	1	2	3,190164534e-06	2,79139681e-06	3,276798321e-12	8,659119428e-12	1,144585728e-11	2,333789238e-11	1,378104852e-10	1,75623141e-10	1,879500678e-12	4,999999912e-15	3,395497642e-12	6,602150467e-13	4,711054951e-14	8,793451536e-14	4,856966202e-14	4,999999912e-15	7,342972584e-12	7,095298876e-14	2,863887513e-14	4,673801087e-14	1,149124741e-13	3,309727839e-11	6,918472739e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,991346175e-08	11,66866235	58,33741166	0	30,41296144	0,2313510267	0	0,05608498729
224,833	1785234277,339	28/07/2026_12:24:37,339	1	2	3,212832553e-06	2,78498328e-06	3,427117097e-12	8,801103075e-12	1,149663177e-11	2,320669872e-11	1,385461607e-10	1,757250873e-10	1,952704708e-12	1,317077279e-13	3,561541253e-12	7,268682726e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	3,711411739e-14	7,528978309e-12	2,122070016e-13	8,309151978e-14	4,999999912e-15	4,999999912e-15	3,294402251e-11	6,942420944e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,914781271e-08	11,59431605	58,3470937	0	30,43474857	0,2414162161	0,05152764371	0
225,641	1785234278,147	28/07/2026_12:24:38,147	1	2	3,202535027e-06	2,780714794e-06	3,376401589e-12	8,588037399e-12	1,19986859e-11	2,484087762e-11	1,484845163e-10	1,876313549e-10	2,12173985e-12	2,677230589e-14	3,007899485e-12	5,53758428e-13	3,105649012e-14	7,274970828e-14	8,240465059e-14	5,359504412e-14	7,0066908e-12	6,862074114e-14	4,999999912e-15	1,721049654e-14	7,684762657e-14	3,158300704e-11	6,702741834e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,778389338e-08	10,8195015	60,9954857	0	28,63213706	0,2317925351	0,01164599956	0,01531367364
226,449	1785234278,955	28/07/2026_12:24:38,955	1	2	3,123462193e-06	2,770077117e-06	3,282777912e-12	8,305707684e-12	1,077887953e-11	2,14528395e-11	1,249501752e-10	1,563232876e-10	1,647879316e-12	1,053545475e-13	4,645739522e-12	6,704946928e-13	2,917052044e-14	4,999999912e-15	4,999999912e-15	4,999999912e-15	6,48359361e-12	1,683445186e-13	1,087384306e-13	6,977715796e-14	4,999999912e-15	9,952869778e-11	5,994787999e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,452610877e-08	30,82688864	46,27778148	0	23,23744972	0,2046877214	0,02720252775	0
227,257	1785234279,763	28/07/2026_12:24:39,763	1	2	2,694198884e-06	2,219624321e-06	1,771476412e-12	5,57346053e-12	3,43366351e-12	6,566630486e-12	3,588585679e-11	4,844766949e-11	5,09628147e-13	1,104226167e-13	1,566115293e-11	5,40548834e-13	5,118532856e-15	6,615267687e-14	1,039342494e-13	8,878436723e-14	6,836317536e-12	4,550786492e-14	4,999999912e-15	4,999999912e-15	8,555569447e-14	1,688010565e-10	6,524042417e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	4,827585801e-08	58,36116036	14,18912083	0	28,06215182	0,1227652987	0,04604483326	0
228,065	1785234280,571	28/07/2026_12:24:40,571	1	2	2,606458338e-06	1,799811116e-06	9,78436299e-13	5,224981472e-12	1,320690193e-12	2,430573971e-12	1,355209174e-11	2,431431272e-11	1,279319261e-13	1,283975774e-13	1,859271591e-11	7,112953889e-13	9,207512411e-14	2,563917062e-14	4,999999912e-15	4,999999912e-15	6,964718732e-12	1,40567164e-13	1,063247052e-13	1,09087686e-13	5,606310839e-14	1,813521416e-10	6,622104254e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,953857056e-08	65,26519895	5,638796085	0	29,69734994	0,07051593235	0,04684411028	0
228,873	1785234281,379	28/07/2026_12:24:41,379	1	2	2,637127636e-06	1,755523044e-06	8,122532594e-13	5,06520997e-12	7,335856098e-13	1,444807273e-12	8,654458226e-12	1,889422646e-11	2,190174447e-13	2,05543983e-13	1,918713452e-11	5,950324868e-13	4,999999912e-15	1,67293022e-14	6,236521309e-14	1,147378498e-13	7,059467594e-12	9,241660714e-14	4,999999912e-15	4,999999912e-15	4,159621595e-14	1,839745994e-10	6,663261609e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,99918263e-08	66,77029571	3,633676452	0	30,13978521	0,05902564998	0,09582152331	0,0004775875357
229,681	1785234282,187	28/07/2026_12:24:42,187	1	2	2,626765536e-06	1,722200977e-06	6,211334615e-13	5,034591233e-12	6,649377771e-13	1,168283135e-12	6,456382304e-12	1,614324126e-11	2,541409364e-14	9,607213706e-14	1,947345236e-11	6,789389472e-13	8,669660042e-14	6,735567372e-14	4,999999912e-15	4,999999912e-15	6,962367315e-12	8,362316509e-14	8,511331966e-14	1,152267978e-13	8,7038097e-14	1,862652671e-10	6,56270871e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,615117684e-08	68,01001064	2,702604783	0	29,86718703	0,04540873855	0,03354499696	0,02797351497
230,489	1785234282,995	28/07/2026_12:24:42,995	1	2	2,620932037e-06	1,682401262e-06	6,714299255e-13	5,029613011e-12	4,469448086e-13	8,204141576e-13	5,124051357e-12	1,481035086e-11	1,612080966e-13	2,169025457e-13	1,964902893e-11	5,976052986e-13	4,999999912e-15	4,999999912e-15	5,193026524e-14	7,903240914e-14	7,103050786e-12	1,469585087e-13	4,999999912e-15	4,999999912e-15	8,684808379e-15	1,869193272e-10	6,594372964e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,459468246e-08	68,29996593	2,165265382	0	30,03871612	0,04911987371	0,1002260771	0
231,297	1785234283,803	28/07/2026_12:24:43,803	1	2	2,62021581e-06	1,673398174e-06	4,741633518e-13	4,909802599e-12	4,342396397e-13	8,187610746e-13	4,404362292e-12	1,389008179e-11	2,044304193e-14	5,16741428e-14	1,964562193e-11	6,366210185e-13	7,781389465e-14	7,880733555e-14	2,944603993e-14	4,999999912e-15	6,888337123e-12	5,915595433e-14	3,379232183e-14	5,766579976e-14	9,585095304e-14	1,878995154e-10	6,624492621e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,960725283e-08	68,65994848	1,832212542	0	30,17166989	0,03469117914	0,01747901274	0,0392449804
232,105	1785234284,611	28/07/2026_12:24:44,611	1	2	2,610247748e-06	1,665081072e-06	6,151922504e-13	4,972272594e-12	3,680443266e-13	5,894250474e-13	3,742742227e-12	1,313937847e-11	9,388735449e-14	2,144034326e-13	1,977499414e-11	6,367994782e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	5,228728285e-14	7,097928582e-12	1,759078316e-13	3,952785636e-14	4,999999912e-15	4,999999912e-15	1,888648127e-10	6,60801483e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,560179011e-08	68,91509784	1,552825664	0	30,05879463	0,04494499446	0,09404528253	0
232,913	1785234285,419	28/07/2026_12:24:45,419	1	2	2,612207254e-06	1,682401262e-06	4,078554172e-13	4,85518353e-12	3,092259792e-13	6,090570756e-13	3,451739762e-12	1,279530388e-11	4,726965957e-14	5,102608128e-14	1,97207372e-11	5,964838541e-13	4,491025268e-14	7,452702734e-14	5,847685075e-14	9,767499445e-15	6,967582327e-12	9,426002866e-15	4,999999912e-15	3,143679436e-14	9,082556755e-14	1,88986507e-10	6,614245263e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,045292977e-08	69,06826621	1,426403687	0	30,13139378	0,02984527135	0,02143114842	0,03944140958
233,721	1785234286,227	28/07/2026_12:24:46,227	1	2	2,609044486e-06	1,677894488e-06	5,134272456e-13	4,978202746e-12	3,710246086e-13	5,023753223e-13	3,015377227e-12	1,233849828e-11	5,980012628e-14	1,638313915e-13	1,990505503e-11	6,683409251e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	4,999999912e-15	7,057523402e-12	1,593609278e-13	8,680914061e-14	1,577855346e-14	4,999999912e-15	1,891542062e-10	6,629383154e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,517165093e-08	69,13288027	1,24822414	0	30,20500016	0,03756931727	0,07051155046	0
234,529	1785234287,035	28/07/2026_12:24:47,035	1	2	2,603613439e-06	1,656170525e-06	3,985924275e-13	4,843840173e-12	2,416608038e-13	5,086464019e-13	2,902994902e-12	1,222054402e-11	8,80819804e-14	7,92962904e-14	1,978610678e-11	5,743683524e-13	4,999999912e-15	4,623353837e-14	6,892731286e-14	5,073503737e-14	6,947997299e-12	4,999999912e-15	4,999999912e-15	4,999999912e-15	8,165569051e-14	1,892731666e-10	6,55036303e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,779342032e-08	69,40903205	1,22592788	0	29,94748946	0,02926644153	0,03838278928	0,04087554189
235,337	1785234287,843	28/07/2026_12:24:47,843	1	2	2,605103646e-06	1,665719083e-06	4,46424744e-13	4,980585389e-12	3,481678379e-13	4,799532083e-13	2,622947215e-12	1,181937534e-11	6,705702345e-15	1,398259492e-13	1,993724109e-11	6,987261789e-13	4,886459211e-14	4,999999912e-15	4,999999912e-15	4,999999912e-15	7,024018086e-12	1,356038627e-13	1,093088836e-13	4,50460795e-14	4,999999912e-15	1,880737371e-10	6,635580974e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,525921404e-08	69,14719864	1,072511188	0	30,40998034	0,03285859237	0,05582726715	0
236,145	1785234288,651	28/07/2026_12:24:48,651	1	2	2,611352102e-06	1,686921792e-06	4,269092133e-13	4,847336942e-12	2,04535038e-13	4,026632001e-13	2,534496484e-12	1,177988176e-11	1,269229405e-13	1,576262856e-13	1,98998127e-11	5,524234499e-13	4,999999912e-15	4,75723451e-14	7,070074235e-14	1,03918725e-13	7,022943425e-12	5,104936791e-14	4,999999912e-15	4,999999912e-15	5,194966907e-14	1,890121115e-10	6,641510258e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,014118768e-08	69,22721325	1,036557894	0	30,31996764	0,03130447331	0,07588958352	0,01883512712
236,953	1785234289,459	28/07/2026_12:24:49,459	1	2	2,601433835e-06	1,642893494e-06	3,704813149e-13	4,909577953e-12	3,251558636e-13	4,843848304e-13	2,394402602e-12	1,1546002e-11	4,999999912e-15	9,16055697e-14	1,994133331e-11	6,839720847e-13	8,328555131e-14	3,131649535e-14	4,999999912e-15	4,999999912e-15	6,949534264e-12	9,793871985e-14	8,247838989e-14	7,921868185e-14	6,611775201e-14	1,884049028e-10	6,613200265e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,692266914e-08	69,32749898	0,978769671	0	30,33227013	0,02729232813	0,0357274048	0,02508324132
237,761	1785234290,267	28/07/2026_12:24:50,267	1	2	2,605124564e-06	1,674039368e-06	4,490752388e-13	4,906585988e-12	1,835487329e-13	3,590762128e-13	2,276762112e-12	1,148192739e-11	1,441528239e-13	2,005923503e-13	1,996202856e-11	5,720438229e-13	4,999999912e-15	4,999999912e-15	4,819324735e-14	9,575394405e-14	7,065009168e-12	1,074267967e-13	4,999999912e-15	4,999999912e-15	1,388870098e-14	1,894441964e-10	6,626742211e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,700769749e-08	69,37379025	0,9311773297	0	30,25067231	0,03292405375	0,09605056609	0
238,569	1785234291,075	28/07/2026_12:24:51,075	1	2	2,630653853e-06	1,637239166e-06	3,137973551e-13	4,881609873e-12	2,625733561e-13	4,48718211e-13	2,238934298e-12	1,133580122e-11	4,999999912e-15	5,693237087e-14	1,983050529e-11	6,524344324e-13	7,928465556e-14	6,031625394e-14	4,999999912e-15	4,999999912e-15	6,929389788e-12	7,956406123e-14	4,594249108e-14	9,238556507e-14	9,620409124e-14	1,904814362e-10	6,571807681e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,65384841e-08	69,72058413	0,9104501722	0	29,98863436	0,02299794499	0,0212453338	0,04450114396
239,377	1785234291,883	28/07/2026_12:24:51,883	1	2	2,599730124e-06	1,657440407e-06	4,504800125e-13	4,953952179e-12	2,229834291e-13	2,977083369e-13	2,084664472e-12	1,126001289e-11	1,016912655e-13	2,257774588e-13	1,999640037e-11	5,963907211e-13	4,999999912e-15	4,999999912e-15	2,243379297e-14	7,915271493e-14	7,072933385e-12	1,519838942e-13	2,575559022e-14	4,999999912e-15	4,999999912e-15	1,907340397e-10	6,606561825e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,419577501e-08	69,61841646	0,8519259241	0	30,06496595	0,03292100943	0,1020437434	0
240,185	1785234292,691	28/07/2026_12:24:52,691	1	2	2,597070534e-06	1,651099637e-06	2,856513311e-13	4,840860351e-12	2,13347894e-13	3,929422705e-13	2,12012157e-12	1,121902137e-11	9,197053248e-15	5,057982028e-14	1,984796355e-11	6,279516837e-13	6,327715587e-14	9,162109412e-14	5,855833532e-14	4,999999912e-15	6,910851665e-12	8,389886754e-15	2,180125756e-14	5,461564767e-14	1,111172447e-13	1,902457081e-10	6,53508983e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,687079455e-08	69,8235861	0,8743906845	0	29,90313246	0,02099162045	0,01921248771	0,05697152339
240,993	1785234293,499	28/07/2026_12:24:53,499	1	2	2,612068556e-06	1,647937438e-06	4,11844712e-13	4,931491847e-12	2,587626294e-13	2,955817828e-13	1,942650251e-12	1,087319384e-11	9,835394218e-14	1,963624846e-13	2,045619056e-11	6,397137052e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	2,595738565e-14	7,068804743e-12	1,720233385e-13	6,675029588e-14	4,999999912e-15	4,999999912e-15	1,973023689e-10	6,873802222e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,45804804e-08	69,76666998	0,6497558486	0	30,28731621	0,02916070037	0,0872313812	0
241,801	1785234294,307	28/07/2026_12:24:54,307	1	2	2,676803888e-06	1,675966814e-06	2,765047577e-13	5,126980437e-12	3,278218625e-13	7,894585051e-13	6,263097246e-12	2,017374635e-11	1,813212395e-13	6,3102518e-14	1,958380159e-11	6,758655051e-13	2,010542815e-14	6,331984633e-14	7,70416581e-14	3,488277511e-14	8,13365781e-12	9,550186366e-15	4,999999912e-15	4,999999912e-15	8,051868092e-14	7,304803984e-11	7,477923836e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,654310282e-08	42,38461764	5,055035257	0	53,35754388	0,03163934441	0,05384561224	0,227394835
242,609	1785234295,115	28/07/2026_12:24:55,115	1	2	3,225016144e-06	2,411206424e-06	2,563314144e-12	8,738084908e-12	1,053132668e-11	2,125404366e-11	1,272427025e-10	1,624369667e-10	1,739756668e-12	9,569961197e-14	5,211299274e-12	7,258787213e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	4,999999912e-15	7,450717994e-12	1,798932097e-13	9,5109745e-14	1,209586511e-14	4,999999912e-15	4,351195099e-11	7,023411019e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,197020051e-08	15,44886231	54,03316696	0	31,04086179	0,1819642033	0,03184907502	0
243,417	1785234295,923	28/07/2026_12:24:55,923	1	2	3,167655905e-06	2,658771564e-06	2,850909179e-12	8,405901843e-12	1,074676025e-11	2,194082936e-11	1,315491882e-10	1,663117005e-10	1,876101488e-12	5,783654805e-14	4,216199438e-12	5,968990493e-13	4,999999912e-15	3,762636565e-14	7,441448716e-14	6,991298816e-14	7,369392423e-12	4,138278736e-14	4,999999912e-15	4,999999912e-15	4,656727274e-14	3,952575073e-11	6,967466881e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	4,217189103e-08	14,03976906	55,70221888	0	30,80174608	0,2027172043	0,02509232637	0
244,225	1785234296,731	28/07/2026_12:24:56,731	1	2	3,17665922e-06	2,702954816e-06	2,962682617e-12	8,598996515e-12	1,109650739e-11	2,2393443e-11	1,335848238e-10	1,689369061e-10	1,806060509e-12	5,620282478e-14	4,049810834e-12	7,333527774e-13	5,086310198e-14	4,999999912e-15	4,999999912e-15	4,999999912e-15	7,368859863e-12	1,450841807e-13	6,921060133e-14	6,067327494e-14	4,999999912e-15	3,751878322e-11	6,839206979e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,184901031e-08	13,36342353	56,79573912	0	30,32825819	0,2112175107	0,01405209142	0
245,033	1785234297,539	28/07/2026_12:24:57,539	1	2	3,173885261e-06	2,72897887e-06	3,082775354e-12	8,575663617e-12	1,102112672e-11	2,258984319e-11	1,346566886e-10	1,702584601e-10	1,945478934e-12	1,06305298e-13	3,819158965e-12	6,033952092e-13	4,999999912e-15	2,167707745e-14	7,16282231e-14	1,092545583e-13	7,473260726e-12	1,076402287e-13	4,999999912e-15	4,999999912e-15	2,462633775e-14	3,640995491e-11	6,933306013e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,706316174e-08	12,90186683	56,9533989	0	30,59022024	0,2187125884	0,04706197625	0
245,841	1785234298,347	28/07/2026_12:24:58,347	1	2	3,171390972e-06	2,737360319e-06	3,067365589e-12	8,629420095e-12	1,122254806e-11	2,27898065e-11	1,353811785e-10	1,716939091e-10	1,803576928e-12	3,847621413e-14	3,77492395e-12	7,028046764e-13	7,563688445e-14	2,739321153e-14	4,999999912e-15	4,999999912e-15	7,372336248e-12	1,258984778e-13	6,427447279e-14	8,131808351e-14	5,558192253e-14	3,561686709e-11	6,947728504e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,365719607e-08	12,601577	57,28151291	0	30,61742278	0,217265025	0,003613935725	0
246,649	1785234299,155	28/07/2026_12:24:59,155	1	2	3,193842986e-06	2,726891353e-06	3,213540111e-12	8,635334635e-12	1,115906326e-11	2,272321914e-11	1,352244289e-10	1,718481607e-10	1,947733641e-12	1,45503279e-13	3,733804932e-12	6,178815055e-13	4,999999912e-15	4,999999912e-15	4,858131042e-14	9,353423662e-14	7,49932668e-12	1,483594199e-13	4,999999912e-15	4,999999912e-15	7,229587141e-15	3,49950971e-11	6,907483613e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,047972178e-08	12,41254797	57,43422512	0	30,52450564	0,228172773	0,06173873411	0
247,457	1785234299,963	28/07/2026_12:24:59,963	1	2	3,171399385e-06	2,764774763e-06	3,084110224e-12	8,613661867e-12	1,12929709e-11	2,294647285e-11	1,3618566e-10	1,734444949e-10	1,828967533e-12	8,157051796e-15	3,626665591e-12	6,768007378e-13	8,164017964e-14	7,328911241e-14	1,802930973e-14	4,999999912e-15	7,34448613e-12	9,567243916e-14	3,71218796e-14	6,667656336e-14	9,207124809e-14	3,465364454e-11	6,921644508e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,077220706e-08	12,24569935	57,72385091	0	30,48695616	0,2182095432	0	0,03570714674
248,265	1785234300,771	28/07/2026_12:25:00,771	1	2	3,187147286e-06	2,745767688e-06	3,296398961e-12	8,731620461e-12	1,130168181e-11	2,289700721e-11	1,368987979e-10	1,731220167e-10	1,961051764e-12	1,534352479e-13	3,674214578e-12	6,574791709e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	6,57956762e-14	7,524224299e-12	2,069254869e-13	1,404392909e-14	4,999999912e-15	4,999999912e-15	3,424711556e-11	6,918504658e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,196281501e-08	12,11057205	57,81167311	0	30,46326172	0,2333365814	0,06421847001	0
