Dauer (s);MFC-1 (mln/min);MFC-2 (mln/min);MFC-3 (mln/min);MFC-4 (mln/min);MFC-5 (mln/min);MFC-6 (mln/min);MFC-7 (mln/min);MFC-8 (mln/min);TIC-1 (°C);TIC-2 (°C);TIC-3 (°C);TIC-4 (°C);TIR-1 (°C);TIR-2 (°C);HIR-1 (°C);PIR-1 (bar)
420;0.00;105.05;0.00;104.91;0.00;0.00;59.01;17.20;32.23;179.99;456.79;180.37;473.37;466.77;80.19;0.14
425;0.00;105.03;0.00;104.99;0.00;0.00;59.02;17.23;32.24;179.99;456.63;180.30;472.34;465.83;80.19;0.14
430;0.00;105.02;0.00;104.99;0.00;0.00;59.02;17.22;32.24;179.99;456.37;180.23;470.26;463.95;80.19;0.16
435;0.00;104.94;0.00;105.09;0.00;0.00;59.01;17.22;32.24;179.98;456.14;180.16;469.20;463.01;80.19;0.17
440;0.00;104.99;0.00;104.99;0.00;0.00;59.00;17.20;32.24;179.97;456.03;180.09;468.15;462.05;80.19;0.18
445;0.00;105.00;0.00;104.98;0.00;0.00;58.97;17.23;32.26;179.97;455.70;179.99;467.13;461.09;80.19;0.17
450;0.00;105.05;0.00;104.93;0.00;0.00;58.99;17.20;32.26;179.98;455.27;179.96;465.03;459.21;80.19;0.15
455;0.00;105.01;0.00;104.99;0.00;0.00;59.02;17.25;32.28;179.98;454.86;179.95;464.02;458.25;80.19;0.14
460;0.00;105.00;0.00;105.00;0.00;0.00;59.01;17.22;32.28;179.99;454.42;179.96;462.99;457.33;80.19;0.17
465;0.00;104.92;0.00;105.09;0.00;0.00;59.00;17.23;32.28;179.98;453.57;180.04;460.97;456.38;80.19;0.17
470;0.00;105.00;0.00;104.98;0.00;0.00;59.01;17.22;32.29;179.98;453.32;180.09;459.96;454.49;80.19;0.17
475;0.00;105.00;0.00;104.99;0.00;0.00;58.98;17.19;32.31;179.96;453.02;180.16;458.97;453.59;80.19;0.16
480;0.00;105.05;0.00;104.93;0.00;0.00;59.02;17.20;32.29;179.97;451.86;180.25;457.98;452.66;80.19;0.13
485;0.00;105.04;0.00;105.00;0.00;0.00;59.02;17.20;32.31;179.96;451.28;180.41;456.02;451.76;80.19;0.13
490;0.00;105.00;0.00;104.99;0.00;0.00;59.02;17.20;32.32;179.96;450.64;180.47;455.10;449.98;80.19;0.15
495;0.00;104.93;0.00;105.09;0.00;0.00;59.01;17.22;32.33;179.96;450.12;180.51;454.38;449.23;80.19;0.16
500;0.00;105.01;0.00;104.98;0.00;0.00;58.99;17.19;32.33;179.97;449.54;180.54;453.93;448.71;80.19;0.17
505;0.00;104.99;0.00;104.98;0.00;0.00;58.99;17.20;32.32;179.98;449.11;180.54;454.28;448.51;80.19;0.16
510;0.00;105.04;0.00;104.92;0.00;0.00;58.99;17.22;32.33;179.99;448.52;180.50;455.10;449.22;80.19;0.13
515;0.00;105.02;0.00;104.99;0.00;0.00;59.05;17.22;32.33;179.99;448.04;180.44;456.31;450.15;80.19;0.14
520;0.00;105.00;0.00;105.00;0.00;0.00;59.01;17.20;32.32;179.97;447.30;180.37;458.01;451.44;80.19;0.16
525;0.00;104.94;0.00;105.07;0.00;0.00;59.01;17.22;32.29;179.95;447.23;180.21;462.78;455.38;80.19;0.18
530;0.00;104.99;0.00;104.99;0.00;0.00;59.00;17.22;32.31;179.93;447.38;180.14;465.84;457.90;80.19;0.17
535;0.00;104.97;0.00;104.99;0.00;0.00;58.98;17.20;32.29;179.93;447.64;180.08;469.10;460.78;80.19;0.16
540;0.00;105.05;0.00;104.91;0.00;0.00;59.01;17.23;32.30;179.94;447.94;180.04;472.56;463.81;80.19;0.13
545;0.00;105.03;0.00;105.01;0.00;0.00;59.04;17.23;32.30;179.96;448.27;180.04;478.95;469.66;80.19;0.13
550;0.00;105.01;0.00;105.00;0.00;0.00;59.02;17.23;32.29;179.97;448.56;180.08;481.70;472.28;80.19;0.17
555;0.00;104.93;0.00;105.08;0.00;0.00;59.03;17.22;32.30;179.97;448.95;180.14;483.93;474.47;80.19;0.16
560;0.00;104.99;0.00;104.98;0.00;0.00;59.01;17.19;32.28;179.94;450.37;180.30;485.68;476.28;80.19;0.17
565;0.00;104.99;0.00;104.98;0.00;0.00;58.99;17.19;32.28;179.93;451.23;180.40;487.53;478.46;80.19;0.17
570;0.00;105.08;0.00;104.91;0.00;0.00;58.99;17.20;32.28;179.90;451.91;180.50;487.80;478.94;80.19;0.13
575;0.00;105.04;0.00;104.99;0.00;0.00;59.02;17.23;32.27;179.89;452.50;180.58;487.76;479.09;80.19;0.14
580;0.00;105.01;0.00;104.99;0.00;0.00;59.01;17.25;32.24;179.91;453.41;180.69;487.47;478.99;80.19;0.16
585;0.00;104.93;0.00;105.09;0.00;0.00;59.02;17.22;32.26;179.92;453.87;180.71;486.35;478.24;80.19;0.18
590;0.00;104.99;0.00;104.98;0.00;0.00;58.99;17.22;32.26;179.95;454.48;180.70;485.59;477.66;80.19;0.18
595;0.00;104.98;0.00;104.98;0.00;0.00;58.99;17.19;32.26;179.97;455.65;180.67;484.77;477.00;80.19;0.16
600;0.00;105.04;0.00;104.94;0.00;0.00;58.99;17.22;32.26;179.95;455.96;180.54;482.90;476.25;80.19;0.15
605;0.00;105.03;0.00;105.00;0.00;0.00;59.05;17.22;32.24;179.92;456.23;180.45;481.93;474.60;80.19;0.13
610;0.00;105.03;0.00;104.99;0.00;0.00;59.04;17.23;32.25;179.89;456.30;180.36;480.90;473.70;80.19;0.17
615;0.00;104.92;0.00;105.09;0.00;0.00;59.02;17.22;32.24;179.87;456.50;180.29;479.87;472.81;80.19;0.17
620;0.00;104.98;0.00;104.98;0.00;0.00;58.99;17.22;32.24;179.88;456.79;180.16;477.76;471.87;80.19;0.17
625;0.00;105.00;0.00;104.99;0.00;0.00;58.99;17.20;32.24;179.91;457.04;180.13;476.67;469.96;80.19;0.17
630;0.00;105.07;0.00;104.92;0.00;0.00;59.01;17.23;32.23;179.93;457.00;180.13;475.61;468.98;80.19;0.13
635;0.00;105.03;0.00;105.00;0.00;0.00;59.02;17.25;32.23;179.94;456.75;180.15;474.52;468.02;80.18;0.14
640;0.00;105.01;0.00;104.99;0.00;0.00;59.05;17.22;32.21;179.94;456.45;180.25;472.37;467.03;80.19;0.16
645;0.00;104.96;0.00;105.07;0.00;0.00;59.01;17.20;32.22;179.93;456.25;180.33;471.29;465.07;80.19;0.17
650;0.00;105.00;0.00;104.98;0.00;0.00;59.01;17.20;32.20;179.89;456.22;180.42;470.23;464.08;80.19;0.18
655;0.00;105.01;0.00;104.98;0.00;0.00;58.97;17.25;32.17;179.87;456.02;180.51;469.15;463.10;80.19;0.16
660;0.00;105.05;0.00;104.91;0.00;0.00;59.00;17.23;32.19;179.87;455.64;180.67;467.04;461.15;80.19;0.15
665;0.00;105.00;0.00;105.01;0.00;0.00;59.05;17.22;32.18;179.88;455.26;180.73;465.98;460.17;80.19;0.14
670;0.00;105.00;0.00;105.00;0.00;0.00;59.05;17.23;32.17;179.89;454.79;180.75;464.95;459.23;80.19;0.17
675;0.00;104.93;0.00;105.10;0.00;0.00;58.99;17.19;32.14;179.89;454.11;180.76;463.29;457.71;80.19;0.17
680;0.00;105.00;0.00;105.00;0.00;0.00;59.00;17.20;32.15;179.89;453.95;180.73;462.33;456.80;80.18;0.18
685;0.00;104.98;0.00;104.99;0.00;0.00;58.99;17.22;32.15;179.89;453.38;180.66;461.30;455.85;80.19;0.16
690;0.00;105.07;0.00;104.93;0.00;0.00;58.98;17.19;32.13;179.91;452.77;180.49;459.30;453.98;80.19;0.15
695;0.00;105.02;0.00;105.01;0.00;0.00;59.05;17.23;32.12;179.92;452.23;180.40;458.29;453.05;80.19;0.14
700;0.00;105.02;0.00;104.99;0.00;0.00;59.02;17.23;32.12;179.90;451.61;180.32;457.33;452.12;80.19;0.17
705;0.00;104.95;0.00;105.11;0.00;0.00;58.99;17.20;32.11;179.89;450.66;180.19;456.34;451.21;80.19;0.17
710;0.00;105.00;0.00;104.97;0.00;0.00;59.01;17.22;32.10;179.85;450.38;180.17;454.73;449.62;80.19;0.17
715;0.00;104.99;0.00;104.99;0.00;0.00;59.00;17.17;32.09;179.83;450.06;180.17;454.28;449.09;80.19;0.15
720;0.00;105.05;0.00;104.92;0.00;0.00;59.01;17.23;32.10;179.84;449.45;180.20;454.15;448.84;80.19;0.13
725;0.00;105.03;0.00;105.00;0.00;0.00;59.02;17.22;32.09;179.87;448.33;180.34;454.35;448.88;80.19;0.13
730;0.00;105.01;0.00;104.99;0.00;0.00;59.02;17.25;32.09;179.90;447.85;180.43;456.04;450.01;80.19;0.15
735;0.00;104.94;0.00;105.09;0.00;0.00;59.01;17.22;32.08;179.91;447.55;180.53;457.65;451.25;80.19;0.16
740;0.00;105.00;0.00;104.98;0.00;0.00;58.98;17.23;32.06;179.90;447.49;180.63;459.76;452.97;80.19;0.17
745;0.00;104.98;0.00;104.99;0.00;0.00;58.98;17.20;32.04;179.88;447.56;180.79;462.40;455.09;80.19;0.16
750;0.00;105.03;0.00;104.94;0.00;0.00;58.99;17.20;32.05;179.87;447.47;180.85;468.48;460.37;80.19;0.15
755;0.00;105.03;0.00;105.00;0.00;0.00;59.03;17.22;32.03;179.84;447.55;180.87;471.69;463.15;80.19;0.14
760;0.00;105.02;0.00;105.00;0.00;0.00;59.01;17.23;32.03;179.84;447.89;180.87;474.78;466.00;80.19;0.16
765;0.00;104.94;0.00;105.09;0.00;0.00;59.02;17.22;32.03;179.85;448.34;180.78;480.55;468.76;80.19;0.17
770;0.00;104.98;0.00;104.97;0.00;0.00;58.99;17.22;32.00;179.86;449.01;180.72;482.88;473.58;80.19;0.17
775;0.00;105.00;0.00;104.98;0.00;0.00;58.98;17.19;32.00;179.88;449.80;180.63;484.80;475.51;80.19;0.15
780;0.00;105.04;0.00;104.93;0.00;0.00;59.01;17.20;32.00;179.89;451.01;180.53;486.13;476.94;80.19;0.13
785;0.00;105.02;0.00;105.00;0.00;0.00;59.03;17.19;31.99;179.87;451.63;180.37;487.36;477.95;80.19;0.13
790;0.00;105.01;0.00;105.00;0.00;0.00;59.02;17.22;31.99;179.84;452.05;180.30;487.42;478.78;80.19;0.15
795;0.00;104.93;0.00;105.10;0.00;0.00;59.02;17.20;31.98;179.83;452.52;180.26;487.19;478.75;80.19;0.17
800;0.00;104.98;0.00;104.97;0.00;0.00;59.00;17.22;31.97;179.83;453.92;180.24;486.75;478.51;80.19;0.18
805;0.00;104.99;0.00;104.99;0.00;0.00;58.98;17.22;31.97;179.85;454.59;180.28;485.45;478.10;80.19;0.17
810;0.00;105.05;0.00;104.92;0.00;0.00;59.01;17.23;31.96;179.86;455.05;180.35;484.64;476.92;80.19;0.13
815;0.00;105.01;0.00;104.99;0.00;0.00;59.03;17.22;31.95;179.87;455.43;180.42;483.78;476.19;80.19;0.14
820;0.00;105.02;0.00;105.00;0.00;0.00;59.02;17.23;31.95;179.86;455.72;180.57;482.23;474.92;80.18;0.17
825;0.00;104.92;0.00;105.08;0.00;0.00;58.99;17.22;31.92;179.85;456.07;180.65;481.49;474.25;80.19;0.17
830;0.00;104.98;0.00;104.98;0.00;0.00;59.01;17.20;31.93;179.85;456.45;180.80;479.48;473.39;80.19;0.17
835;0.00;105.02;0.00;104.97;0.00;0.00;58.98;17.20;31.93;179.85;456.79;180.84;478.41;471.55;80.18;0.17
840;0.00;105.04;0.00;104.94;0.00;0.00;58.99;17.22;31.90;179.85;456.84;180.88;477.37;470.60;80.18;0.13
845;0.00;105.02;0.00;105.01;0.00;0.00;59.02;17.25;31.90;179.85;456.74;180.86;476.29;469.64;80.19;0.14
850;0.00;105.01;0.00;104.99;0.00;0.00;59.02;17.25;31.90;179.85;456.50;180.80;474.17;468.69;80.19;0.16
855;0.00;104.92;0.00;105.12;0.00;0.00;59.02;17.48;31.89;179.86;456.37;180.74;473.11;466.73;80.18;0.18
860;0.00;105.01;0.00;104.99;0.00;0.00;59.00;17.23;31.87;179.86;456.41;180.67;472.02;465.77;80.17;0.18
865;0.00;104.99;0.00;104.97;0.00;0.00;58.98;17.20;31.87;179.85;456.34;180.58;470.95;464.79;80.17;0.16
870;0.00;105.07;0.00;104.90;0.00;0.00;59.00;17.23;31.86;179.86;456.01;180.40;468.84;463.82;80.17;0.15
875;0.00;105.02;0.00;104.99;0.00;0.00;59.02;17.25;31.85;179.86;455.69;180.33;467.85;461.91;80.17;0.14
880;0.00;105.01;0.00;104.99;0.00;0.00;59.02;17.22;31.84;179.85;455.28;180.27;467.02;461.12;80.17;0.17
885;0.00;104.96;0.00;105.07;0.00;0.00;59.01;17.20;31.82;179.84;454.74;180.23;466.57;460.57;80.17;0.17
890;0.00;105.02;0.00;104.99;0.00;0.00;58.99;17.20;31.82;179.83;454.74;180.21;467.39;460.84;80.17;0.17
895;0.00;105.00;0.00;104.97;0.00;0.00;59.01;17.25;31.81;179.83;454.76;180.23;468.78;461.86;80.17;0.16
900;0.00;105.06;0.00;104.91;0.00;0.00;59.01;17.22;31.79;179.81;454.55;180.28;470.82;463.43;80.17;0.13
905;0.00;105.03;0.00;105.01;0.00;0.00;59.03;17.20;31.77;179.83;454.44;180.40;473.52;465.62;80.18;0.14
910;0.00;105.01;0.00;105.01;0.00;0.00;59.02;17.23;31.76;179.84;454.50;180.47;480.58;471.51;80.17;0.15
915;0.00;104.93;0.00;105.09;0.00;0.00;59.01;17.20;31.75;179.86;454.81;180.55;484.95;475.25;80.17;0.17
920;0.00;105.00;0.00;105.01;0.00;0.00;59.01;17.19;31.72;179.86;455.47;180.60;489.60;479.38;80.17;0.18
925;0.00;105.01;0.00;104.99;0.00;0.00;58.97;17.20;31.71;179.85;457.34;180.67;494.62;483.69;80.17;0.17
930;0.00;105.05;0.00;104.94;0.00;0.00;58.99;17.22;31.72;179.84;458.18;180.68;504.23;492.43;80.17;0.15
935;0.00;105.03;0.00;105.00;0.00;0.00;59.03;17.23;31.69;179.84;459.22;180.66;508.32;496.41;80.17;0.14
940;0.00;105.01;0.00;104.99;0.00;0.00;59.03;17.23;31.69;179.84;461.17;180.62;511.78;499.73;80.17;0.17
945;0.00;104.93;0.00;105.10;0.00;0.00;59.00;17.20;31.68;179.84;462.35;180.48;516.09;502.45;80.17;0.18
950;0.00;105.01;0.00;104.99;0.00;0.00;59.00;17.20;31.68;179.84;463.75;180.39;517.15;505.74;80.17;0.17
955;0.00;104.99;0.00;104.97;0.00;0.00;58.99;17.20;31.66;179.85;465.21;180.30;517.63;506.52;80.17;0.16
960;0.00;105.06;0.00;104.92;0.00;0.00;58.99;17.20;31.66;179.86;467.92;180.21;517.69;506.86;80.17;0.14
965;0.00;105.03;0.00;104.99;0.00;0.00;59.05;17.20;31.65;179.86;469.08;180.07;516.89;506.86;80.17;0.14
970;0.00;105.01;0.00;105.00;0.00;0.00;59.01;17.22;31.65;179.87;469.86;180.02;516.18;506.13;80.17;0.16
975;0.00;104.94;0.00;105.10;0.00;0.00;59.01;17.23;31.65;179.85;470.55;180.00;515.30;505.49;80.17;0.17
980;0.00;105.00;0.00;104.99;0.00;0.00;59.01;17.20;31.64;179.87;472.50;180.01;514.34;504.75;80.17;0.18
985;0.00;105.00;0.00;104.99;0.00;0.00;58.98;17.17;31.64;179.88;473.52;180.08;512.12;503.89;80.17;0.18
990;0.00;105.07;0.00;104.91;0.00;0.00;59.02;17.25;31.63;179.88;474.21;180.15;510.93;501.95;80.17;0.14
995;0.00;105.02;0.00;105.00;0.00;0.00;59.03;17.25;31.64;179.87;474.77;180.24;509.74;500.93;80.17;0.15
1000;0.00;105.02;0.00;105.01;0.00;0.00;59.03;17.25;31.62;179.87;475.25;180.32;508.49;499.84;80.17;0.17
1005;0.00;104.94;0.00;105.08;0.00;0.00;59.00;17.22;31.63;179.87;475.52;180.47;505.95;497.62;80.17;0.19
1010;0.00;105.00;0.00;104.99;0.00;0.00;59.01;17.19;31.61;179.87;475.95;180.52;504.66;496.48;80.17;0.19
1015;0.00;105.00;0.00;104.97;0.00;0.00;58.98;17.19;31.62;179.87;476.44;180.55;503.39;495.32;80.17;0.17
1020;0.00;105.08;0.00;104.91;0.00;0.00;59.02;17.22;31.60;179.87;476.64;180.52;502.09;494.15;80.17;0.15
1025;0.00;105.01;0.00;104.99;0.00;0.00;59.05;17.23;31.60;179.87;476.62;180.48;499.52;491.85;80.17;0.14
1030;0.00;104.97;0.00;104.99;0.00;0.00;59.02;17.23;31.60;179.89;476.38;180.41;498.22;490.68;80.17;0.18
