Dauer (s);MFC-1 (mln/min);MFC-2 (mln/min);MFC-3 (mln/min);MFC-4 (mln/min);MFC-5 (mln/min);MFC-6 (mln/min);MFC-7 (mln/min);MFC-8 (mln/min);TIC-1 (°C);TIC-2 (°C);TIC-3 (°C);TIC-4 (°C);TIR-1 (°C);TIR-2 (°C);HIR-1 (°C);PIR-1 (bar)
3700;0.00;105.04;0.00;104.99;0.00;0.00;59.04;17.22;32.56;180.03;838.35;179.98;869.04;860.71;80.19;0.56
3705;0.00;104.79;0.00;105.08;0.00;0.00;59.02;17.19;32.57;180.05;835.21;179.95;866.42;855.73;80.19;0.54
3710;0.00;105.00;0.00;105.01;0.00;0.00;59.02;17.23;32.55;180.05;833.44;179.93;864.98;854.25;80.19;0.55
3715;0.00;105.02;0.00;105.04;0.00;0.00;59.05;17.25;32.57;180.03;835.57;179.88;864.89;853.82;80.19;0.55
3720;0.00;105.22;0.00;104.92;0.00;0.00;58.98;17.20;32.58;180.02;836.69;179.86;868.24;856.07;80.19;0.58
3725;0.00;105.02;0.00;104.99;0.00;0.00;59.03;17.25;32.57;180.03;836.49;179.85;870.98;858.20;80.19;0.54
3730;0.00;105.01;0.00;105.00;0.00;0.00;59.06;17.23;32.57;180.04;836.50;179.85;873.91;860.69;80.19;0.58
3735;0.00;104.80;0.00;105.10;0.00;0.00;58.98;17.22;32.57;180.05;834.49;179.86;880.17;863.43;80.19;0.58
3740;0.00;105.01;0.00;105.02;0.00;0.00;59.00;17.20;32.58;180.07;835.79;179.87;883.57;869.35;80.19;0.54
3745;0.00;104.99;0.00;105.04;0.00;0.00;59.05;17.25;32.58;180.07;838.72;179.90;887.08;872.46;80.19;0.56
3750;0.00;105.21;0.00;104.91;0.00;0.00;59.02;17.22;32.58;180.05;843.44;179.93;890.00;875.09;80.19;0.54
3755;0.00;105.04;0.00;104.99;0.00;0.00;59.05;17.23;32.58;180.04;844.00;179.99;892.14;876.93;80.19;0.53
3760;0.00;105.03;0.00;105.01;0.00;0.00;59.03;17.27;32.58;180.03;844.42;180.00;891.33;877.38;80.19;0.59
3765;0.00;104.83;0.00;105.08;0.00;0.00;58.95;17.20;32.59;180.04;843.26;180.02;889.64;876.22;80.19;0.55
3770;0.00;105.00;0.00;105.01;0.00;0.00;59.02;17.23;32.59;180.04;842.60;180.03;887.29;874.45;80.19;0.55
3775;0.00;105.02;0.00;105.04;0.00;0.00;59.05;17.22;32.59;180.05;843.68;180.03;881.72;869.80;80.19;0.56
3780;0.00;105.25;0.00;104.90;0.00;0.00;58.98;17.22;32.59;180.05;844.64;180.02;878.63;867.15;80.19;0.52
3785;0.00;105.05;0.00;104.99;0.00;0.00;59.04;17.23;32.59;180.07;843.71;180.00;875.43;864.26;80.19;0.54
3790;0.00;105.02;0.00;105.00;0.00;0.00;59.02;17.23;32.59;180.07;840.85;179.97;868.96;861.36;80.19;0.57
3795;0.00;104.80;0.00;105.10;0.00;0.00;59.00;17.20;32.60;180.06;837.44;179.95;866.48;856.22;80.19;0.60
3800;0.00;104.99;0.00;104.99;0.00;0.00;59.01;17.20;32.60;180.05;836.52;179.93;865.24;854.87;80.19;0.55
3805;0.00;105.01;0.00;105.04;0.00;0.00;59.05;17.22;32.60;180.04;838.43;179.92;865.44;854.63;80.19;0.56
3810;0.00;105.20;0.00;104.92;0.00;0.00;58.96;17.19;32.60;180.05;839.02;179.89;869.23;855.53;80.19;0.59
3815;0.00;105.02;0.00;104.99;0.00;0.00;59.05;17.22;32.60;180.06;838.82;179.89;872.15;859.63;80.19;0.54
3820;0.00;105.04;0.00;105.01;0.00;0.00;59.03;17.25;32.61;180.08;838.95;179.89;875.39;862.38;80.19;0.58
3825;0.00;104.73;0.00;105.09;0.00;0.00;58.95;17.20;32.61;180.08;837.39;179.91;878.84;865.47;80.19;0.57
3830;0.00;105.02;0.00;105.01;0.00;0.00;59.01;17.19;32.60;180.06;839.30;179.92;886.23;872.08;80.19;0.54
3835;0.00;104.99;0.00;105.05;0.00;0.00;59.04;17.23;32.61;180.05;842.04;179.95;889.95;875.32;80.19;0.57
3840;0.00;105.23;0.00;104.92;0.00;0.00;59.01;17.23;32.61;180.05;845.13;179.97;892.69;877.87;80.19;0.54
3845;0.00;105.04;0.00;105.00;0.00;0.00;59.05;17.25;32.61;180.04;846.87;180.03;894.19;879.50;80.19;0.53
3850;0.00;105.06;0.00;104.98;0.00;0.00;59.04;17.22;32.62;180.05;847.23;180.04;893.15;879.49;80.19;0.56
3855;0.00;104.85;0.00;105.08;0.00;0.00;58.99;17.20;32.62;180.06;845.67;180.05;891.31;878.19;80.19;0.55
3860;0.00;104.97;0.00;105.03;0.00;0.00;59.02;17.23;32.61;180.06;845.91;180.06;888.90;876.32;80.19;0.55
3865;0.00;105.00;0.00;105.04;0.00;0.00;59.05;17.20;32.62;180.06;846.83;180.03;883.04;874.04;80.19;0.56
3870;0.00;105.28;0.00;104.88;0.00;0.00;59.00;17.23;32.62;180.07;847.35;180.00;879.86;868.64;80.19;0.52
3875;0.00;105.02;0.00;104.99;0.00;0.00;59.03;17.20;32.62;180.06;846.35;179.95;876.59;865.75;80.19;0.54
3880;0.00;105.01;0.00;104.99;0.00;0.00;59.05;17.22;32.62;180.05;843.24;179.89;873.28;862.71;80.19;0.57
3885;0.00;104.78;0.00;105.10;0.00;0.00;58.98;17.22;32.62;180.06;840.16;179.87;867.53;857.57;80.19;0.60
3890;0.00;105.01;0.00;105.00;0.00;0.00;59.03;17.22;32.64;180.06;839.58;179.85;866.31;856.21;80.19;0.55
3895;0.00;104.99;0.00;105.04;0.00;0.00;59.04;17.25;32.63;180.09;840.10;179.84;866.54;856.01;80.19;0.56
3900;0.00;105.22;0.00;104.91;0.00;0.00;58.99;17.19;32.63;180.10;841.41;179.86;870.51;856.95;80.19;0.58
3905;0.00;105.05;0.00;104.99;0.00;0.00;59.05;17.20;32.63;180.09;841.23;179.89;873.47;861.14;80.19;0.52
3910;0.00;105.01;0.00;105.00;0.00;0.00;59.05;17.23;32.63;180.07;841.35;179.92;876.77;863.93;80.19;0.58
3915;0.00;104.78;0.00;105.11;0.00;0.00;58.98;17.20;32.64;180.05;840.21;179.96;880.26;867.05;80.19;0.56
3920;0.00;104.99;0.00;105.01;0.00;0.00;59.02;17.20;32.64;180.06;842.30;180.05;887.74;870.32;80.19;0.54
3925;0.00;105.00;0.00;105.04;0.00;0.00;59.05;17.19;32.63;180.07;845.05;180.08;891.34;876.93;80.19;0.57
3930;0.00;105.22;0.00;104.91;0.00;0.00;59.03;17.23;32.64;180.10;847.59;180.12;893.81;879.29;80.19;0.53
3935;0.00;105.04;0.00;104.99;0.00;0.00;59.06;17.19;32.64;180.11;849.08;180.15;894.92;880.64;80.19;0.53
3940;0.00;105.02;0.00;105.00;0.00;0.00;59.04;17.22;32.64;180.10;849.22;180.14;893.50;880.23;80.19;0.56
3945;0.00;104.83;0.00;105.07;0.00;0.00;58.97;17.19;32.64;180.10;847.66;180.13;891.54;878.76;80.19;0.55
3950;0.00;105.01;0.00;105.01;0.00;0.00;59.04;17.23;32.65;180.08;847.55;180.10;888.99;876.80;80.19;0.55
3955;0.00;104.98;0.00;105.04;0.00;0.00;59.05;17.22;32.65;180.06;848.94;180.03;883.14;874.46;80.19;0.56
3960;0.00;105.28;0.00;104.90;0.00;0.00;58.99;17.19;32.65;180.06;849.07;179.99;879.97;869.01;80.19;0.59
3965;0.00;105.03;0.00;104.99;0.00;0.00;59.05;17.22;32.65;180.06;848.07;179.95;876.72;866.13;80.19;0.54
3970;0.00;105.02;0.00;105.00;0.00;0.00;59.05;17.23;32.65;180.08;844.73;179.92;873.47;863.22;80.19;0.57
3975;0.00;104.78;0.00;105.09;0.00;0.00;58.97;17.17;32.65;180.09;842.13;179.89;868.19;860.49;80.19;0.60
3980;0.00;105.03;0.00;105.02;0.00;0.00;59.01;17.20;32.66;180.09;841.82;179.88;867.37;857.43;80.19;0.55
3985;0.00;105.00;0.00;105.04;0.00;0.00;59.05;17.23;32.66;180.10;842.67;179.90;868.66;857.91;80.19;0.55
3990;0.00;105.22;0.00;104.92;0.00;0.00;58.99;17.22;32.66;180.09;843.49;179.94;870.90;859.52;80.19;0.52
3995;0.00;105.03;0.00;105.01;0.00;0.00;59.05;17.20;32.66;180.07;843.32;179.96;873.82;861.86;80.19;0.53
4000;0.00;105.03;0.00;104.99;0.00;0.00;59.04;17.25;32.66;180.07;843.26;180.04;877.07;864.56;80.19;0.57
4005;0.00;104.80;0.00;105.08;0.00;0.00;58.99;17.22;32.67;180.07;842.35;180.08;883.95;870.62;80.19;0.59
4010;0.00;104.99;0.00;105.01;0.00;0.00;59.03;17.20;32.67;180.08;843.76;180.11;887.60;873.98;80.19;0.55
4015;0.00;104.99;0.00;105.03;0.00;0.00;59.06;17.23;32.67;180.09;848.59;180.14;891.09;877.09;80.19;0.56
4020;0.00;105.20;0.00;104.89;0.00;0.00;58.98;17.22;32.67;180.08;850.10;180.16;895.19;879.56;80.19;0.59
4025;0.00;105.05;0.00;105.01;0.00;0.00;59.03;17.25;32.67;180.08;850.68;180.16;895.26;881.59;80.19;0.55
4030;0.00;105.04;0.00;104.98;0.00;0.00;59.02;17.25;32.67;180.08;850.98;180.15;894.23;881.08;80.19;0.58
4035;0.00;104.78;0.00;105.08;0.00;0.00;59.01;17.22;32.68;180.09;849.24;180.12;892.43;879.80;80.19;0.57
4040;0.00;104.99;0.00;105.01;0.00;0.00;59.03;17.22;32.68;180.08;849.69;180.06;887.28;875.70;80.19;0.54
4045;0.00;105.01;0.00;105.06;0.00;0.00;59.06;17.25;32.68;180.08;850.20;180.03;884.31;873.11;80.19;0.57
4050;0.00;105.23;0.00;104.92;0.00;0.00;58.98;17.20;32.68;180.09;850.65;179.99;881.19;870.40;80.19;0.53
4055;0.00;105.05;0.00;105.01;0.00;0.00;59.03;17.22;32.70;180.09;848.54;179.95;877.99;867.56;80.19;0.53
4060;0.00;105.03;0.00;104.99;0.00;0.00;59.05;17.25;32.68;180.10;846.83;179.94;871.69;861.90;80.19;0.56
4065;0.00;104.82;0.00;105.08;0.00;0.00;58.96;17.19;32.70;180.10;844.25;179.93;869.23;859.62;80.19;0.54
4070;0.00;104.99;0.00;105.02;0.00;0.00;59.02;17.20;32.69;180.10;843.63;179.94;868.12;858.36;80.19;0.54
4075;0.00;105.00;0.00;105.04;0.00;0.00;59.03;17.23;32.69;180.10;844.25;179.97;870.02;858.24;80.19;0.55
4080;0.00;105.29;0.00;104.89;0.00;0.00;59.00;17.19;32.69;180.10;844.94;179.99;872.53;861.17;80.19;0.52
4085;0.00;105.04;0.00;104.99;0.00;0.00;59.01;17.20;32.70;180.11;844.87;180.02;875.61;863.66;80.19;0.54
4090;0.00;105.03;0.00;104.99;0.00;0.00;59.03;17.20;32.70;180.10;844.83;180.10;878.94;866.51;80.19;0.57
4095;0.00;104.80;0.00;105.10;0.00;0.00;58.98;17.19;32.70;180.11;844.37;180.12;885.93;872.62;80.19;0.59
4100;0.00;104.99;0.00;105.03;0.00;0.00;59.02;17.23;32.70;180.11;845.98;180.14;889.44;875.87;80.19;0.55
4105;0.00;104.98;0.00;105.05;0.00;0.00;59.04;17.23;32.71;180.10;848.28;180.15;892.58;878.68;80.19;0.56
4110;0.00;105.22;0.00;104.92;0.00;0.00;58.96;17.20;32.71;180.10;851.65;180.16;894.74;880.77;80.19;0.57
4115;0.00;105.03;0.00;105.00;0.00;0.00;59.02;17.25;32.73;180.09;852.14;180.15;895.25;881.99;80.19;0.52
4120;0.00;105.02;0.00;104.99;0.00;0.00;59.03;17.25;32.72;180.09;852.30;180.14;893.92;881.18;80.19;0.59
4125;0.00;104.85;0.00;105.11;0.00;0.00;58.97;17.17;32.72;180.09;850.67;180.11;891.90;879.67;80.19;0.56
4130;0.00;105.00;0.00;105.02;0.00;0.00;59.00;17.22;32.72;180.09;851.03;180.06;886.61;877.68;80.19;0.54
4135;0.00;105.00;0.00;105.05;0.00;0.00;59.05;17.20;32.73;180.10;851.34;180.03;883.61;872.76;80.19;0.57
4140;0.00;105.27;0.00;104.91;0.00;0.00;58.97;17.17;32.73;180.11;851.55;180.01;880.48;869.94;80.19;0.53
4145;0.00;105.04;0.00;104.98;0.00;0.00;59.01;17.20;32.72;180.12;849.22;179.99;877.28;867.10;80.19;0.53
4150;0.00;105.02;0.00;105.01;0.00;0.00;59.04;17.22;32.72;180.12;847.40;179.98;871.22;861.67;80.19;0.56
4155;0.00;104.82;0.00;105.09;0.00;0.00;58.97;17.23;32.73;180.12;845.09;179.98;869.22;859.74;80.19;0.54
4160;0.00;104.99;0.00;105.02;0.00;0.00;59.02;17.20;32.72;180.09;844.49;180.00;868.54;858.84;80.19;0.54
4165;0.00;104.99;0.00;105.04;0.00;0.00;59.06;17.20;32.73;180.08;845.40;180.03;871.21;859.07;80.19;0.55
4170;0.00;105.26;0.00;104.88;0.00;0.00;59.01;17.23;32.74;180.07;846.01;180.06;873.99;862.56;80.19;0.58
4175;0.00;105.03;0.00;105.00;0.00;0.00;59.05;17.25;32.74;180.09;846.06;180.09;877.24;865.26;80.19;0.54
4180;0.00;105.03;0.00;104.99;0.00;0.00;59.05;17.23;32.74;180.12;846.06;180.11;880.72;868.23;80.19;0.57
4185;0.00;104.78;0.00;105.09;0.00;0.00;58.98;17.20;32.74;180.14;846.04;180.16;887.71;871.36;80.19;0.59
4190;0.00;105.00;0.00;105.01;0.00;0.00;59.03;17.22;32.75;180.14;847.74;180.17;890.98;877.38;80.19;0.55
4195;0.00;104.99;0.00;105.06;0.00;0.00;59.03;17.25;32.75;180.13;851.03;180.18;894.72;880.90;80.19;0.55
4200;0.00;105.28;0.00;104.91;0.00;0.00;58.99;17.19;32.74;180.11;852.86;180.17;895.59;881.92;80.19;0.53
4205;0.00;105.02;0.00;104.99;0.00;0.00;59.03;17.23;32.75;180.11;853.16;180.16;895.30;882.30;80.19;0.54
4210;0.00;105.03;0.00;105.01;0.00;0.00;59.02;17.22;32.75;180.09;852.97;180.12;892.95;880.74;80.19;0.56
4215;0.00;104.83;0.00;105.08;0.00;0.00;59.00;17.19;32.75;180.10;851.67;180.07;889.34;879.44;80.19;0.56
4220;0.00;104.98;0.00;105.01;0.00;0.00;59.03;17.19;32.75;180.11;851.84;180.05;887.27;876.14;80.19;0.55
4225;0.00;104.99;0.00;105.05;0.00;0.00;59.06;17.23;32.75;180.12;852.09;180.02;882.76;872.25;80.19;0.57
4230;0.00;105.26;0.00;104.90;0.00;0.00;58.98;17.17;32.76;180.12;851.49;179.99;877.99;870.14;80.19;0.55
4235;0.00;105.03;0.00;104.99;0.00;0.00;59.03;17.23;32.76;180.11;849.50;179.98;875.56;865.93;80.19;0.54
4240;0.00;105.02;0.00;104.99;0.00;0.00;59.04;17.22;32.77;180.11;848.17;179.98;871.24;861.99;80.19;0.58
4245;0.00;104.76;0.00;105.09;0.00;0.00;58.97;17.20;32.77;180.13;845.42;180.00;869.01;859.61;80.19;0.57
4250;0.00;104.99;0.00;105.02;0.00;0.00;59.02;17.20;32.77;180.14;845.58;180.01;869.04;859.32;80.19;0.54
4255;0.00;104.99;0.00;105.04;0.00;0.00;59.06;17.23;32.78;180.15;845.99;180.05;871.28;860.67;80.19;0.56
4260;0.00;105.21;0.00;104.91;0.00;0.00;58.97;17.20;32.77;180.12;846.92;180.09;875.51;864.01;80.19;0.57
4265;0.00;105.03;0.00;104.99;0.00;0.00;59.02;17.23;32.79;180.09;847.24;180.14;878.11;866.07;80.19;0.53
4270;0.00;105.02;0.00;104.99;0.00;0.00;59.02;17.25;32.78;180.10;847.44;180.17;883.31;870.64;80.19;0.58
4275;0.00;104.78;0.00;105.09;0.00;0.00;58.97;17.19;32.78;180.10;847.20;180.19;888.30;875.18;80.19;0.54
4280;0.00;105.00;0.00;105.00;0.00;0.00;59.02;17.22;32.79;180.12;849.89;180.19;892.72;877.30;80.19;0.54
4285;0.00;105.00;0.00;105.04;0.00;0.00;59.05;17.23;32.78;180.12;852.64;180.19;894.31;880.77;80.19;0.56
4290;0.00;105.18;0.00;104.89;0.00;0.00;58.98;17.20;32.79;180.12;853.48;180.17;895.58;882.38;80.19;0.52
4295;0.00;105.02;0.00;105.00;0.00;0.00;59.04;17.23;32.78;180.11;853.94;180.13;894.37;881.88;80.19;0.53
4300;0.00;105.03;0.00;105.01;0.00;0.00;59.05;17.22;32.79;180.10;852.99;180.11;893.09;880.99;80.19;0.58
4305;0.00;104.83;0.00;105.09;0.00;0.00;58.98;17.22;32.79;180.11;852.35;180.06;889.59;878.24;80.19;0.54
4310;0.00;105.00;0.00;105.02;0.00;0.00;59.03;17.20;32.78;180.11;852.44;180.02;885.35;874.69;80.19;0.54
4315;0.00;105.01;0.00;105.04;0.00;0.00;59.05;17.25;32.79;180.14;852.49;180.00;883.13;872.76;80.19;0.56
4320;0.00;105.24;0.00;104.91;0.00;0.00;58.99;17.19;32.79;180.15;852.21;179.99;878.42;868.61;80.19;0.52
4325;0.00;105.04;0.00;104.99;0.00;0.00;59.01;17.25;32.79;180.14;850.24;179.99;873.73;864.40;80.19;0.53
4330;0.00;105.02;0.00;104.99;0.00;0.00;59.06;17.22;32.80;180.11;847.53;180.00;870.14;862.56;80.19;0.57
4335;0.00;104.83;0.00;105.09;0.00;0.00;58.96;17.17;32.80;180.10;846.16;180.02;869.28;860.04;80.19;0.54
4340;0.00;104.99;0.00;105.01;0.00;0.00;59.02;17.23;32.80;180.10;845.96;180.06;869.87;859.94;80.19;0.55
4345;0.00;105.00;0.00;105.04;0.00;0.00;59.03;17.23;32.81;180.12;846.93;180.10;871.19;860.84;80.19;0.55
4350;0.00;105.21;0.00;104.91;0.00;0.00;58.97;17.19;32.80;180.12;847.57;180.12;876.69;865.17;80.19;0.58
4355;0.00;105.03;0.00;105.01;0.00;0.00;59.03;17.23;32.80;180.12;847.84;180.15;880.27;868.10;80.19;0.54
4360;0.00;105.00;0.00;105.01;0.00;0.00;59.03;17.23;32.80;180.11;848.16;180.17;883.77;871.25;80.19;0.57
4365;0.00;104.78;0.00;105.11;0.00;0.00;58.98;17.19;32.79;180.12;848.46;180.20;890.05;874.20;80.19;0.58
4370;0.00;105.00;0.00;105.01;0.00;0.00;59.03;17.22;32.80;180.12;850.10;180.20;892.70;879.48;80.19;0.54
4375;0.00;104.99;0.00;105.05;0.00;0.00;59.04;17.22;32.81;180.12;851.91;180.20;894.56;881.33;80.19;0.56
4380;0.00;105.25;0.00;104.91;0.00;0.00;59.01;17.20;32.82;180.12;854.23;180.19;895.35;882.28;80.19;0.54
4385;0.00;105.04;0.00;104.99;0.00;0.00;59.05;17.23;32.82;180.12;854.41;180.15;893.73;881.55;80.19;0.52
4390;0.00;105.01;0.00;105.01;0.00;0.00;59.05;17.25;32.81;180.13;854.18;180.12;891.77;880.10;80.19;0.59
4395;0.00;104.81;0.00;105.08;0.00;0.00;59.00;17.22;32.82;180.11;852.92;180.09;889.37;878.11;80.19;0.55
4400;0.00;104.99;0.00;105.03;0.00;0.00;59.00;17.20;32.82;180.12;852.72;180.03;886.64;875.83;80.19;0.54
4405;0.00;104.98;0.00;105.05;0.00;0.00;59.05;17.25;32.82;180.11;852.61;180.00;880.60;870.64;80.19;0.55
4410;0.00;105.19;0.00;104.95;0.00;0.00;59.00;17.22;32.83;180.10;852.30;179.98;877.50;867.87;80.19;0.52
4415;0.00;105.03;0.00;104.99;0.00;0.00;59.05;17.23;32.83;180.12;849.65;179.98;874.44;865.05;80.19;0.53
4420;0.00;105.03;0.00;104.99;0.00;0.00;59.02;17.23;32.83;180.14;847.74;179.99;869.92;862.60;80.19;0.56
4425;0.00;104.76;0.00;105.09;0.00;0.00;58.97;17.22;32.84;180.16;846.31;180.01;869.33;860.00;80.19;0.59
4430;0.00;104.99;0.00;105.02;0.00;0.00;59.01;17.22;32.84;180.16;846.23;180.03;870.10;860.30;80.19;0.54
4435;0.00;104.98;0.00;105.06;0.00;0.00;59.06;17.23;32.84;180.11;847.49;180.07;872.03;861.68;80.19;0.55
4440;0.00;105.24;0.00;104.92;0.00;0.00;59.02;17.20;32.84;180.09;848.13;180.14;878.29;866.63;80.19;0.58
4445;0.00;105.02;0.00;104.98;0.00;0.00;59.01;17.22;32.85;180.08;848.50;180.16;881.81;869.64;80.19;0.54
4450;0.00;105.04;0.00;105.01;0.00;0.00;59.03;17.22;32.84;180.10;848.87;180.20;885.20;872.65;80.19;0.57
4455;0.00;104.85;0.00;105.12;0.00;0.00;58.97;17.20;32.86;180.12;849.27;180.24;888.26;875.53;80.19;0.57
4460;0.00;105.00;0.00;105.01;0.00;0.00;59.05;17.22;32.84;180.15;850.94;180.24;893.18;880.16;80.19;0.54
4465;0.00;104.99;0.00;105.04;0.00;0.00;59.06;17.22;32.85;180.17;852.59;180.25;894.58;881.56;80.19;0.57
4470;0.00;105.28;0.00;104.89;0.00;0.00;58.99;17.19;32.86;180.16;854.58;180.23;894.87;882.13;80.19;0.54
4475;0.00;105.02;0.00;104.99;0.00;0.00;59.03;17.22;32.85;180.13;854.63;180.18;892.60;881.83;80.19;0.53
4480;0.00;105.01;0.00;105.01;0.00;0.00;59.03;17.23;32.86;180.10;854.22;180.13;890.48;879.13;80.19;0.55
4485;0.00;104.82;0.00;105.08;0.00;0.00;58.98;17.19;32.86;180.09;853.00;180.09;887.96;877.05;80.19;0.54
4490;0.00;104.99;0.00;105.02;0.00;0.00;59.02;17.22;32.86;180.10;852.67;180.05;885.19;874.63;80.19;0.54
4495;0.00;104.99;0.00;105.04;0.00;0.00;59.05;17.22;32.86;180.10;852.45;179.98;879.15;869.43;80.19;0.55
4500;0.00;105.19;0.00;104.94;0.00;0.00;59.01;17.20;32.86;180.12;852.03;179.96;876.20;866.78;80.19;0.52
4505;0.00;105.03;0.00;104.99;0.00;0.00;59.06;17.23;32.86;180.14;850.86;179.96;873.49;864.29;80.19;0.53
4510;0.00;105.02;0.00;105.00;0.00;0.00;59.03;17.27;32.87;180.15;847.57;179.98;871.30;862.20;80.19;0.56
4515;0.00;104.78;0.00;105.09;0.00;0.00;58.98;17.20;32.86;180.15;846.51;180.01;870.12;860.64;80.19;0.59
4520;0.00;104.99;0.00;105.01;0.00;0.00;59.00;17.19;32.87;180.13;846.63;180.05;871.43;861.42;80.19;0.54
4525;0.00;104.99;0.00;105.04;0.00;0.00;59.05;17.23;32.88;180.11;848.17;180.10;873.78;863.20;80.19;0.55
4530;0.00;105.23;0.00;104.92;0.00;0.00;58.98;17.20;32.88;180.09;848.87;180.19;880.34;865.68;80.19;0.58
4535;0.00;105.04;0.00;105.00;0.00;0.00;59.04;17.22;32.88;180.10;849.32;180.22;883.88;871.62;80.19;0.52
4540;0.00;105.02;0.00;104.98;0.00;0.00;59.05;17.25;32.88;180.11;849.69;180.25;886.93;874.39;80.19;0.58
4545;0.00;104.80;0.00;105.07;0.00;0.00;59.01;17.17;32.88;180.15;850.25;180.26;889.49;876.80;80.19;0.56
4550;0.00;104.99;0.00;105.01;0.00;0.00;59.05;17.22;32.88;180.16;851.77;180.24;893.10;880.39;80.19;0.54
4555;0.00;105.02;0.00;105.06;0.00;0.00;59.03;17.25;32.88;180.15;853.10;180.21;893.77;881.19;80.19;0.57
4560;0.00;105.21;0.00;104.93;0.00;0.00;58.98;17.17;32.90;180.10;854.41;180.18;893.49;881.23;80.19;0.53
4565;0.00;105.04;0.00;104.99;0.00;0.00;59.03;17.22;32.89;180.08;854.53;180.09;892.32;880.51;80.19;0.53
4570;0.00;105.00;0.00;104.99;0.00;0.00;59.02;17.22;32.90;180.08;853.75;180.05;888.13;877.23;80.19;0.56
4575;0.00;104.76;0.00;105.09;0.00;0.00;58.98;17.20;32.89;180.09;852.62;180.00;885.48;875.03;80.19;0.54
4580;0.00;105.01;0.00;105.03;0.00;0.00;59.01;17.20;32.90;180.13;852.14;179.96;882.68;872.63;80.19;0.54
4585;0.00;105.01;0.00;105.05;0.00;0.00;59.06;17.25;32.90;180.15;851.93;179.93;877.34;870.13;80.19;0.55
4590;0.00;105.22;0.00;104.92;0.00;0.00;59.01;17.20;32.90;180.16;851.50;179.94;874.96;865.63;80.19;0.58
4595;0.00;105.03;0.00;104.98;0.00;0.00;59.05;17.25;32.91;180.13;850.38;179.96;873.05;863.80;80.19;0.53
4600;0.00;105.03;0.00;104.99;0.00;0.00;59.03;17.23;32.91;180.10;847.53;179.99;871.79;862.51;80.19;0.57
4605;0.00;104.84;0.00;105.09;0.00;0.00;58.98;17.20;32.90;180.08;846.87;180.10;872.31;862.45;80.19;0.59
4610;0.00;105.01;0.00;105.02;0.00;0.00;59.02;17.23;32.90;180.09;847.30;180.15;874.21;863.87;80.19;0.54
4615;0.00;104.99;0.00;105.04;0.00;0.00;59.05;17.23;32.91;180.12;848.97;180.23;879.26;865.81;80.19;0.55
4620;0.00;105.22;0.00;104.92;0.00;0.00;58.97;17.19;32.90;180.14;849.81;180.26;881.85;869.95;80.19;0.52
4625;0.00;105.05;0.00;105.01;0.00;0.00;59.03;17.22;32.90;180.15;850.47;180.30;886.44;874.00;80.19;0.54
4630;0.00;105.02;0.00;105.01;0.00;0.00;59.03;17.20;32.92;180.14;850.70;180.31;888.31;875.91;80.19;0.57
4635;0.00;104.84;0.00;105.08;0.00;0.00;59.01;17.17;32.91;180.12;850.79;180.29;890.94;877.56;80.19;0.58
4640;0.00;105.01;0.00;105.01;0.00;0.00;59.03;17.25;32.91;180.10;852.55;180.26;891.42;879.22;80.19;0.54
4645;0.00;105.02;0.00;105.05;0.00;0.00;59.03;17.25;32.92;180.10;853.31;180.19;891.29;879.39;80.19;0.57
4650;0.00;105.25;0.00;104.91;0.00;0.00;58.99;17.20;32.92;180.11;854.21;180.10;889.50;878.17;80.19;0.56
4655;0.00;105.02;0.00;104.99;0.00;0.00;59.04;17.25;32.92;180.13;853.63;180.06;888.07;877.10;80.19;0.53
4660;0.00;105.01;0.00;105.01;0.00;0.00;59.05;17.23;32.93;180.14;852.89;179.98;884.47;874.18;80.19;0.58
4665;0.00;104.84;0.00;105.08;0.00;0.00;58.97;17.20;32.92;180.14;851.21;179.92;880.57;870.79;80.19;0.58
4670;0.00;105.00;0.00;105.00;0.00;0.00;59.05;17.23;32.92;180.14;850.91;179.90;878.82;869.22;80.19;0.54
4675;0.00;105.01;0.00;105.04;0.00;0.00;59.05;17.22;32.93;180.14;850.85;179.91;876.18;866.67;80.19;0.56
4680;0.00;105.23;0.00;104.92;0.00;0.00;59.01;17.22;32.92;180.13;850.62;179.95;874.80;865.16;80.19;0.51
4685;0.00;105.05;0.00;105.00;0.00;0.00;59.02;17.22;32.95;180.12;849.47;180.02;874.48;864.76;80.19;0.53
4690;0.00;105.01;0.00;104.99;0.00;0.00;59.02;17.22;32.94;180.12;847.79;180.07;874.78;864.76;80.18;0.57
4695;0.00;104.76;0.00;105.09;0.00;0.00;58.98;17.19;32.95;180.12;847.68;180.16;876.71;866.17;80.18;0.53
4700;0.00;104.99;0.00;105.01;0.00;0.00;59.01;17.27;32.95;180.12;848.94;180.25;880.45;869.14;80.18;0.54
4705;0.00;104.99;0.00;105.04;0.00;0.00;59.07;17.22;32.94;180.12;850.98;180.28;882.68;871.05;80.18;0.56
4710;0.00;105.19;0.00;104.94;0.00;0.00;58.98;17.19;32.95;180.12;851.69;180.33;886.82;874.63;80.18;0.52
4715;0.00;105.03;0.00;105.00;0.00;0.00;59.02;17.22;32.94;180.13;852.07;180.34;889.08;876.90;80.18;0.52
4720;0.00;105.04;0.00;104.99;0.00;0.00;59.03;17.23;32.95;180.12;851.39;180.30;889.35;877.37;80.18;0.57
4725;0.00;104.79;0.00;105.08;0.00;0.00;58.99;17.20;32.95;180.12;851.26;180.27;888.61;877.17;80.18;0.54
