Dauer (s);MFC-1 (mln/min);MFC-2 (mln/min);MFC-3 (mln/min);MFC-4 (mln/min);MFC-5 (mln/min);MFC-6 (mln/min);MFC-7 (mln/min);MFC-8 (mln/min);TIC-1 (°C);TIC-2 (°C);TIC-3 (°C);TIC-4 (°C);TIR-1 (°C);TIR-2 (°C);HIR-1 (°C);PIR-1 (bar)
7055;0.00;104.97;0.00;104.99;0.00;0.00;59.02;17.19;35.08;180.03;852.74;180.11;885.44;875.25;80.45;0.19
7060;0.00;105.07;0.00;104.89;0.00;0.00;58.97;17.20;35.08;180.05;851.79;180.09;885.31;875.23;80.45;0.18
7065;0.00;105.02;0.00;105.00;0.00;0.00;59.01;17.22;35.08;180.04;849.97;180.06;884.62;874.79;80.45;0.18
7070;0.00;104.99;0.00;105.00;0.00;0.00;58.99;17.20;35.09;180.04;848.69;180.04;883.08;873.64;80.45;0.19
7075;0.00;104.88;0.00;105.13;0.00;0.00;58.99;17.19;35.09;180.03;849.20;180.03;883.11;873.59;80.45;0.17
7080;0.00;104.99;0.00;105.03;0.00;0.00;59.01;17.23;35.09;180.01;850.71;180.01;883.72;873.96;80.45;0.18
7085;0.00;105.02;0.00;104.99;0.00;0.00;58.98;17.22;35.09;180.01;852.33;180.00;884.79;874.46;80.45;0.19
7090;0.00;105.08;0.00;104.88;0.00;0.00;58.99;17.20;35.09;180.02;850.94;179.99;884.45;874.53;80.45;0.19
7095;0.00;105.04;0.00;104.99;0.00;0.00;59.05;17.22;35.10;180.04;850.14;180.00;883.74;874.07;80.45;0.18
7100;0.00;104.98;0.00;104.99;0.00;0.00;58.99;17.20;35.09;180.06;848.43;180.02;883.07;873.55;80.45;0.19
7105;0.00;104.90;0.00;105.09;0.00;0.00;58.98;17.22;35.10;180.05;849.68;180.05;883.41;873.38;80.45;0.19
7110;0.00;105.00;0.00;105.03;0.00;0.00;59.02;17.23;35.10;180.04;851.23;180.08;884.38;874.39;80.45;0.18
7115;0.00;105.00;0.00;105.01;0.00;0.00;58.99;17.22;35.10;180.04;852.54;180.09;885.19;875.00;80.45;0.19
7120;0.00;105.11;0.00;104.87;0.00;0.00;58.98;17.20;35.10;180.01;850.62;180.10;885.39;875.23;80.45;0.18
7125;0.00;105.01;0.00;105.01;0.00;0.00;59.03;17.22;35.11;180.02;850.02;180.11;884.16;874.47;80.45;0.17
7130;0.00;104.99;0.00;105.02;0.00;0.00;59.01;17.20;35.11;180.02;848.90;180.11;883.57;874.01;80.45;0.19
7135;0.00;104.92;0.00;105.11;0.00;0.00;58.99;17.23;35.11;180.05;849.07;180.11;883.53;873.95;80.45;0.18
7140;0.00;104.99;0.00;105.01;0.00;0.00;59.00;17.22;35.11;180.07;851.90;180.09;884.08;874.30;80.45;0.18
7145;0.00;104.99;0.00;105.00;0.00;0.00;58.99;17.20;35.11;180.07;852.56;180.08;885.13;875.02;80.45;0.19
7150;0.00;105.12;0.00;104.85;0.00;0.00;59.00;17.27;35.11;180.07;851.24;180.06;884.79;874.84;80.45;0.17
7155;0.00;105.04;0.00;105.01;0.00;0.00;59.03;17.20;35.12;180.04;850.32;180.06;883.99;874.30;80.45;0.18
7160;0.00;104.99;0.00;104.99;0.00;0.00;58.99;17.22;35.13;180.03;848.48;180.04;883.18;873.69;80.45;0.19
7165;0.00;104.89;0.00;105.13;0.00;0.00;58.99;17.20;35.12;180.02;849.50;180.04;883.07;873.49;80.45;0.19
7170;0.00;105.00;0.00;105.03;0.00;0.00;59.01;17.23;35.12;180.01;851.03;180.03;883.94;874.04;80.45;0.18
7175;0.00;105.02;0.00;105.00;0.00;0.00;58.98;17.20;35.13;180.03;852.34;180.04;884.70;874.61;80.45;0.19
7180;0.00;105.11;0.00;104.87;0.00;0.00;58.99;17.25;35.13;180.05;850.63;180.03;884.54;874.84;80.45;0.19
7185;0.00;105.02;0.00;104.99;0.00;0.00;59.02;17.27;35.14;180.06;849.97;180.03;883.85;874.17;80.45;0.17
7190;0.00;104.99;0.00;104.99;0.00;0.00;58.99;17.19;35.14;180.06;849.05;180.05;883.32;873.78;80.45;0.19
7195;0.00;104.92;0.00;105.08;0.00;0.00;58.98;17.20;35.14;180.04;850.21;180.05;883.32;873.76;80.45;0.18
7200;0.00;105.01;0.00;105.03;0.00;0.00;59.01;17.20;35.15;180.03;851.70;180.07;884.90;874.19;80.45;0.18
7205;0.00;105.00;0.00;104.99;0.00;0.00;58.99;17.20;35.14;180.03;852.69;180.07;885.45;875.27;80.45;0.19
7210;0.00;105.10;0.00;104.87;0.00;0.00;58.99;17.20;35.14;180.03;851.51;180.08;885.33;875.25;80.45;0.17
7215;0.00;105.04;0.00;105.01;0.00;0.00;59.05;17.22;35.15;180.05;849.92;180.08;884.62;874.82;80.45;0.18
7220;0.00;104.98;0.00;105.01;0.00;0.00;59.02;17.23;35.15;180.06;848.64;180.08;883.23;873.75;80.45;0.19
7225;0.00;104.91;0.00;105.09;0.00;0.00;59.01;17.20;35.15;180.06;849.43;180.09;883.32;873.76;80.45;0.17
7230;0.00;105.00;0.00;105.02;0.00;0.00;59.04;17.23;35.15;180.04;850.85;180.09;883.94;874.12;80.45;0.18
7235;0.00;105.01;0.00;104.99;0.00;0.00;58.99;17.22;35.15;180.03;852.21;180.07;884.59;874.58;80.45;0.19
7240;0.00;105.12;0.00;104.87;0.00;0.00;58.97;17.20;35.16;180.03;850.79;180.07;884.32;874.46;80.45;0.19
7245;0.00;105.03;0.00;104.99;0.00;0.00;59.03;17.22;35.15;180.03;850.05;180.06;883.54;873.94;80.45;0.18
7250;0.00;104.97;0.00;104.99;0.00;0.00;58.98;17.20;35.16;180.05;849.37;180.07;882.84;873.39;80.45;0.19
7255;0.00;104.91;0.00;105.11;0.00;0.00;58.98;17.19;35.16;180.07;849.85;180.06;882.74;873.27;80.45;0.19
7260;0.00;104.99;0.00;105.03;0.00;0.00;59.03;17.22;35.16;180.08;851.37;180.06;884.33;874.37;80.45;0.17
7265;0.00;105.02;0.00;104.99;0.00;0.00;59.02;17.20;35.16;180.07;852.58;180.06;885.15;874.96;80.45;0.19
7270;0.00;105.08;0.00;104.90;0.00;0.00;58.99;17.19;35.16;180.02;851.69;180.06;885.25;875.14;80.45;0.18
7275;0.00;105.04;0.00;104.99;0.00;0.00;59.01;17.23;35.16;180.00;849.91;180.06;884.04;874.88;80.45;0.18
7280;0.00;105.00;0.00;105.00;0.00;0.00;59.00;17.20;35.17;180.00;848.71;180.06;883.55;874.00;80.44;0.19
7285;0.00;104.89;0.00;105.12;0.00;0.00;59.01;17.22;35.17;180.01;849.24;180.07;883.64;874.04;80.44;0.17
7290;0.00;105.00;0.00;105.03;0.00;0.00;59.03;17.23;35.17;180.05;852.10;180.06;884.30;874.45;80.44;0.18
7295;0.00;104.99;0.00;104.98;0.00;0.00;59.01;17.23;35.17;180.06;852.49;180.07;885.28;874.95;80.44;0.19
7300;0.00;105.09;0.00;104.89;0.00;0.00;58.98;17.20;35.18;180.07;851.10;180.07;884.85;874.94;80.44;0.19
7305;0.00;105.02;0.00;105.01;0.00;0.00;59.03;17.22;35.18;180.06;850.23;180.07;884.03;874.38;80.44;0.18
7310;0.00;104.99;0.00;105.01;0.00;0.00;59.01;17.20;35.18;180.02;848.54;180.06;883.20;873.75;80.44;0.19
7315;0.00;104.92;0.00;105.14;0.00;0.00;58.99;17.19;35.18;180.01;849.72;180.07;883.22;873.44;80.44;0.19
7320;0.00;104.99;0.00;105.01;0.00;0.00;59.02;17.23;35.18;180.01;851.23;180.06;884.06;874.18;80.44;0.18
7325;0.00;104.99;0.00;104.99;0.00;0.00;58.98;17.23;35.19;180.02;852.54;180.05;884.74;874.67;80.44;0.19
7330;0.00;105.09;0.00;104.90;0.00;0.00;59.01;17.20;35.19;180.05;850.50;180.05;884.83;874.78;80.44;0.19
7335;0.00;105.01;0.00;104.99;0.00;0.00;59.02;17.22;35.19;180.04;849.86;180.07;883.58;874.00;80.44;0.17
7340;0.00;104.99;0.00;105.00;0.00;0.00;58.97;17.22;35.19;180.04;848.77;180.09;883.06;873.59;80.44;0.19
7345;0.00;104.93;0.00;105.09;0.00;0.00;58.98;17.22;35.19;180.04;848.92;180.10;883.18;873.63;80.44;0.18
7350;0.00;105.01;0.00;105.02;0.00;0.00;59.03;17.20;35.19;180.04;851.90;180.11;883.90;874.09;80.44;0.18
7355;0.00;104.99;0.00;104.99;0.00;0.00;59.03;17.20;35.19;180.04;852.57;180.11;885.29;875.15;80.44;0.19
7360;0.00;105.13;0.00;104.85;0.00;0.00;58.98;17.20;35.19;180.04;851.26;180.11;885.06;875.07;80.44;0.17
7365;0.00;105.02;0.00;104.99;0.00;0.00;59.04;17.22;35.19;180.05;850.31;180.09;884.35;874.62;80.44;0.18
7370;0.00;105.01;0.00;104.97;0.00;0.00;59.00;17.20;35.20;180.05;848.56;180.08;883.61;874.05;80.44;0.19
7375;0.00;104.89;0.00;105.12;0.00;0.00;58.99;17.19;35.20;180.04;849.59;180.06;883.46;873.84;80.44;0.19
7380;0.00;104.99;0.00;105.03;0.00;0.00;59.01;17.23;35.20;180.05;851.12;180.04;884.18;874.32;80.44;0.18
7385;0.00;105.02;0.00;104.99;0.00;0.00;59.00;17.19;35.21;180.05;852.48;180.03;884.81;874.77;80.44;0.19
7390;0.00;105.08;0.00;104.90;0.00;0.00;58.98;17.22;35.20;180.04;850.60;180.00;884.88;874.87;80.44;0.19
7395;0.00;105.04;0.00;105.00;0.00;0.00;59.05;17.23;35.21;180.03;849.96;180.00;883.51;873.94;80.44;0.17
7400;0.00;105.00;0.00;105.01;0.00;0.00;59.01;17.19;35.22;180.03;849.03;180.00;882.87;873.44;80.44;0.19
7405;0.00;104.89;0.00;105.12;0.00;0.00;58.98;17.20;35.21;180.04;850.18;180.00;882.85;873.36;80.44;0.18
7410;0.00;105.00;0.00;105.04;0.00;0.00;59.02;17.25;35.22;180.05;851.63;180.02;884.42;873.78;80.44;0.18
7415;0.00;105.00;0.00;104.99;0.00;0.00;59.02;17.23;35.22;180.05;852.56;180.04;885.01;874.88;80.44;0.19
7420;0.00;105.12;0.00;104.87;0.00;0.00;58.98;17.20;35.22;180.05;851.37;180.04;884.93;874.90;80.44;0.17
7425;0.00;105.02;0.00;105.01;0.00;0.00;59.04;17.19;35.22;180.04;849.75;180.06;884.32;874.55;80.44;0.18
7430;0.00;105.01;0.00;104.99;0.00;0.00;58.99;17.22;35.23;180.03;848.53;180.10;883.25;874.06;80.44;0.19
7435;0.00;104.91;0.00;105.11;0.00;0.00;58.99;17.20;35.22;180.04;849.37;180.13;883.52;873.91;80.44;0.17
7440;0.00;105.00;0.00;105.03;0.00;0.00;59.03;17.22;35.23;180.06;850.93;180.13;884.29;874.44;80.44;0.18
7445;0.00;104.97;0.00;105.00;0.00;0.00;59.01;17.20;35.22;180.07;852.27;180.13;885.07;874.96;80.44;0.19
7450;0.00;105.13;0.00;104.87;0.00;0.00;59.02;17.17;35.23;180.07;850.94;180.12;884.83;874.91;80.44;0.19
7455;0.00;105.03;0.00;104.99;0.00;0.00;59.03;17.23;35.23;180.06;850.16;180.11;883.96;874.34;80.44;0.18
7460;0.00;104.98;0.00;105.01;0.00;0.00;58.99;17.20;35.23;180.04;849.45;180.08;883.19;873.75;80.44;0.19
7465;0.00;104.90;0.00;105.12;0.00;0.00;58.99;17.20;35.24;180.03;849.96;180.04;882.93;873.49;80.44;0.19
7470;0.00;105.00;0.00;105.03;0.00;0.00;59.00;17.25;35.24;180.01;851.43;180.03;884.12;874.24;80.44;0.17
7475;0.00;105.01;0.00;104.98;0.00;0.00;58.99;17.20;35.24;180.02;852.61;180.00;884.70;874.64;80.44;0.19
7480;0.00;105.07;0.00;104.91;0.00;0.00;59.01;17.19;35.25;180.04;851.56;179.99;884.63;874.65;80.44;0.18
7485;0.00;105.04;0.00;105.01;0.00;0.00;59.03;17.22;35.24;180.05;849.73;179.98;883.25;874.27;80.44;0.17
7490;0.00;105.00;0.00;105.00;0.00;0.00;59.00;17.22;35.24;180.06;848.55;179.99;882.79;873.35;80.44;0.19
7495;0.00;104.88;0.00;105.12;0.00;0.00;58.98;17.19;35.25;180.06;849.04;179.99;883.01;873.47;80.44;0.17
7500;0.00;104.99;0.00;105.03;0.00;0.00;59.02;17.22;35.26;180.05;852.03;180.00;883.84;874.02;80.44;0.18
7505;0.00;105.00;0.00;104.99;0.00;0.00;59.00;17.22;35.25;180.04;852.42;180.03;885.23;874.69;80.44;0.19
7510;0.00;105.10;0.00;104.89;0.00;0.00;59.01;17.23;35.26;180.03;851.06;180.05;884.97;875.00;80.44;0.19
7515;0.00;105.05;0.00;105.01;0.00;0.00;59.02;17.22;35.26;180.03;850.21;180.06;884.27;874.59;80.44;0.18
7520;0.00;105.02;0.00;104.99;0.00;0.00;58.99;17.23;35.26;180.05;848.63;180.07;883.54;874.03;80.44;0.19
7525;0.00;104.91;0.00;105.09;0.00;0.00;58.99;17.22;35.27;180.06;849.89;180.08;883.60;873.77;80.44;0.19
7530;0.00;104.97;0.00;105.03;0.00;0.00;59.02;17.23;35.27;180.07;851.30;180.08;884.34;874.45;80.44;0.18
7535;0.00;105.01;0.00;104.99;0.00;0.00;58.99;17.19;35.27;180.07;852.62;180.08;884.90;874.84;80.44;0.19
7540;0.00;105.14;0.00;104.87;0.00;0.00;58.98;17.22;35.27;180.04;850.48;180.07;884.84;874.85;80.44;0.18
7545;0.00;105.01;0.00;104.99;0.00;0.00;59.03;17.22;35.27;180.03;849.82;180.07;883.35;873.86;80.44;0.17
7550;0.00;104.99;0.00;105.00;0.00;0.00;58.98;17.17;35.28;180.02;848.78;180.05;882.76;873.38;80.44;0.19
7555;0.00;104.90;0.00;105.11;0.00;0.00;59.01;17.22;35.28;180.05;848.87;180.05;882.82;873.36;80.44;0.18
7560;0.00;105.01;0.00;105.03;0.00;0.00;59.00;17.20;35.28;180.06;851.78;180.02;883.52;873.80;80.44;0.18
7565;0.00;105.00;0.00;104.98;0.00;0.00;59.01;17.19;35.29;180.07;852.47;180.03;884.91;874.82;80.44;0.19
7570;0.00;105.08;0.00;104.90;0.00;0.00;59.00;17.19;35.29;180.07;851.15;180.03;884.73;874.77;80.44;0.17
7575;0.00;105.02;0.00;105.00;0.00;0.00;59.03;17.22;35.28;180.03;850.16;180.02;884.09;874.39;80.44;0.18
7580;0.00;105.02;0.00;105.01;0.00;0.00;59.00;17.20;35.29;180.01;848.48;180.03;883.44;873.90;80.44;0.19
7585;0.00;104.89;0.00;105.12;0.00;0.00;58.99;17.20;35.29;180.00;849.61;180.03;883.56;873.92;80.44;0.19
7590;0.00;105.00;0.00;105.03;0.00;0.00;59.00;17.20;35.29;180.00;851.08;180.02;884.41;874.49;80.44;0.18
7595;0.00;105.00;0.00;105.00;0.00;0.00;59.01;17.22;35.29;180.05;852.48;180.02;885.12;875.00;80.44;0.19
7600;0.00;105.10;0.00;104.91;0.00;0.00;58.98;17.20;35.29;180.07;850.67;180.04;885.22;875.14;80.44;0.19
7605;0.00;105.03;0.00;105.00;0.00;0.00;59.02;17.22;35.30;180.09;849.99;180.06;883.82;874.26;80.44;0.17
7610;0.00;105.00;0.00;104.99;0.00;0.00;58.99;17.22;35.30;180.09;849.03;180.07;883.13;873.69;80.44;0.19
7615;0.00;104.89;0.00;105.12;0.00;0.00;58.99;17.22;35.30;180.05;850.24;180.09;883.02;873.56;80.44;0.18
7620;0.00;104.97;0.00;105.04;0.00;0.00;59.02;17.23;35.30;180.03;851.67;180.10;884.34;873.87;80.44;0.17
7625;0.00;104.98;0.00;104.99;0.00;0.00;59.01;17.20;35.31;180.02;852.55;180.11;884.77;874.73;80.44;0.19
7630;0.00;105.10;0.00;104.88;0.00;0.00;58.99;17.19;35.31;180.03;851.26;180.11;884.56;874.65;80.44;0.17
7635;0.00;105.03;0.00;104.98;0.00;0.00;59.03;17.23;35.32;180.06;849.62;180.11;883.88;874.21;80.44;0.18
7640;0.00;104.99;0.00;105.00;0.00;0.00;58.99;17.20;35.31;180.07;848.42;180.08;882.80;873.66;80.44;0.19
7645;0.00;104.92;0.00;105.09;0.00;0.00;58.99;17.20;35.32;180.07;849.31;180.07;883.14;873.58;80.44;0.17
7650;0.00;105.01;0.00;105.03;0.00;0.00;59.03;17.22;35.32;180.05;850.88;180.05;884.00;874.14;80.44;0.18
7655;0.00;105.00;0.00;104.99;0.00;0.00;59.01;17.22;35.32;180.04;852.18;180.03;884.87;874.77;80.44;0.19
7660;0.00;105.10;0.00;104.87;0.00;0.00;58.98;17.19;35.32;180.04;850.77;180.01;884.76;874.89;80.44;0.19
7665;0.00;105.01;0.00;104.99;0.00;0.00;59.03;17.22;35.32;180.05;850.03;180.00;884.01;874.39;80.44;0.18
7670;0.00;104.98;0.00;104.99;0.00;0.00;59.00;17.22;35.32;180.08;849.28;180.01;883.34;873.88;80.44;0.19
7675;0.00;104.92;0.00;105.09;0.00;0.00;59.00;17.20;35.32;180.07;850.04;180.03;883.19;873.70;80.44;0.19
7680;0.00;105.01;0.00;105.02;0.00;0.00;59.03;17.19;35.33;180.08;851.53;180.04;884.44;874.53;80.44;0.17
7685;0.00;104.99;0.00;104.99;0.00;0.00;58.99;17.22;35.32;180.07;852.67;180.07;884.98;874.90;80.44;0.19
7690;0.00;105.12;0.00;104.88;0.00;0.00;58.98;17.19;35.33;180.03;851.64;180.07;884.82;874.85;80.44;0.17
7695;0.00;105.04;0.00;105.01;0.00;0.00;59.03;17.23;35.32;180.02;849.76;180.10;884.13;874.42;80.44;0.18
7700;0.00;105.02;0.00;105.00;0.00;0.00;58.98;17.23;35.32;180.03;848.57;180.10;882.81;873.40;80.44;0.19
7705;0.00;104.92;0.00;105.09;0.00;0.00;58.98;17.17;35.33;180.04;849.15;180.11;882.98;873.48;80.44;0.17
7710;0.00;104.98;0.00;105.03;0.00;0.00;59.02;17.22;35.33;180.07;850.69;180.11;883.73;873.95;80.44;0.18
7715;0.00;104.99;0.00;105.00;0.00;0.00;59.01;17.20;35.33;180.08;852.32;180.09;884.87;874.52;80.44;0.19
7720;0.00;105.11;0.00;104.88;0.00;0.00;58.98;17.19;35.33;180.08;850.89;180.09;884.51;874.64;80.44;0.19
7725;0.00;105.03;0.00;105.01;0.00;0.00;59.03;17.20;35.33;180.07;850.03;180.06;883.79;874.17;80.44;0.18
7730;0.00;104.98;0.00;105.00;0.00;0.00;59.01;17.20;35.34;180.05;848.53;180.04;883.13;873.67;80.44;0.19
7735;0.00;104.88;0.00;105.11;0.00;0.00;58.99;17.20;35.34;180.05;849.87;180.01;883.49;873.51;80.44;0.19
7740;0.00;105.02;0.00;105.04;0.00;0.00;59.02;17.23;35.34;180.05;851.30;179.99;884.36;874.44;80.44;0.17
7745;0.00;105.00;0.00;105.01;0.00;0.00;59.01;17.25;35.34;180.06;852.61;179.99;885.03;874.92;80.44;0.19
7750;0.00;105.08;0.00;104.89;0.00;0.00;58.98;17.20;35.34;180.07;850.44;179.99;885.04;875.00;80.44;0.18
7755;0.00;105.03;0.00;104.99;0.00;0.00;59.02;17.22;35.35;180.07;849.85;180.00;883.63;874.67;80.44;0.17
7760;0.00;104.98;0.00;105.01;0.00;0.00;58.98;17.23;35.34;180.07;848.77;180.01;883.07;873.66;80.44;0.19
7765;0.00;104.87;0.00;105.14;0.00;0.00;58.98;17.19;35.35;180.06;849.00;180.01;883.12;873.62;80.44;0.17
7770;0.00;104.99;0.00;105.03;0.00;0.00;59.03;17.20;35.36;180.05;851.93;180.03;883.76;874.04;80.44;0.18
7775;0.00;105.02;0.00;105.01;0.00;0.00;59.00;17.20;35.36;180.05;852.50;180.06;884.94;874.88;80.44;0.19
7780;0.00;105.09;0.00;104.89;0.00;0.00;58.99;17.19;35.36;180.05;851.13;180.08;884.63;874.73;80.44;0.17
7785;0.00;105.01;0.00;105.00;0.00;0.00;59.02;17.23;35.36;180.05;850.14;180.10;883.89;874.24;80.44;0.18
7790;0.00;104.99;0.00;104.99;0.00;0.00;58.98;17.20;35.36;180.05;848.47;180.10;883.14;873.68;80.44;0.19
7795;0.00;104.92;0.00;105.09;0.00;0.00;59.01;17.19;35.36;180.06;849.55;180.12;883.20;873.62;80.44;0.19
7800;0.00;104.99;0.00;105.03;0.00;0.00;59.02;17.25;35.37;180.07;851.09;180.10;884.02;874.18;80.44;0.18
7805;0.00;105.01;0.00;105.00;0.00;0.00;59.01;17.22;35.37;180.09;852.46;180.09;884.75;874.70;80.45;0.19
7810;0.00;105.08;0.00;104.91;0.00;0.00;59.00;17.22;35.37;180.10;850.50;180.06;884.87;874.84;80.44;0.19
7815;0.00;105.03;0.00;104.99;0.00;0.00;59.02;17.22;35.37;180.07;849.87;180.05;883.57;874.02;80.44;0.17
7820;0.00;104.98;0.00;105.00;0.00;0.00;59.00;17.22;35.37;180.04;848.95;180.02;882.98;873.55;80.44;0.19
7825;0.00;104.90;0.00;105.12;0.00;0.00;59.01;17.22;35.38;180.01;850.27;180.01;883.00;873.52;80.44;0.18
7830;0.00;104.98;0.00;105.03;0.00;0.00;59.03;17.28;35.38;180.03;851.72;179.98;884.55;873.94;80.44;0.18
7835;0.00;105.00;0.00;104.99;0.00;0.00;59.01;17.23;35.38;180.05;852.60;179.97;885.05;874.96;80.44;0.19
7840;0.00;105.09;0.00;104.89;0.00;0.00;59.02;17.17;35.38;180.08;851.33;179.96;884.87;874.91;80.44;0.17
7845;0.00;105.03;0.00;105.01;0.00;0.00;59.02;17.20;35.39;180.10;849.66;179.97;884.17;874.49;80.44;0.18
7850;0.00;104.99;0.00;105.01;0.00;0.00;58.99;17.20;35.40;180.08;848.48;179.99;882.99;873.92;80.45;0.19
7855;0.00;104.93;0.00;105.08;0.00;0.00;59.00;17.22;35.40;180.06;849.36;180.01;883.26;873.71;80.44;0.17
7860;0.00;105.00;0.00;105.01;0.00;0.00;59.03;17.23;35.40;180.03;850.90;180.04;884.02;874.21;80.44;0.18
7865;0.00;104.98;0.00;105.00;0.00;0.00;59.02;17.20;35.40;180.02;852.13;180.05;884.75;874.73;80.44;0.19
7870;0.00;105.10;0.00;104.88;0.00;0.00;58.98;17.20;35.41;180.03;850.66;180.09;884.50;874.67;80.45;0.19
7875;0.00;105.03;0.00;105.00;0.00;0.00;59.02;17.25;35.40;180.06;849.97;180.10;883.70;874.12;80.44;0.18
7880;0.00;105.00;0.00;105.00;0.00;0.00;59.00;17.22;35.41;180.10;849.24;180.10;883.04;873.60;80.44;0.19
7885;0.00;104.91;0.00;105.09;0.00;0.00;59.00;17.20;35.41;180.11;850.05;180.09;882.91;873.47;80.44;0.19
7890;0.00;105.01;0.00;105.02;0.00;0.00;59.01;17.22;35.42;180.10;851.53;180.10;884.30;874.38;80.44;0.17
7895;0.00;105.00;0.00;104.99;0.00;0.00;58.98;17.19;35.41;180.08;852.62;180.08;884.90;874.83;80.45;0.19
7900;0.00;105.10;0.00;104.86;0.00;0.00;58.99;17.20;35.42;180.05;851.53;180.07;884.82;874.84;80.44;0.17
7905;0.00;105.03;0.00;104.99;0.00;0.00;59.03;17.25;35.42;180.05;849.71;180.03;884.19;874.46;80.44;0.17
7910;0.00;105.00;0.00;105.01;0.00;0.00;59.01;17.22;35.42;180.05;848.59;180.02;882.94;873.52;80.44;0.19
7915;0.00;104.91;0.00;105.11;0.00;0.00;58.98;17.19;35.42;180.06;849.16;180.02;883.14;873.61;80.44;0.17
7920;0.00;105.00;0.00;105.02;0.00;0.00;59.03;17.22;35.43;180.08;850.71;180.01;883.85;874.08;80.44;0.18
7925;0.00;104.99;0.00;104.99;0.00;0.00;58.98;17.17;35.42;180.09;852.32;179.99;884.95;874.65;80.44;0.19
7930;0.00;105.10;0.00;104.92;0.00;0.00;58.99;17.25;35.43;180.09;850.96;180.00;884.55;874.70;80.44;0.19
7935;0.00;105.02;0.00;105.00;0.00;0.00;59.03;17.20;35.43;180.09;850.06;180.00;883.76;874.18;80.45;0.18
7940;0.00;104.98;0.00;105.00;0.00;0.00;59.01;17.22;35.43;180.07;848.54;180.02;883.04;873.63;80.45;0.19
7945;0.00;104.88;0.00;105.11;0.00;0.00;58.99;17.20;35.43;180.06;849.84;180.07;883.26;873.41;80.45;0.19
7950;0.00;105.02;0.00;105.03;0.00;0.00;59.01;17.19;35.44;180.05;851.35;180.09;884.10;874.21;80.44;0.17
7955;0.00;104.98;0.00;104.99;0.00;0.00;59.01;17.20;35.43;180.05;852.58;180.11;884.73;874.70;80.44;0.19
7960;0.00;105.08;0.00;104.89;0.00;0.00;58.99;17.17;35.43;180.08;850.39;180.13;884.75;874.77;80.45;0.18
7965;0.00;105.04;0.00;104.99;0.00;0.00;59.02;17.22;35.44;180.09;849.76;180.14;883.37;874.40;80.44;0.17
7970;0.00;104.98;0.00;105.00;0.00;0.00;59.00;17.19;35.44;180.10;848.65;180.15;882.84;873.43;80.44;0.19
7975;0.00;104.89;0.00;105.12;0.00;0.00;58.98;17.19;35.43;180.08;848.94;180.14;882.94;873.47;80.45;0.17
7980;0.00;105.01;0.00;105.03;0.00;0.00;59.03;17.22;35.44;180.07;851.88;180.09;883.65;873.91;80.45;0.18
7985;0.00;105.01;0.00;104.99;0.00;0.00;59.01;17.22;35.44;180.06;852.46;180.07;884.89;874.83;80.44;0.19
7990;0.00;105.08;0.00;104.89;0.00;0.00;59.01;17.22;35.44;180.06;851.04;180.04;884.60;874.70;80.44;0.17
7995;0.00;105.03;0.00;104.99;0.00;0.00;59.03;17.22;35.45;180.07;850.13;180.03;883.85;874.25;80.44;0.18
8000;0.00;105.00;0.00;105.01;0.00;0.00;58.99;17.22;35.45;180.08;848.46;179.99;883.10;873.67;80.44;0.19
8005;0.00;104.90;0.00;105.09;0.00;0.00;58.98;17.19;35.45;180.08;849.61;179.99;883.14;873.61;80.44;0.19
8010;0.00;104.99;0.00;105.03;0.00;0.00;59.03;17.22;35.45;180.08;851.14;179.99;883.97;874.16;80.43;0.18
8015;0.00;105.00;0.00;104.98;0.00;0.00;58.98;17.23;35.45;180.08;852.43;179.98;884.68;874.65;80.43;0.19
8020;0.00;105.08;0.00;104.89;0.00;0.00;58.98;17.25;35.45;180.07;850.50;180.01;884.78;874.79;80.43;0.19
8025;0.00;105.01;0.00;105.00;0.00;0.00;59.04;17.25;35.46;180.06;849.83;180.02;883.46;873.95;80.43;0.17
8030;0.00;105.00;0.00;105.00;0.00;0.00;59.02;17.20;35.45;180.06;848.87;180.04;882.88;873.47;80.43;0.19
8035;0.00;104.92;0.00;105.09;0.00;0.00;59.01;17.17;35.46;180.08;850.24;180.06;882.87;873.43;80.43;0.18
8040;0.00;105.00;0.00;105.02;0.00;0.00;59.03;17.20;35.46;180.09;851.69;180.10;884.34;873.83;80.43;0.18
8045;0.00;104.99;0.00;105.01;0.00;0.00;58.99;17.19;35.46;180.08;852.55;180.11;884.83;874.78;80.43;0.19
8050;0.00;105.09;0.00;104.89;0.00;0.00;59.00;17.22;35.47;180.07;851.24;180.12;884.63;874.69;80.43;0.17
8055;0.00;105.03;0.00;105.01;0.00;0.00;59.02;17.22;35.47;180.05;849.59;180.13;883.92;874.27;80.43;0.18
8060;0.00;105.00;0.00;105.00;0.00;0.00;59.00;17.20;35.47;180.05;848.44;180.12;882.76;873.71;80.43;0.19
8065;0.00;104.89;0.00;105.12;0.00;0.00;58.99;17.22;35.47;180.05;849.39;180.11;883.09;873.57;80.43;0.17
8070;0.00;105.00;0.00;105.04;0.00;0.00;59.02;17.22;35.48;180.05;850.94;180.10;883.90;874.11;80.43;0.18
8075;0.00;105.00;0.00;104.99;0.00;0.00;59.00;17.20;35.48;180.05;852.13;180.09;884.65;874.63;80.43;0.19
8080;0.00;105.09;0.00;104.89;0.00;0.00;58.98;17.20;35.48;180.05;850.66;180.05;884.42;874.60;80.44;0.19
