Dauer (s);MFC-1 (mln/min);MFC-2 (mln/min);MFC-3 (mln/min);MFC-4 (mln/min);MFC-5 (mln/min);MFC-6 (mln/min);MFC-7 (mln/min);MFC-8 (mln/min);TIC-1 (°C);TIC-2 (°C);TIC-3 (°C);TIC-4 (°C);TIR-1 (°C);TIR-2 (°C);HIR-1 (°C);PIR-1 (bar)
2910;0.00;105.00;0.00;105.02;0.00;0.00;59.03;17.22;33.40;180.09;745.97;179.84;801.11;785.98;80.48;0.15
2915;0.00;105.00;0.00;105.00;0.00;0.00;59.01;17.22;33.40;180.09;750.19;179.84;805.06;789.43;80.49;0.17
2920;0.00;105.08;0.00;104.91;0.00;0.00;58.98;17.22;33.40;180.09;751.84;179.84;808.77;792.74;80.49;0.15
2925;0.00;105.02;0.00;104.99;0.00;0.00;59.02;17.23;33.41;180.08;753.32;179.88;811.62;795.48;80.49;0.15
2930;0.00;104.99;0.00;104.98;0.00;0.00;59.00;17.20;33.40;180.07;751.87;179.90;814.13;798.51;80.49;0.16
2935;0.00;104.92;0.00;105.08;0.00;0.00;58.98;17.22;33.41;180.06;750.12;179.93;814.59;799.33;80.49;0.15
2940;0.00;104.99;0.00;105.01;0.00;0.00;59.01;17.23;33.40;180.04;752.93;179.95;815.45;800.24;80.49;0.15
2945;0.00;104.99;0.00;104.99;0.00;0.00;59.00;17.22;33.42;180.05;760.52;180.00;817.50;801.24;80.49;0.17
2950;0.00;105.09;0.00;104.88;0.00;0.00;58.98;17.20;33.41;180.06;760.95;180.02;817.62;802.39;80.48;0.17
2955;0.00;105.02;0.00;105.00;0.00;0.00;59.02;17.22;33.42;180.08;761.37;180.03;816.86;802.03;80.49;0.16
2960;0.00;105.00;0.00;104.99;0.00;0.00;59.01;17.22;33.42;180.08;757.49;180.04;815.35;800.98;80.49;0.17
2965;0.00;104.90;0.00;105.09;0.00;0.00;58.99;17.22;33.42;180.08;757.40;180.02;811.51;799.46;80.49;0.17
2970;0.00;104.98;0.00;105.03;0.00;0.00;59.01;17.19;33.43;180.08;760.14;180.00;810.34;796.95;80.49;0.15
2975;0.00;104.98;0.00;104.99;0.00;0.00;58.99;17.20;33.43;180.09;763.26;179.97;809.71;796.19;80.49;0.17
2980;0.00;105.07;0.00;104.91;0.00;0.00;59.02;17.23;33.42;180.08;763.09;179.94;809.04;795.51;80.49;0.16
2985;0.00;105.02;0.00;104.99;0.00;0.00;59.03;17.20;33.43;180.07;762.67;179.89;806.50;794.63;80.49;0.15
2990;0.00;105.00;0.00;105.00;0.00;0.00;59.01;17.22;33.43;180.06;760.45;179.88;805.11;792.31;80.49;0.17
2995;0.00;104.93;0.00;105.11;0.00;0.00;59.00;17.19;33.44;180.06;757.01;179.87;804.40;791.67;80.48;0.15
3000;0.00;104.98;0.00;105.03;0.00;0.00;59.01;17.25;33.43;180.07;761.60;179.87;804.77;791.81;80.48;0.15
3005;0.00;105.00;0.00;104.99;0.00;0.00;59.01;17.22;33.44;180.08;764.24;179.88;808.63;794.69;80.49;0.17
3010;0.00;105.08;0.00;104.89;0.00;0.00;58.99;17.22;33.44;180.09;764.38;179.89;811.32;796.83;80.49;0.15
3015;0.00;105.00;0.00;105.00;0.00;0.00;59.02;17.22;33.44;180.09;764.69;179.91;813.97;799.24;80.49;0.16
3020;0.00;104.99;0.00;105.00;0.00;0.00;58.98;17.22;33.44;180.09;762.55;179.96;816.56;801.60;80.49;0.17
3025;0.00;104.91;0.00;105.07;0.00;0.00;58.98;17.19;33.44;180.08;762.48;179.98;822.33;806.82;80.49;0.17
3030;0.00;105.02;0.00;105.03;0.00;0.00;59.03;17.22;33.45;180.07;766.35;180.00;825.64;809.85;80.49;0.16
3035;0.00;104.99;0.00;105.01;0.00;0.00;58.99;17.22;33.45;180.07;770.87;180.02;829.05;812.87;80.49;0.17
3040;0.00;105.10;0.00;104.89;0.00;0.00;59.01;17.22;33.45;180.07;773.93;180.04;831.64;815.28;80.49;0.17
3045;0.00;105.04;0.00;105.00;0.00;0.00;59.01;17.23;33.45;180.08;774.90;180.03;833.22;817.49;80.48;0.15
3050;0.00;104.99;0.00;104.99;0.00;0.00;59.02;17.20;33.46;180.08;774.52;180.02;832.31;817.13;80.49;0.17
3055;0.00;104.91;0.00;105.08;0.00;0.00;58.99;17.20;33.46;180.06;772.90;180.01;830.76;816.14;80.49;0.16
3060;0.00;105.00;0.00;105.01;0.00;0.00;59.02;17.20;33.46;180.05;776.06;179.97;828.21;815.12;80.49;0.16
3065;0.00;105.02;0.00;104.99;0.00;0.00;58.99;17.19;33.46;180.06;778.85;179.94;827.19;813.18;80.49;0.17
3070;0.00;105.12;0.00;104.88;0.00;0.00;58.99;17.20;33.46;180.07;778.73;179.91;825.84;812.07;80.49;0.15
3075;0.00;105.01;0.00;104.99;0.00;0.00;59.03;17.20;33.46;180.09;777.99;179.88;824.04;810.57;80.49;0.16
3080;0.00;105.00;0.00;105.01;0.00;0.00;59.01;17.22;33.46;180.10;774.41;179.85;819.54;808.77;80.49;0.17
3085;0.00;104.92;0.00;105.09;0.00;0.00;58.99;17.20;33.47;180.10;772.51;179.84;817.96;805.46;80.49;0.17
3090;0.00;105.01;0.00;105.02;0.00;0.00;59.03;17.22;33.47;180.10;774.54;179.85;817.59;804.92;80.49;0.16
3095;0.00;105.00;0.00;104.99;0.00;0.00;59.00;17.22;33.47;180.08;778.74;179.85;818.51;805.39;80.49;0.17
3100;0.00;105.08;0.00;104.91;0.00;0.00;58.98;17.22;33.47;180.07;778.37;179.90;822.41;806.67;80.49;0.17
3105;0.00;105.02;0.00;104.99;0.00;0.00;59.02;17.23;33.47;180.06;778.84;179.93;824.83;810.45;80.49;0.17
3110;0.00;105.00;0.00;104.99;0.00;0.00;58.98;17.22;33.48;180.07;778.76;179.96;827.39;812.72;80.49;0.17
3115;0.00;104.91;0.00;105.09;0.00;0.00;58.99;17.20;33.48;180.08;777.27;180.01;830.36;815.35;80.49;0.17
3120;0.00;105.00;0.00;105.02;0.00;0.00;59.04;17.20;33.48;180.09;781.24;180.03;837.27;821.48;80.49;0.16
3125;0.00;105.01;0.00;105.00;0.00;0.00;59.01;17.20;33.48;180.10;785.48;180.04;840.75;824.64;80.49;0.18
3130;0.00;105.08;0.00;104.91;0.00;0.00;59.01;17.20;33.49;180.09;786.60;180.05;843.40;827.06;80.49;0.16
3135;0.00;105.01;0.00;104.99;0.00;0.00;59.02;17.23;33.49;180.08;788.40;180.03;844.70;828.64;80.49;0.16
3140;0.00;105.00;0.00;104.99;0.00;0.00;59.01;17.19;33.50;180.08;786.61;180.01;843.73;828.67;80.49;0.17
3145;0.00;104.92;0.00;105.11;0.00;0.00;58.98;17.20;33.50;180.07;784.61;179.99;842.37;827.87;80.49;0.16
3150;0.00;104.99;0.00;105.03;0.00;0.00;59.02;17.23;33.49;180.07;787.13;179.97;841.51;827.26;80.49;0.16
3155;0.00;104.98;0.00;104.99;0.00;0.00;58.99;17.19;33.50;180.07;792.62;179.93;841.15;826.83;80.49;0.18
3160;0.00;105.08;0.00;104.89;0.00;0.00;58.99;17.22;33.51;180.08;792.23;179.91;839.83;825.70;80.49;0.18
3165;0.00;105.02;0.00;105.01;0.00;0.00;59.02;17.22;33.51;180.09;792.30;179.90;838.25;824.51;80.49;0.17
3170;0.00;105.01;0.00;105.00;0.00;0.00;58.99;17.19;33.51;180.10;791.75;179.89;836.21;822.89;80.49;0.18
3175;0.00;104.88;0.00;105.12;0.00;0.00;58.96;17.20;33.51;180.09;787.42;179.90;833.09;821.29;80.49;0.17
3180;0.00;105.00;0.00;105.03;0.00;0.00;59.02;17.19;33.51;180.08;789.95;179.91;833.15;820.09;80.49;0.16
3185;0.00;105.00;0.00;104.99;0.00;0.00;59.01;17.22;33.52;180.07;792.82;179.92;834.37;820.83;80.49;0.18
3190;0.00;105.08;0.00;104.89;0.00;0.00;59.01;17.20;33.52;180.06;793.07;179.92;836.09;822.08;80.49;0.17
3195;0.00;105.02;0.00;104.99;0.00;0.00;59.02;17.22;33.52;180.06;793.73;179.96;840.01;823.74;80.49;0.16
3200;0.00;104.98;0.00;104.99;0.00;0.00;58.99;17.22;33.52;180.06;792.70;179.99;842.20;827.46;80.49;0.18
3205;0.00;104.90;0.00;105.09;0.00;0.00;59.00;17.22;33.53;180.06;790.22;180.01;844.65;829.72;80.49;0.16
3210;0.00;104.98;0.00;105.01;0.00;0.00;59.02;17.20;33.53;180.07;796.77;180.02;847.60;832.34;80.49;0.16
3215;0.00;104.99;0.00;104.99;0.00;0.00;59.01;17.23;33.53;180.08;800.24;180.03;853.73;837.75;80.49;0.18
3220;0.00;105.08;0.00;104.93;0.00;0.00;58.97;17.20;33.52;180.10;800.73;180.03;855.61;839.61;80.49;0.16
3225;0.00;105.04;0.00;105.01;0.00;0.00;59.02;17.25;33.53;180.09;801.64;180.02;856.23;840.56;80.49;0.17
3230;0.00;105.00;0.00;104.99;0.00;0.00;58.98;17.20;33.54;180.07;798.94;179.99;855.68;840.49;80.49;0.18
3235;0.00;104.89;0.00;105.10;0.00;0.00;59.00;17.20;33.54;180.05;798.72;179.96;852.99;838.86;80.49;0.18
3240;0.00;104.99;0.00;105.02;0.00;0.00;59.02;17.20;33.54;180.05;801.69;179.95;852.53;838.43;80.49;0.17
3245;0.00;104.98;0.00;104.99;0.00;0.00;58.99;17.22;33.54;180.05;804.99;179.93;852.61;838.32;80.49;0.18
3250;0.00;105.08;0.00;104.88;0.00;0.00;59.00;17.19;33.54;180.06;805.44;179.90;852.53;838.18;80.48;0.18
3255;0.00;105.01;0.00;105.00;0.00;0.00;59.02;17.23;33.54;180.07;805.63;179.90;850.51;836.71;80.48;0.16
3260;0.00;105.02;0.00;104.99;0.00;0.00;59.00;17.20;33.55;180.08;804.55;179.90;848.78;835.41;80.48;0.18
3265;0.00;104.93;0.00;105.08;0.00;0.00;58.98;17.22;33.55;180.07;800.48;179.90;847.36;834.25;80.48;0.17
3270;0.00;105.00;0.00;105.04;0.00;0.00;59.03;17.22;33.55;180.07;804.53;179.92;846.83;833.71;80.48;0.16
3275;0.00;105.00;0.00;104.99;0.00;0.00;58.98;17.22;33.55;180.07;806.94;179.94;848.85;834.96;80.47;0.18
3280;0.00;105.09;0.00;104.89;0.00;0.00;58.98;17.19;33.55;180.07;806.58;179.96;850.33;836.14;80.48;0.16
3285;0.00;105.03;0.00;104.99;0.00;0.00;59.02;17.19;33.55;180.06;807.28;179.98;851.67;837.37;80.48;0.17
3290;0.00;105.00;0.00;104.99;0.00;0.00;59.01;17.19;33.55;180.06;804.54;180.01;853.93;838.46;80.48;0.18
3295;0.00;104.92;0.00;105.09;0.00;0.00;58.99;17.20;33.56;180.05;803.61;180.03;855.43;840.98;80.48;0.18
3300;0.00;104.98;0.00;105.02;0.00;0.00;59.02;17.20;33.56;180.06;806.71;180.02;857.45;842.74;80.48;0.17
3305;0.00;104.99;0.00;105.01;0.00;0.00;59.00;17.19;33.57;180.05;812.08;180.02;859.88;844.79;80.48;0.18
3310;0.00;104.98;0.00;104.92;0.00;0.00;58.98;17.22;33.56;180.05;812.13;180.00;862.72;846.50;80.48;0.18
3315;0.00;105.20;0.00;104.99;0.00;0.00;59.06;17.34;33.57;180.05;812.83;179.98;862.52;847.70;80.48;0.18
3320;0.00;105.00;0.00;104.99;0.00;0.00;58.99;17.22;33.57;180.06;812.67;179.96;861.33;847.04;80.47;0.19
3325;0.00;104.89;0.00;105.10;0.00;0.00;59.01;17.20;33.57;180.08;809.63;179.95;859.75;845.95;80.47;0.18
3330;0.00;104.98;0.00;105.03;0.00;0.00;59.01;17.20;33.57;180.08;812.50;179.92;858.50;844.88;80.47;0.17
3335;0.00;104.99;0.00;104.99;0.00;0.00;58.99;17.20;33.57;180.08;815.28;179.91;858.81;844.93;80.48;0.19
3340;0.00;105.09;0.00;104.91;0.00;0.00;58.96;17.20;33.57;180.04;814.85;179.90;858.83;844.88;80.48;0.17
3345;0.00;105.03;0.00;104.99;0.00;0.00;59.02;17.22;33.58;180.03;814.64;179.90;858.22;844.50;80.48;0.17
3350;0.00;104.99;0.00;105.01;0.00;0.00;58.98;17.20;33.58;180.03;812.10;179.91;856.00;842.85;80.48;0.18
3355;0.00;104.93;0.00;105.12;0.00;0.00;59.00;17.19;33.58;180.04;809.64;179.92;855.37;842.34;80.48;0.17
3360;0.00;104.99;0.00;105.02;0.00;0.00;59.02;17.20;33.58;180.06;811.71;179.94;855.71;842.51;80.48;0.17
3365;0.00;104.98;0.00;104.99;0.00;0.00;58.99;17.22;33.58;180.07;816.22;179.98;857.04;843.44;80.48;0.18
3370;0.00;105.10;0.00;104.89;0.00;0.00;58.99;17.22;33.59;180.07;815.77;180.00;860.20;845.97;80.47;0.19
3375;0.00;105.02;0.00;105.01;0.00;0.00;59.04;17.22;33.59;180.07;816.28;180.01;861.33;847.08;80.48;0.18
3380;0.00;104.99;0.00;105.00;0.00;0.00;58.96;17.22;33.59;180.06;816.57;180.03;862.07;847.90;80.48;0.19
3385;0.00;104.89;0.00;105.08;0.00;0.00;58.98;17.20;33.60;180.05;813.47;180.05;862.77;848.66;80.48;0.18
3390;0.00;104.97;0.00;105.02;0.00;0.00;59.00;17.20;33.59;180.05;816.74;180.05;865.58;851.22;80.48;0.17
3395;0.00;104.99;0.00;105.01;0.00;0.00;59.00;17.19;33.61;180.05;820.22;180.04;867.43;852.73;80.48;0.19
3400;0.00;105.11;0.00;104.86;0.00;0.00;58.98;17.20;33.61;180.06;820.65;180.03;868.68;853.86;80.48;0.17
3405;0.00;105.02;0.00;105.01;0.00;0.00;59.03;17.20;33.61;180.06;821.12;180.01;868.03;854.29;80.48;0.17
3410;0.00;104.99;0.00;104.98;0.00;0.00;59.01;17.20;33.60;180.05;819.65;179.98;866.37;852.72;80.47;0.19
3415;0.00;104.90;0.00;105.09;0.00;0.00;58.98;17.22;33.62;180.04;816.25;179.97;864.63;851.46;80.47;0.17
3420;0.00;105.01;0.00;105.03;0.00;0.00;59.02;17.20;33.62;180.03;820.88;179.94;863.70;850.67;80.48;0.17
3425;0.00;105.01;0.00;104.99;0.00;0.00;58.99;17.23;33.61;180.04;822.67;179.90;864.06;850.48;80.48;0.18
3430;0.00;105.08;0.00;104.92;0.00;0.00;58.99;17.22;33.62;180.04;821.80;179.89;864.00;850.48;80.48;0.19
3435;0.00;105.03;0.00;105.00;0.00;0.00;59.02;17.22;33.62;180.05;821.71;179.90;863.48;850.14;80.48;0.18
3440;0.00;104.99;0.00;105.01;0.00;0.00;59.00;17.20;33.62;180.06;817.66;179.90;862.69;849.57;80.48;0.19
3445;0.00;104.91;0.00;105.11;0.00;0.00;58.98;17.20;33.62;180.05;817.14;179.93;862.05;849.07;80.47;0.18
3450;0.00;105.01;0.00;105.03;0.00;0.00;59.01;17.23;33.62;180.04;819.77;179.95;863.02;849.81;80.48;0.17
3455;0.00;105.01;0.00;104.99;0.00;0.00;59.02;17.22;33.63;180.02;822.79;179.97;864.79;851.12;80.48;0.19
3460;0.00;105.08;0.00;104.91;0.00;0.00;59.02;17.20;33.63;180.02;823.08;179.99;866.54;852.48;80.48;0.18
3465;0.00;105.02;0.00;104.99;0.00;0.00;59.02;17.22;33.63;180.03;823.68;180.02;868.58;854.55;80.48;0.17
3470;0.00;104.99;0.00;105.00;0.00;0.00;59.00;17.23;33.63;180.03;822.97;180.04;868.93;855.02;80.48;0.19
3475;0.00;104.88;0.00;105.12;0.00;0.00;58.98;17.20;33.63;180.04;819.48;180.05;869.25;855.50;80.48;0.17
3480;0.00;105.00;0.00;105.03;0.00;0.00;59.02;17.23;33.63;180.05;824.64;180.05;870.11;856.33;80.48;0.17
3485;0.00;104.98;0.00;104.99;0.00;0.00;59.02;17.20;33.63;180.06;827.39;180.06;873.00;858.65;80.48;0.18
3490;0.00;105.08;0.00;104.89;0.00;0.00;58.98;17.19;33.64;180.07;826.99;180.03;873.63;859.32;80.48;0.17
3495;0.00;105.02;0.00;105.01;0.00;0.00;59.02;17.22;33.64;180.06;827.22;180.02;873.24;859.25;80.48;0.18
3500;0.00;105.00;0.00;104.99;0.00;0.00;59.00;17.22;33.64;180.04;824.11;179.98;871.96;858.38;80.48;0.19
3505;0.00;104.91;0.00;105.07;0.00;0.00;58.99;17.23;33.65;180.03;822.59;179.97;868.42;855.76;80.48;0.19
3510;0.00;105.01;0.00;105.01;0.00;0.00;59.01;17.22;33.64;180.01;824.92;179.95;867.81;855.13;80.48;0.17
3515;0.00;105.01;0.00;104.99;0.00;0.00;58.99;17.20;33.65;180.02;827.67;179.95;868.06;855.08;80.48;0.19
3520;0.00;105.09;0.00;104.89;0.00;0.00;59.00;17.20;33.65;180.05;827.32;179.94;868.40;855.21;80.48;0.19
3525;0.00;105.01;0.00;104.99;0.00;0.00;59.03;17.20;33.65;180.08;827.39;179.94;867.98;854.96;80.48;0.17
3530;0.00;104.99;0.00;105.00;0.00;0.00;58.98;17.20;33.66;180.09;826.85;179.95;867.42;854.57;80.48;0.19
3535;0.00;104.92;0.00;105.08;0.00;0.00;58.97;17.20;33.66;180.07;823.65;179.96;867.18;854.41;80.48;0.18
3540;0.00;104.98;0.00;105.03;0.00;0.00;59.01;17.19;33.65;180.04;826.47;180.00;869.11;854.80;80.48;0.17
3545;0.00;105.00;0.00;104.99;0.00;0.00;59.00;17.20;33.66;180.03;829.28;180.01;871.00;857.30;80.48;0.18
3550;0.00;105.13;0.00;104.87;0.00;0.00;58.99;17.20;33.66;180.02;828.90;180.03;872.53;858.62;80.48;0.17
3555;0.00;105.03;0.00;105.00;0.00;0.00;59.04;17.27;33.66;180.03;829.47;180.04;873.43;859.54;80.48;0.18
3560;0.00;105.00;0.00;105.00;0.00;0.00;58.98;17.22;33.66;180.06;827.36;180.07;873.61;860.02;80.48;0.19
3565;0.00;104.90;0.00;105.11;0.00;0.00;58.98;17.20;33.67;180.09;825.23;180.07;873.65;860.33;80.48;0.17
3570;0.00;104.99;0.00;105.03;0.00;0.00;59.02;17.20;33.67;180.09;827.83;180.07;874.37;860.96;80.48;0.17
3575;0.00;104.98;0.00;104.99;0.00;0.00;59.01;17.22;33.68;180.07;832.42;180.06;875.58;861.88;80.48;0.19
3580;0.00;105.10;0.00;104.91;0.00;0.00;58.98;17.22;33.68;180.06;831.87;180.02;876.69;862.92;80.48;0.19
3585;0.00;105.04;0.00;104.99;0.00;0.00;59.02;17.22;33.68;180.03;832.08;179.99;875.90;862.47;80.48;0.18
3590;0.00;104.99;0.00;105.00;0.00;0.00;58.98;17.20;33.67;180.02;831.97;179.97;874.34;861.35;80.48;0.19
3595;0.00;104.92;0.00;105.08;0.00;0.00;58.98;17.17;33.67;180.04;827.72;179.94;872.55;860.01;80.48;0.18
3600;0.00;104.98;0.00;105.03;0.00;0.00;59.01;17.20;33.69;180.06;830.19;179.93;871.22;858.75;80.47;0.17
3605;0.00;105.00;0.00;104.99;0.00;0.00;59.02;17.22;33.68;180.08;832.81;179.92;871.82;858.96;80.48;0.19
3610;0.00;105.11;0.00;104.87;0.00;0.00;58.99;17.20;33.69;180.09;832.30;179.92;872.26;859.22;80.48;0.17
3615;0.00;105.04;0.00;104.99;0.00;0.00;59.03;17.20;33.69;180.08;831.92;179.95;872.32;859.36;80.48;0.17
3620;0.00;105.00;0.00;104.99;0.00;0.00;58.99;17.20;33.69;180.06;830.32;179.98;871.67;858.97;80.48;0.19
3625;0.00;104.89;0.00;105.08;0.00;0.00;58.99;17.20;33.69;180.04;827.18;180.00;871.71;859.07;80.48;0.17
3630;0.00;105.00;0.00;105.01;0.00;0.00;59.02;17.22;33.69;180.03;829.26;180.02;872.56;859.76;80.48;0.17
3635;0.00;105.00;0.00;104.99;0.00;0.00;58.99;17.19;33.70;180.05;834.03;180.07;875.92;860.99;80.48;0.19
3640;0.00;105.11;0.00;104.85;0.00;0.00;58.99;17.22;33.70;180.06;833.46;180.07;877.05;863.37;80.48;0.19
3645;0.00;105.02;0.00;104.99;0.00;0.00;59.02;17.22;33.70;180.07;833.71;180.07;877.38;863.88;80.48;0.18
3650;0.00;104.97;0.00;105.00;0.00;0.00;58.99;17.23;33.70;180.06;830.27;180.08;877.12;863.86;80.48;0.19
3655;0.00;104.87;0.00;105.11;0.00;0.00;58.98;17.25;33.70;180.05;830.20;180.05;876.34;863.55;80.48;0.19
3660;0.00;105.00;0.00;105.04;0.00;0.00;59.02;17.17;33.70;180.05;832.98;180.03;876.97;863.97;80.48;0.17
3665;0.00;105.00;0.00;105.00;0.00;0.00;58.99;17.25;33.71;180.04;835.82;180.01;877.95;864.65;80.48;0.19
3670;0.00;105.08;0.00;104.90;0.00;0.00;58.99;17.19;33.71;180.05;835.54;179.98;878.57;865.15;80.48;0.18
3675;0.00;105.01;0.00;104.99;0.00;0.00;59.02;17.23;33.71;180.05;835.65;179.96;877.32;865.11;80.48;0.17
3680;0.00;104.99;0.00;104.97;0.00;0.00;59.01;17.19;33.71;180.07;834.37;179.94;875.77;863.32;80.48;0.19
3685;0.00;104.87;0.00;105.12;0.00;0.00;58.98;17.19;33.71;180.08;830.69;179.94;874.39;862.24;80.48;0.17
3690;0.00;105.01;0.00;105.03;0.00;0.00;59.04;17.22;33.72;180.06;834.63;179.94;873.85;861.73;80.48;0.17
3695;0.00;105.00;0.00;104.99;0.00;0.00;59.02;17.19;33.72;180.05;836.58;179.95;875.19;862.41;80.48;0.19
3700;0.00;105.09;0.00;104.90;0.00;0.00;58.99;17.20;33.72;180.04;835.67;179.96;875.72;862.83;80.48;0.17
3705;0.00;105.02;0.00;104.99;0.00;0.00;59.02;17.20;33.72;180.04;835.52;179.98;875.78;862.99;80.48;0.18
3710;0.00;104.99;0.00;104.99;0.00;0.00;58.98;17.20;33.72;180.03;832.39;180.01;875.52;862.89;80.48;0.19
3715;0.00;104.92;0.00;105.08;0.00;0.00;58.98;17.20;33.73;180.04;831.47;180.04;875.48;863.01;80.48;0.19
3720;0.00;105.00;0.00;105.03;0.00;0.00;59.03;17.20;33.73;180.06;834.06;180.05;876.61;863.88;80.48;0.18
3725;0.00;104.98;0.00;105.01;0.00;0.00;59.00;17.20;33.74;180.09;837.04;180.06;878.28;865.14;80.48;0.19
3730;0.00;105.11;0.00;104.89;0.00;0.00;58.98;17.22;33.74;180.09;837.14;180.07;879.61;866.24;80.48;0.19
3735;0.00;105.01;0.00;105.00;0.00;0.00;59.05;17.22;33.73;180.08;837.39;180.07;879.93;866.88;80.48;0.17
3740;0.00;104.99;0.00;105.01;0.00;0.00;58.99;17.16;33.74;180.06;836.95;180.07;879.12;866.37;80.48;0.19
3745;0.00;104.95;0.00;105.09;0.00;0.00;58.99;17.19;33.73;180.03;833.06;180.05;878.23;865.81;80.48;0.18
3750;0.00;105.02;0.00;105.02;0.00;0.00;59.02;17.20;33.73;180.04;837.10;180.03;878.02;865.66;80.48;0.17
3755;0.00;105.00;0.00;105.01;0.00;0.00;59.01;17.19;33.74;180.06;839.36;180.02;879.47;866.53;80.48;0.19
3760;0.00;105.11;0.00;104.87;0.00;0.00;58.99;17.20;33.74;180.08;838.66;180.01;879.73;866.78;80.48;0.17
3765;0.00;105.04;0.00;105.00;0.00;0.00;59.03;17.23;33.74;180.08;838.30;179.99;879.26;866.55;80.48;0.18
3770;0.00;104.98;0.00;104.97;0.00;0.00;59.01;17.20;33.75;180.08;835.38;179.98;876.89;865.79;80.48;0.19
3775;0.00;104.91;0.00;105.10;0.00;0.00;58.99;17.22;33.75;180.07;833.83;179.97;876.09;864.17;80.47;0.19
3780;0.00;105.01;0.00;105.03;0.00;0.00;59.03;17.20;33.75;180.05;835.86;179.98;876.26;864.18;80.47;0.18
3785;0.00;105.00;0.00;105.01;0.00;0.00;59.00;17.20;33.75;180.04;839.25;179.98;877.25;864.79;80.48;0.19
3790;0.00;105.09;0.00;104.92;0.00;0.00;58.98;17.23;33.75;180.05;838.50;180.00;878.74;865.49;80.48;0.19
3795;0.00;105.02;0.00;104.99;0.00;0.00;59.02;17.22;33.76;180.05;838.55;180.02;878.75;866.13;80.48;0.19
3800;0.00;104.98;0.00;105.00;0.00;0.00;59.01;17.22;33.75;180.05;838.41;180.03;878.42;865.96;80.48;0.19
3805;0.00;104.90;0.00;105.11;0.00;0.00;58.99;17.20;33.76;180.05;835.43;180.05;878.12;865.83;80.48;0.18
3810;0.00;105.01;0.00;105.04;0.00;0.00;59.01;17.22;33.76;180.05;838.12;180.07;879.68;867.06;80.48;0.17
3815;0.00;104.98;0.00;105.02;0.00;0.00;58.98;17.23;33.76;180.05;840.76;180.07;881.12;868.11;80.48;0.20
3820;0.00;105.09;0.00;104.92;0.00;0.00;58.98;17.19;33.76;180.04;840.37;180.07;881.97;868.87;80.48;0.17
3825;0.00;105.01;0.00;105.00;0.00;0.00;59.03;17.22;33.76;180.04;840.14;180.04;882.00;869.07;80.47;0.18
3830;0.00;105.01;0.00;104.98;0.00;0.00;58.99;17.20;33.76;180.05;838.11;180.02;880.12;867.84;80.48;0.19
3835;0.00;104.90;0.00;105.11;0.00;0.00;58.99;17.22;33.76;180.05;835.90;180.01;879.18;867.18;80.48;0.17
3840;0.00;105.00;0.00;105.03;0.00;0.00;59.02;17.22;33.77;180.06;837.94;179.98;879.12;867.08;80.48;0.18
3845;0.00;105.01;0.00;105.00;0.00;0.00;59.00;17.23;33.78;180.06;841.58;179.95;879.81;867.44;80.48;0.19
3850;0.00;105.10;0.00;104.91;0.00;0.00;58.98;17.20;33.78;180.05;840.70;179.93;880.52;867.95;80.48;0.19
3855;0.00;105.05;0.00;105.00;0.00;0.00;59.03;17.19;33.77;180.04;840.52;179.93;879.94;867.62;80.48;0.19
3860;0.00;105.01;0.00;105.00;0.00;0.00;58.97;17.23;33.78;180.03;840.32;179.92;878.98;866.91;80.48;0.19
3865;0.00;104.93;0.00;105.13;0.00;0.00;58.99;17.19;33.77;180.06;836.89;179.95;878.06;866.23;80.48;0.19
3870;0.00;104.99;0.00;105.03;0.00;0.00;59.02;17.23;33.78;180.09;839.13;179.97;878.61;866.53;80.47;0.17
3875;0.00;105.00;0.00;104.99;0.00;0.00;59.01;17.20;33.79;180.10;841.67;179.99;879.91;867.39;80.48;0.20
3880;0.00;105.12;0.00;104.90;0.00;0.00;58.98;17.20;33.78;180.09;841.41;180.00;880.88;868.18;80.48;0.18
3885;0.00;105.03;0.00;105.00;0.00;0.00;59.04;17.23;33.78;180.06;840.98;180.06;881.05;868.61;80.48;0.18
3890;0.00;104.99;0.00;105.00;0.00;0.00;59.01;17.22;33.78;180.03;839.74;180.07;880.54;868.32;80.48;0.19
3895;0.00;104.90;0.00;105.08;0.00;0.00;58.97;17.22;33.79;180.01;837.01;180.09;880.31;868.22;80.48;0.17
3900;0.00;105.01;0.00;105.03;0.00;0.00;59.02;17.22;33.79;180.02;841.55;180.10;880.83;868.65;80.48;0.18
3905;0.00;104.98;0.00;105.00;0.00;0.00;59.01;17.22;33.79;180.04;843.19;180.10;883.13;869.51;80.48;0.19
3910;0.00;105.12;0.00;104.87;0.00;0.00;59.01;17.20;33.79;180.06;842.51;180.09;883.49;870.71;80.48;0.20
3915;0.00;105.02;0.00;105.01;0.00;0.00;59.04;17.23;33.80;180.09;842.33;180.07;882.99;870.52;80.48;0.18
3920;0.00;104.98;0.00;105.01;0.00;0.00;58.98;17.19;33.79;180.10;838.81;180.04;881.89;869.76;80.48;0.19
3925;0.00;104.92;0.00;105.11;0.00;0.00;58.98;17.23;33.79;180.07;838.65;180.00;879.90;868.82;80.48;0.19
3930;0.00;105.00;0.00;105.03;0.00;0.00;59.03;17.20;33.79;180.06;840.74;179.98;880.11;868.27;80.48;0.18
3935;0.00;105.00;0.00;104.99;0.00;0.00;58.99;17.22;33.80;180.01;843.17;179.97;880.90;868.68;80.48;0.20
