PV MassSpec-23.06.00
EXPORTED SCAN DATA
Run Path and Name: c:\Pfeiffer Vacuum\data\23-007-2026\MCD 256_New_Calibrattion by Amir for_WGS and DRM_PUSLSING_32ms, Position 1, RGA PrismaPro A 100 47507368, 23-007-2026 12'41'57.isi
23/07/2026 12:41:57
SensorID:  RGA PrismaPro A 100 47507368
50 Bins
17898 TimePoints

Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure_(mBar)	External_Pressure_(mBar)	2_amu_(_)	12_amu_(_)	13_amu_(_)	14_amu_(_)	15_amu_(_)	16_amu_(_)	17_amu_(_)	18_amu_(_)	20_amu_(_)	22_amu_(_)	24_amu_(_)	25_amu_(_)	26_amu_(_)	27_amu_(_)	28_amu_(_)	29_amu_(_)	30_amu_(_)	31_amu_(_)	32_amu_(_)	40_amu_(_)	44_amu_(_)	Periph:_Digital_In_0	Periph:_Digital_In_1	Periph:_Digital_In_13	Periph:_Digital_In_14	Periph:_Digital_In_15	Periph:_Digital_In_16	Periph:_Digital_In_17	Periph:_Digital_Out_2	Periph:_Digital_Out_3	Periph:_Digital_Out_4	Periph:_Digital_Out_5	Periph:_Digital_Out_6	Periph:_Digital_Out_7	Periph:_Digital_Out_8	Periph:_Digital_Out_9	Periph:_Digital_Out_10	Periph:_Digital_Out_11	Sig:_MCD	Sig:_MCD_Ar	Sig:_MCD_CH4	Sig:_MCD_CO	Sig:_MCD_CO2	Sig:_MCD_H2	Sig:_MCD_H2O	Sig:_MCD_O2
9,882	1784803327,033	23/07/2026_12:42:07,033	1	2	2,656840479e-06	1,684985477e-06	1,551306609e-12	5,238936888e-12	6,134575812e-13	9,830153185e-13	5,691974236e-12	1,576087004e-11	8,976226338e-14	1,797612487e-13	2,026924635e-11	7,057228608e-13	2,084272628e-14	4,999999912e-15	4,999999912e-15	4,999999912e-15	7,263959833e-12	1,779916817e-13	1,017766126e-13	2,053227854e-14	4,999999912e-15	1,939881034e-10	6,801708502e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,381142914e-08	68,30723084	2,32712309	0	29,86014334	0,1093717602	0,07354888177	0
10,69	1784803327,841	23/07/2026_12:42:07,841	1	2	2,658351377e-06	1,647937438e-06	1,372662943e-12	5,058259367e-12	3,967064307e-13	8,085161772e-13	4,806174989e-12	1,477692274e-11	1,458641693e-13	1,27454579e-13	2,033688322e-11	5,859868255e-13	4,999999912e-15	5,558577822e-14	9,659601e-14	8,181866643e-14	7,170643419e-12	2,584482853e-14	4,999999912e-15	4,999999912e-15	6,691714782e-14	1,957550927e-10	6,810826209e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,989814923e-08	68,74935616	1,957648297	0	29,82021973	0,09652942322	0,05928084693	0,02730309296
11,498	1784803328,649	23/07/2026_12:42:08,649	1	2	2,650977649e-06	1,64226401e-06	1,318043548e-12	5,15124228e-12	4,941600514e-13	7,574823472e-13	4,067017122e-12	1,378442412e-11	3,662126957e-14	1,393175804e-13	2,049549246e-11	7,358441113e-13	5,875622932e-14	4,999999912e-15	4,999999912e-15	4,999999912e-15	7,194675411e-12	1,265891959e-13	9,746914511e-14	6,741774429e-14	1,293405504e-14	1,969530095e-10	6,772440941e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,469104306e-08	69,2185447	1,643169979	0	29,67570111	0,09275189639	0,05409036137	0
12,306	1784803329,457	23/07/2026_12:42:09,457	1	2	2,641971378e-06	1,639120455e-06	1,255728594e-12	5,070487433e-12	3,155513502e-13	5,923781431e-13	3,607483453e-12	1,334309833e-11	1,4306625e-13	1,796991375e-13	2,044541272e-11	5,703984377e-13	4,999999912e-15	2,155675981e-14	8,591270192e-14	1,004106466e-13	7,262997929e-12	6,126310803e-14	4,999999912e-15	4,999999912e-15	4,555441785e-14	1,963319923e-10	6,801532254e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,795950954e-08	69,15291793	1,461495516	0	29,86771093	0,08856159066	0,08193245503	0,01596134887
13,114	1784803330,265	23/07/2026_12:42:10,265	1	2	2,648777127e-06	1,620382136e-06	1,111847593e-12	5,109040795e-12	3,968694405e-13	6,13251908e-13	3,290465556e-12	1,285087748e-11	4,999999912e-15	8,576913322e-14	2,057040996e-11	7,101428278e-13	8,713509244e-14	3,36758853e-14	4,999999912e-15	4,999999912e-15	7,171659534e-12	1,071590055e-13	9,073629028e-14	6,192668719e-14	6,189565191e-14	1,95472305e-10	6,825785076e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,726780059e-08	69,17449293	1,308081368	0	30,11002264	0,07877558776	0,03074415475	0,01932233999
13,922	1784803331,073	23/07/2026_12:42:11,073	1	2	2,650802116e-06	1,635354465e-06	1,178850095e-12	5,0944895e-12	2,671718641e-13	4,521991234e-13	2,983362255e-12	1,259760612e-11	1,44793113e-13	2,152959343e-13	2,05712565e-11	5,867163309e-13	4,999999912e-15	4,999999912e-15	5,699832425e-14	8,683241029e-14	7,298951374e-12	1,139035155e-13	4,999999912e-15	4,999999912e-15	1,722988343e-14	1,965784896e-10	6,775469769e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,534393322e-08	69,41753913	1,208987479	0	29,83136119	0,08334917507	0,09756829605	0,001390589006
14,73	1784803331,881	23/07/2026_12:42:11,881	1	2	2,651383738e-06	1,620382136e-06	9,791657502e-13	5,052823177e-12	3,206116741e-13	5,448795712e-13	2,844929153e-12	1,233999101e-11	4,999999912e-15	5,01490532e-14	2,053525579e-11	6,693383911e-13	6,039385572e-14	7,753060618e-14	1,376450732e-14	4,999999912e-15	7,136537021e-12	5,365711808e-14	4,052515295e-14	6,948999346e-14	1,072715525e-13	1,962147667e-10	6,844993322e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,96065479e-08	69,34464075	1,115743279	0	30,15414959	0,06928616203	0,01696022534	0,04577566679
15,538	1784803332,689	23/07/2026_12:42:12,689	1	2	2,638681963e-06	1,630348947e-06	1,065831342e-12	5,151114344e-12	2,705867756e-13	3,991745086e-13	2,585351854e-12	1,218960002e-11	9,692197538e-14	2,214428456e-13	2,06897225e-11	6,40361787e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	6,14066835e-14	7,29232473e-12	1,54603286e-13	2,87164769e-14	4,999999912e-15	4,999999912e-15	1,961850404e-10	6,840795985e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,46011473e-08	69,33311849	1,039047147	0	30,14090222	0,07541188704	0,09582454104	0
16,346	1784803333,497	23/07/2026_12:42:13,497	1	2	2,639935701e-06	1,61417961e-06	8,797990548e-13	5,008746889e-12	2,615100519e-13	4,809349533e-13	2,565005933e-12	1,201454127e-11	2,569348068e-14	4,115381064e-14	2,051084302e-11	6,096158192e-13	4,643143576e-14	7,185715239e-14	5,627265079e-14	4,999999912e-15	7,114844304e-12	1,877048728e-14	1,582122359e-14	5,192636211e-14	1,019085532e-13	1,959249707e-10	6,819428355e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,011116365e-08	69,47120814	1,00898392	0	30,14128233	0,06246063615	0,01586412186	0,04486167892
17,154	1784803334,305	23/07/2026_12:42:14,305	1	2	2,646880375e-06	1,611089829e-06	9,806869943e-13	5,149372248e-12	3,02419358e-13	3,60721598e-13	2,315475285e-12	1,181573849e-11	8,352225297e-14	1,92272332e-13	2,076765669e-11	6,853884864e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	3,496812554e-14	7,234079655e-12	1,673743609e-13	6,85276014e-14	4,999999912e-15	4,999999912e-15	1,970624081e-10	6,809530023e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,341838523e-08	69,62015495	0,9242369941	0	29,99426514	0,06936511275	0,0830337145	0
17,962	1784803335,113	23/07/2026_12:42:15,113	1	2	2,637901616e-06	1,61232515e-06	8,272827952e-13	4,989479316e-12	2,158857945e-13	4,015028598e-13	2,326732773e-12	1,180071665e-11	7,456969748e-14	7,621507592e-14	2,050502129e-11	6,07299096e-13	2,787826156e-14	9,269987528e-14	8,372791935e-14	3,983052495e-14	7,179676558e-12	8,940912179e-15	4,999999912e-15	1,291465205e-14	9,627003784e-14	1,951468986e-10	6,795267821e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,958008484e-08	69,47743417	0,9312691202	0	30,1585545	0,05896960652	0,03550564301	0,04607774767
18,77	1784803335,921	23/07/2026_12:42:15,921	1	2	2,636596264e-06	1,617276894e-06	9,031951077e-13	5,139015082e-12	3,107665492e-13	3,957983572e-13	2,125802789e-12	1,153561795e-11	2,658214022e-14	1,400820649e-13	2,064746291e-11	7,105619803e-13	2,021794461e-14	4,999999912e-15	4,999999912e-15	4,999999912e-15	7,215804777e-12	1,549214858e-13	1,12203805e-13	3,704425072e-14	8,04837154e-15	1,969228669e-10	6,794213803e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,344336851e-08	69,73247144	0,8417703019	0	29,99702013	0,06403563313	0,05656558896	0
19,578	1784803336,729	23/07/2026_12:42:16,729	1	2	2,645469294e-06	1,616039754e-06	8,23394521e-13	5,00555283e-12	1,829084166e-13	3,548347055e-13	2,132012015e-12	1,157777606e-11	1,200115718e-13	1,205393343e-13	2,061070585e-11	5,954322322e-13	4,999999912e-15	4,510038447e-14	1,01912436e-13	8,340971278e-14	7,171597951e-12	3,82394752e-14	4,999999912e-15	4,999999912e-15	5,962937121e-14	1,962059404e-10	6,76761841e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,762322443e-08	69,71474844	0,8570470699	0	29,97850445	0,05857519758	0,05835317309	0,02663472345
20,386	1784803337,537	23/07/2026_12:42:17,537	1	2	2,640961611e-06	1,591451792e-06	8,084890179e-13	5,081391904e-12	3,115233223e-13	4,07544983e-13	2,002100742e-12	1,133448977e-11	1,09782314e-14	1,333259268e-13	2,06549413e-11	7,146714861e-13	5,558965424e-14	4,999999912e-15	4,999999912e-15	4,999999912e-15	7,056558029e-12	1,339468358e-13	1,060375203e-13	7,878014918e-14	2,79597546e-14	2,003334304e-10	6,581723361e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,835457709e-08	70,70077159	0,8351813495	0	28,97404304	0,05713694543	0,05208038045	0,01303873041
21,194	1784803338,345	23/07/2026_12:42:18,345	1	2	2,642950903e-06	1,631597115e-06	8,384201536e-13	4,96181091e-12	1,696522561e-13	3,188537758e-13	2,042556228e-12	1,162361266e-11	1,464928168e-13	1,985860613e-13	2,161340551e-11	6,038143076e-13	4,999999912e-15	2,603885837e-14	7,26061057e-14	1,039303599e-13	7,778741193e-12	6,363415654e-14	4,999999912e-15	4,999999912e-15	4,224426053e-14	1,94115099e-10	7,748728742e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	6,203066005e-08	67,00071348	0,5608393825	0	33,27382813	0,05790546875	0,09100671858	0
22,002	1784803339,153	23/07/2026_12:42:19,153	1	2	2,944358585e-06	1,797741334e-06	1,921714307e-12	7,872761471e-12	7,419708944e-12	1,669210256e-11	1,067874608e-10	1,480657125e-10	1,573049525e-12	3,600424673e-14	7,638744672e-12	7,796212135e-13	6,881863514e-14	1,688063141e-14	4,999999912e-15	4,999999912e-15	7,834917611e-12	1,156342546e-13	7,698342289e-14	7,33201477e-14	6,049861675e-14	5,059716882e-11	7,274832126e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,239750767e-09	18,47249916	48,48279147	0	33,19938567	0,1398689915	0,01402653329	0,4046954092
22,81	1784803339,961	23/07/2026_12:42:19,961	1	2	3,254619287e-06	2,678205192e-06	5,836898673e-12	8,758373367e-12	1,099824225e-11	2,23630732e-11	1,340666744e-10	1,708673758e-10	1,916882885e-12	1,333104092e-13	4,727418543e-12	6,258988011e-13	4,999999912e-15	4,999999912e-15	2,729229264e-14	8,404224988e-14	7,669009525e-12	1,48087746e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	4,262469891e-11	7,147773345e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,14067048e-08	14,62450967	55,07004212	0	30,54496112	0,400735267	0,05345383474	0
23,618	1784803340,769	23/07/2026_12:42:20,769	1	2	3,211925332e-06	2,618321105e-06	6,194717916e-12	8,788745773e-12	1,134843955e-11	2,306463701e-11	1,374611397e-10	1,73899839e-10	1,839391053e-12	4,999999912e-15	4,20413834e-12	6,868669587e-13	6,168608918e-14	6,094101189e-14	1,297674126e-14	4,999999912e-15	7,516575036e-12	7,953686809e-14	3,899231469e-14	6,022698345e-14	7,248968949e-14	3,965110879e-11	7,096179894e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,684526971e-08	13,6166781	56,35307739	0	30,34177692	0,4258834764	0	0
24,426	1784803341,577	23/07/2026_12:42:21,577	1	2	3,199070761e-06	2,712295782e-06	6,532985958e-12	8,904779691e-12	1,144285014e-11	2,321724236e-11	1,385809939e-10	1,755555423e-10	1,969053826e-12	1,437259464e-13	4,152856444e-12	6,707741459e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	5,922190771e-14	7,656235021e-12	1,711385347e-13	2,702841138e-14	4,999999912e-15	4,999999912e-15	3,824083758e-11	7,119245471e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,290104957e-08	13,10296265	56,72838525	0	30,37352489	0,4480257696	0,05674441114	0
25,234	1784803342,385	23/07/2026_12:42:22,385	1	2	3,207981081e-06	2,690548854e-06	6,507743129e-12	8,85350647e-12	1,156429466e-11	2,353496564e-11	1,393850313e-10	1,773974995e-10	1,90013001e-12	4,999999912e-15	3,887884806e-12	6,561792125e-13	4,326098128e-14	9,23739099e-14	5,990101129e-14	4,999999912e-15	7,562723885e-12	6,62031126e-14	4,999999912e-15	3,177438781e-14	9,991781572e-14	3,741928642e-11	7,126735313e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,250518684e-08	12,78524133	57,09433708	0	30,34903273	0,4452291747	0	0,03162051577
26,042	1784803343,193	23/07/2026_12:42:23,193	1	2	3,220807457e-06	2,695711601e-06	6,760944235e-12	9,004103886e-12	1,16512815e-11	2,354496285e-11	1,397200827e-10	1,776730707e-10	1,954365706e-12	1,148814252e-13	3,951402573e-12	7,324874214e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	1,684182375e-14	7,673119085e-12	2,086989164e-13	6,933864561e-14	4,999999912e-15	4,999999912e-15	3,653432765e-11	7,160543686e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,854100004e-08	12,48943652	57,20736984	0	30,49711685	0,4626112163	0,04181532402	0
26,85	1784803344,001	23/07/2026_12:42:24,001	1	2	3,211869853e-06	2,692614544e-06	6,70705852e-12	8,848421995e-12	1,166327365e-11	2,372979764e-11	1,401176675e-10	1,789973447e-10	1,981677192e-12	2,249974465e-14	3,718698093e-12	6,305128403e-13	1,892959056e-14	4,764606746e-14	8,250940485e-14	3,730813198e-14	7,585905862e-12	5,230278694e-14	4,999999912e-15	9,678228949e-15	7,754224102e-14	3,599431864e-11	7,155718379e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,133514765e-08	12,283289	57,46300689	0	30,45036104	0,4583280372	0,007261654655	0,0429138364
27,658	1784803344,809	23/07/2026_12:42:24,809	1	2	3,226151648e-06	2,701919357e-06	6,875561752e-12	9,02324309e-12	1,179059628e-11	2,381483725e-11	1,410793565e-10	1,791273935e-10	1,938594684e-12	1,012837817e-13	3,815736355e-12	7,456504489e-13	2,550333195e-14	4,999999912e-15	4,999999912e-15	4,999999912e-15	7,65498949e-12	2,07984888e-13	8,259479255e-14	2,05051125e-14	4,999999912e-15	3,550489069e-11	7,181274325e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,066889345e-08	12,11013302	57,59842109	0	30,51235783	0,4694223922	0,0331006907	0
28,466	1784803345,617	23/07/2026_12:42:25,617	1	2	3,226529088e-06	2,730024562e-06	6,907514925e-12	8,889370143e-12	1,168089236e-11	2,382128522e-11	1,413678202e-10	1,788436205e-10	2,041283375e-12	8,028971097e-14	3,659215726e-12	6,198800154e-13	4,999999912e-15	3,59266348e-14	9,003778625e-14	8,978942264e-14	7,66788022e-12	6,240788322e-14	4,999999912e-15	4,999999912e-15	5,092129314e-14	3,553670205e-11	7,145176117e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,809345431e-08	12,13219311	57,6759344	0	30,38263563	0,4722387098	0,03506597522	0
29,274	1784803346,425	23/07/2026_12:42:26,425	1	2	3,224984084e-06	2,698815251e-06	6,96325159e-12	8,978729218e-12	1,190175562e-11	2,398567803e-11	1,418519607e-10	1,790631116e-10	1,909835571e-12	6,291623852e-14	3,727278035e-12	7,58041145e-13	7,309894335e-14	1,299614425e-14	4,999999912e-15	4,999999912e-15	7,574882561e-12	1,545295467e-13	1,030572112e-13	7,356462173e-14	2,21854158e-14	3,51096166e-11	7,07330236e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,404796074e-08	12,03068726	58,02462435	0	30,17657861	0,4776661481	0,0148573149	0
30,082	1784803347,233	23/07/2026_12:42:27,233	1	2	3,226286708e-06	2,695711601e-06	7,067178006e-12	8,925739488e-12	1,170667382e-11	2,389203592e-11	1,419872137e-10	1,804599664e-10	2,048873874e-12	1,273381628e-13	3,668637876e-12	6,15642357e-13	4,999999912e-15	1,486271433e-14	7,459298749e-14	1,070037816e-13	7,667803024e-12	1,161930659e-13	4,999999912e-15	4,999999912e-15	3,411051484e-14	3,492909781e-11	7,176752248e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,415930018e-08	11,87998794	57,86117026	0	30,41560256	0,4812475809	0,05255987858	0
30,89	1784803348,041	23/07/2026_12:42:28,041	1	2	3,229514505e-06	2,74786953e-06	6,998976919e-12	8,96080779e-12	1,186798663e-11	2,406418294e-11	1,429298763e-10	1,799550786e-10	1,900033299e-12	2,549945254e-14	3,603727559e-12	7,159365874e-13	9,770973635e-14	5,331562489e-14	4,999999912e-15	4,999999912e-15	7,549603304e-12	1,013419966e-13	6,32499695e-14	8,734076559e-14	6,709953096e-14	3,458488357e-11	7,137689745e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,977302587e-08	11,80521629	58,15080647	0	30,32623923	0,4783544746	0	0
31,698	1784803348,849	23/07/2026_12:42:28,849	1	2	3,250255986e-06	2,737360319e-06	7,181652842e-12	9,005613096e-12	1,178398698e-11	2,394398568e-11	1,423103163e-10	1,808083683e-10	2,051058759e-12	1,594035911e-13	3,670574261e-12	6,478009318e-13	4,999999912e-15	4,999999912e-15	3,249230244e-14	8,266075948e-14	7,703592972e-12	1,782167485e-13	5,917922741e-15	4,999999912e-15	4,999999912e-15	3,427040943e-11	7,117179068e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,958266656e-08	11,69058398	58,16326748	0	30,25111783	0,4904006013	0,06494376848	0
32,506	1784803349,657	23/07/2026_12:42:29,657	1	2	3,230387392e-06	2,727933179e-06	7,036762666e-12	8,956745068e-12	1,184531206e-11	2,414279367e-11	1,427079566e-10	1,810249173e-10	1,921349364e-12	4,999999912e-15	3,55672913e-12	6,860288162e-13	5,445264126e-14	8,003358176e-14	1,974451757e-14	4,999999912e-15	7,540261818e-12	9,391063773e-14	3,750215673e-14	4,091709542e-14	8,425568186e-14	3,418537675e-11	7,14643969e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,416845315e-08	11,65174095	58,23665605	0	30,34881824	0,4802389478	0	0,007585265482
