PV MassSpec-23.06.00
EXPORTED SCAN DATA
Run Path and Name: c:\Pfeiffer Vacuum\data\23-007-2026\MCD 256_New_Calibrattion by Amir for_WGS and DRM_PUSLSING_32ms, Position 1, RGA PrismaPro A 100 47507368, 23-007-2026 12'36'27.isi
23/07/2026 12:36:27
SensorID:  RGA PrismaPro A 100 47507368
50 Bins
397 TimePoints

Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure_(mBar)	External_Pressure_(mBar)	2_amu_(_)	12_amu_(_)	13_amu_(_)	14_amu_(_)	15_amu_(_)	16_amu_(_)	17_amu_(_)	18_amu_(_)	20_amu_(_)	22_amu_(_)	24_amu_(_)	25_amu_(_)	26_amu_(_)	27_amu_(_)	28_amu_(_)	29_amu_(_)	30_amu_(_)	31_amu_(_)	32_amu_(_)	40_amu_(_)	44_amu_(_)	Periph:_Digital_In_0	Periph:_Digital_In_1	Periph:_Digital_In_13	Periph:_Digital_In_14	Periph:_Digital_In_15	Periph:_Digital_In_16	Periph:_Digital_In_17	Periph:_Digital_Out_2	Periph:_Digital_Out_3	Periph:_Digital_Out_4	Periph:_Digital_Out_5	Periph:_Digital_Out_6	Periph:_Digital_Out_7	Periph:_Digital_Out_8	Periph:_Digital_Out_9	Periph:_Digital_Out_10	Periph:_Digital_Out_11	Sig:_MCD	Sig:_MCD_Ar	Sig:_MCD_CH4	Sig:_MCD_CO	Sig:_MCD_CO2	Sig:_MCD_H2	Sig:_MCD_H2O	Sig:_MCD_O2
10,172	1784802997,240	23/07/2026_12:36:37,240	1	2	2,669349442e-06	1,673398174e-06	6,123954642e-12	5,344745046e-12	5,151307983e-13	8,340233885e-13	4,82612561e-12	1,488147106e-11	9,102733758e-14	2,185905807e-13	2,099801756e-11	7,12265533e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	2,688870685e-14	7,459565951e-12	1,782322797e-13	1,03662589e-13	9,689868875e-15	4,999999912e-15	2,040444341e-10	7,020792281e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,626867796e-08	68,81544404	1,85221699	0	29,52156901	0,4135929851	0,08684786493	0
10,98	1784802998,048	23/07/2026_12:36:38,048	1	2	2,661283133e-06	1,651099637e-06	5,46120614e-12	5,131850674e-12	3,625105316e-13	7,164527218e-13	4,015664971e-12	1,396801945e-11	1,262282921e-13	1,20950667e-13	2,109212804e-11	6,179475334e-13	1,232479864e-14	7,276908839e-14	1,071357223e-13	7,217924175e-14	7,393995138e-12	2,499109386e-14	4,999999912e-15	2,185556593e-14	9,235838548e-14	2,050350723e-10	7,017137565e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,337187128e-08	69,19012388	1,534952542	0	29,51894774	0,3690507639	0,05372820817	0,03514347807
11,788	1784802998,856	23/07/2026_12:36:38,856	1	2	2,663196483e-06	1,64415485e-06	5,070755447e-12	5,261277091e-12	4,359470955e-13	6,178698503e-13	3,292568692e-12	1,30507662e-11	3,624484474e-14	1,896684307e-13	2,122178475e-11	7,491584935e-13	5,257443379e-14	4,999999912e-15	4,999999912e-15	4,999999912e-15	7,415275859e-12	1,449017772e-13	1,105661786e-13	5,661026118e-14	2,568960127e-14	2,042971209e-10	7,067872676e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,941751086e-08	69,22624621	1,229382064	0	29,85387606	0,3440502992	0,07284503193	0
12,596	1784802999,664	23/07/2026_12:36:39,664	1	2	2,660714017e-06	1,627850111e-06	4,729276866e-12	5,143306787e-12	2,238022186e-13	4,714468291e-13	2,911896852e-12	1,268411157e-11	1,500396893e-13	1,676110558e-13	2,11712748e-11	5,86530065e-13	4,999999912e-15	3,598096688e-14	8,61183683e-14	9,108554568e-14	7,398651136e-12	5,153442641e-14	4,999999912e-15	4,999999912e-15	6,432490174e-14	2,057088805e-10	7,056533829e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,278575999e-08	69,49856917	1,08645623	0	29,71999521	0,3199611201	0,07568627882	0,02010312263
13,404	1784803000,472	23/07/2026_12:36:40,472	1	2	2,667991339e-06	1,630348947e-06	4,356971815e-12	5,199699612e-12	3,531350288e-13	5,14909621e-13	2,559025691e-12	1,217764691e-11	4,999999912e-15	1,504743324e-13	2,129087705e-11	7,116717697e-13	9,192375593e-14	1,241793669e-14	4,999999912e-15	4,999999912e-15	7,370059424e-12	1,160766497e-13	9,869152208e-14	8,068552608e-14	3,536006801e-14	2,047957082e-10	7,055814266e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,052370839e-08	69,5672118	0,9387030977	0	29,87607262	0,2963505962	0,05573945992	0
14,212	1784803001,280	23/07/2026_12:36:41,280	1	2	2,652298235e-06	1,609240712e-06	4,170734071e-12	5,160459299e-12	1,899788649e-13	3,4147766e-13	2,330628962e-12	1,201303206e-11	1,494032627e-13	2,177639986e-13	2,131106749e-11	6,174041313e-13	4,999999912e-15	5,541505534e-15	5,179831106e-14	1,170855811e-13	7,457651684e-12	9,100794391e-14	4,999999912e-15	4,999999912e-15	3,404066512e-14	2,051151471e-10	6,95602187e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,801864349e-08	69,83946069	0,8895200003	0	29,52983972	0,2843515035	0,09644250314	0,009358060394
15,02	1784803002,088	23/07/2026_12:36:42,088	1	2	2,665915417e-06	1,599401003e-06	3,803807529e-12	5,169361033e-12	2,813205127e-13	4,605734739e-13	2,175723143e-12	1,172053513e-11	4,999999912e-15	8,983600268e-14	2,124549321e-11	6,760556199e-13	6,596252136e-14	6,447235324e-14	4,999999912e-15	4,999999912e-15	7,331897242e-12	8,291300589e-14	5,47863858e-14	8,955660378e-14	1,022849747e-13	2,055247639e-10	7,083916786e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,229517344e-08	69,71273388	0,772763779	0	29,95071891	0,2583614619	0,03269831795	0,03611346936
15,828	1784803002,896	23/07/2026_12:36:42,896	1	2	2,64976461e-06	1,611709195e-06	3,724662506e-12	5,211974081e-12	1,918842553e-13	2,751775316e-13	1,948230422e-12	1,16263197e-11	1,069455803e-13	2,281135621e-13	2,138526162e-11	6,193405706e-13	4,999999912e-15	4,999999912e-15	1,728809492e-14	7,919150226e-14	7,477082321e-12	1,18401125e-13	1,396629767e-14	4,999999912e-15	4,999999912e-15	2,057132797e-10	7,010828029e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,721872429e-08	69,89240948	0,732912433	0	29,69916736	0,2533915445	0,0966224743	0
16,636	1784803003,704	23/07/2026_12:36:43,704	1	2	2,661998906e-06	1,611089829e-06	3,346617905e-12	5,124633357e-12	2,204493912e-13	3,787159659e-13	1,920138527e-12	1,140039365e-11	4,999999912e-15	5,789861863e-14	2,134579145e-11	6,598580189e-13	6,339355852e-14	7,96300146e-14	4,299709663e-14	4,999999912e-15	7,313279322e-12	2,986513489e-14	2,095526647e-14	3,601200894e-14	1,060491484e-13	2,06875253e-10	7,019009679e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,175136147e-08	70,11244532	0,6811075437	0	29,65417272	0,2271232835	0,02060246814	0,04128743214
17,444	1784803004,512	23/07/2026_12:36:44,512	1	2	2,641058472e-06	1,603084229e-06	3,339807597e-12	5,205834895e-12	2,095099539e-13	2,521655573e-13	1,68682505e-12	1,125926782e-11	6,819386364e-14	2,210586315e-13	2,138599887e-11	6,61895289e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	3,211976041e-14	7,401931498e-12	1,654573424e-13	6,285415439e-14	4,999999912e-15	4,999999912e-15	2,043211433e-10	7,023076565e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,740549303e-08	69,84840667	0,6181080036	0	29,93123267	0,228598434	0,09103997043	0
18,252	1784803005,320	23/07/2026_12:36:45,320	1	2	2,644897222e-06	1,58536352e-06	3,012641569e-12	5,074966055e-12	1,637653907e-13	2,989345967e-13	1,709860335e-12	1,12128553e-11	3,682305315e-14	7,957179295e-14	2,123979465e-11	6,003488722e-13	1,394300934e-14	6,743325516e-14	6,792996883e-14	1,319793545e-14	7,289673205e-12	1,232867974e-14	4,999999912e-15	2,918602114e-14	1,093748302e-13	2,065562027e-10	7,011855679e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,274642841e-08	70,15981596	0,6097726117	0	29,69135374	0,2049184126	0,03243914979	0,04647084635
19,06	1784803006,128	23/07/2026_12:36:46,128	1	2	2,65615131e-06	1,593283969e-06	2,962395086e-12	5,220550121e-12	2,395458235e-13	2,558133013e-13	1,503567453e-12	1,105424866e-11	2,173526184e-14	1,788221264e-13	2,141437548e-11	7,279432591e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	4,999999912e-15	7,392835476e-12	1,736376478e-13	9,565301838e-14	7,982399531e-15	4,999999912e-15	2,045639075e-10	6,961826254e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,460750435e-08	70,10142815	0,5651702089	0	29,74641193	0,2032585645	0,0702994247	0
19,868	1784803006,936	23/07/2026_12:36:46,936	1	2	2,645047516e-06	1,588403848e-06	2,741829333e-12	5,03998579e-12	1,368417505e-13	2,689375415e-13	1,566285838e-12	1,106013718e-11	8,580404453e-14	1,269694799e-13	2,12665302e-11	5,875506245e-13	4,999999912e-15	4,864337421e-14	8,080581153e-14	7,639745905e-14	7,33564251e-12	6,26717306e-15	4,999999912e-15	1,679137278e-14	6,351385075e-14	2,059138415e-10	7,034082344e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,457030911e-08	70,0828004	0,5512904344	0	29,84275664	0,1868664562	0,05597129902	0,02081737102
20,676	1784803007,744	23/07/2026_12:36:47,744	1	2	2,648245299e-06	1,584147185e-06	2,653522367e-12	5,180013536e-12	2,502795605e-13	2,920348696e-13	1,395042502e-12	1,080752675e-11	4,999999912e-15	1,495080508e-13	2,153753738e-11	7,052727001e-13	3,752931939e-14	4,999999912e-15	4,999999912e-15	4,999999912e-15	7,097528294e-12	1,251378558e-13	1,102984213e-13	6,351385075e-14	4,999999912e-15	2,112970909e-10	6,945671815e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,562154702e-08	70,96404611	0,4951213799	0	29,09012382	0,1784791064	0,05623115384	0
21,484	1784803008,552	23/07/2026_12:36:48,552	1	2	2,676055146e-06	1,604313297e-06	2,585091863e-12	5,196613972e-12	1,277689163e-13	2,357428217e-13	1,570406999e-12	1,163737856e-11	1,365235507e-13	1,822525692e-13	2,284787116e-11	6,304469208e-13	4,999999912e-15	2,836333192e-14	9,532703945e-14	1,006046713e-13	8,434544729e-12	7,629656049e-14	4,999999912e-15	4,999999912e-15	6,816280803e-14	1,371412428e-10	8,108719945e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	6,412939587e-08	57,91548001	0,4638565397	0	42,38761734	0,2173224192	0,1024732621	0
22,292	1784803009,360	23/07/2026_12:36:49,360	1	2	3,147565394e-06	1,977010015e-06	7,674205889e-12	9,114562403e-12	1,054964189e-11	2,176823478e-11	1,312547432e-10	1,686578932e-10	1,770486969e-12	5,046337697e-14	6,346682294e-12	7,730319206e-13	7,054938095e-14	1,348897936e-14	4,999999912e-15	4,999999912e-15	8,373305521e-12	1,263369563e-13	7,262939572e-14	7,47094037e-14	2,205580282e-13	5,065544512e-11	7,397404217e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,100730483e-08	16,85449918	52,35796066	0	30,64181542	0,510264657	0,009612884444	0,1244224436
23,1	1784803010,168	23/07/2026_12:36:50,168	1	2	3,223653266e-06	2,658771564e-06	1,510551059e-11	8,805922137e-12	1,093710365e-11	2,254923852e-11	1,326788818e-10	1,695814045e-10	1,902823168e-12	1,486193845e-13	4,872277495e-12	6,133605993e-13	4,999999912e-15	4,999999912e-15	4,524008392e-14	9,584316712e-14	9,631310506e-12	1,2778831e-13	4,999999912e-15	4,999999912e-15	2,171043022e-13	4,461318814e-11	7,340045238e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,814375836e-08	14,94732729	53,25002184	0,008630405231	30,62960083	1,012884527	0,0585444429	0,09299066658
23,908	1784803010,976	23/07/2026_12:36:50,976	1	2	3,215442575e-06	2,662852694e-06	1,456942206e-11	8,954964374e-12	1,156636245e-11	2,349787205e-11	1,393120203e-10	1,767484908e-10	1,840434706e-12	1,901884242e-14	4,446897711e-12	7,058548082e-13	7,300581038e-14	7,046013756e-14	4,999999912e-15	4,999999912e-15	8,200233027e-12	9,082554722e-14	3,29890195e-14	7,179506149e-14	1,416459452e-13	4,214973509e-11	7,361301152e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	4,044559663e-08	13,97579057	55,1984351	0	30,39476801	0,9671606611	0	0,02242496194
24,716	1784803011,784	23/07/2026_12:36:51,784	1	2	3,213016271e-06	2,673076096e-06	1,27460386e-11	9,048677606e-12	1,161127357e-11	2,370814135e-11	1,411940703e-10	1,790930182e-10	2,024146692e-12	1,568928499e-13	4,337312627e-12	6,454765108e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	6,242340764e-14	8,156247379e-12	1,930600726e-13	1,933317127e-14	4,999999912e-15	1,753257404e-14	4,068874751e-11	7,294748833e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,540845138e-08	13,50171824	56,01590921	0	30,14696262	0,8466818959	0,06158008534	0
25,524	1784803012,592	23/07/2026_12:36:52,592	1	2	3,220603276e-06	2,727933179e-06	1,224419177e-11	8,995178734e-12	1,179424267e-11	2,403885598e-11	1,425157353e-10	1,812157646e-10	1,924686755e-12	4,999999912e-15	4,102342164e-12	6,752406793e-13	4,617919274e-14	6,912132406e-14	2,832841383e-14	4,999999912e-15	7,907180986e-12	7,070461838e-14	4,999999912e-15	3,186752755e-14	1,57816414e-13	3,995729442e-11	7,386154188e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,962095858e-08	13,17766364	56,29294983	0	30,3528591	0,8086531475	0	0,05112225507
26,332	1784803013,400	23/07/2026_12:36:53,400	1	2	3,230700941e-06	2,743661071e-06	1,226091364e-11	9,151741864e-12	1,182867606e-11	2,404472628e-11	1,432077235e-10	1,815013972e-10	2,023381896e-12	1,452316186e-13	4,144629084e-12	7,042249813e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	3,81269384e-14	8,061059632e-12	2,168210273e-13	4,253531121e-14	4,999999912e-15	4,999999912e-15	3,910298821e-11	7,377644329e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,618602952e-08	12,91509816	56,53306797	0	30,3468	0,8107098776	0,05416708268	0
27,14	1784803014,208	23/07/2026_12:36:54,208	1	2	3,226021136e-06	2,696744787e-06	1,203820984e-11	8,984079973e-12	1,188234927e-11	2,411286622e-11	1,436974706e-10	1,822373225e-10	2,010556869e-12	3,216245426e-14	3,941188521e-12	6,706615515e-13	3,576365549e-14	6,038220732e-14	7,826404184e-14	3,147946788e-14	7,924350412e-12	4,914397746e-14	4,999999912e-15	1,977556302e-14	1,263524875e-13	3,879076227e-11	7,32444036e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	4,088600388e-08	12,82089914	56,82750663	0	30,16126543	0,796865843	0,009457139754	0,02376222694
27,948	1784803015,016	23/07/2026_12:36:55,016	1	2	3,228934929e-06	2,74261015e-06	1,213066973e-11	9,178290072e-12	1,203680471e-11	2,429563495e-11	1,440182834e-10	1,821838791e-10	1,998503576e-12	1,532605965e-13	4,048564869e-12	7,551889886e-13	1,126151649e-14	4,999999912e-15	4,999999912e-15	4,999999912e-15	7,996133269e-12	2,029012944e-13	1,061655782e-13	8,9021096e-15	1,281375857e-14	3,796647371e-11	7,363991361e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,701959309e-08	12,56515829	56,91899812	0	30,34395613	0,8036764954	0,05399611512	0
28,756	1784803015,824	23/07/2026_12:36:55,824	1	2	3,237856163e-06	2,716456038e-06	1,199330218e-11	9,006681685e-12	1,194999655e-11	2,438987901e-11	1,445104175e-10	1,83063259e-10	2,072056502e-12	6,58616228e-14	3,840696424e-12	6,416811527e-13	4,999999912e-15	6,415415345e-14	9,209451778e-14	7,30329832e-14	7,953734026e-12	6,4588783e-14	4,999999912e-15	4,999999912e-15	9,448496673e-14	3,795196449e-11	7,241766908e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,889666218e-08	12,57469322	57,29043888	0	29,89541612	0,7958869475	0,02704127023	0,003872860094
29,564	1784803016,632	23/07/2026_12:36:56,632	1	2	3,243975698e-06	2,736311671e-06	1,201815383e-11	9,161563869e-12	1,204913599e-11	2,439185139e-11	1,4412814e-10	1,835812891e-10	1,973830821e-12	9,231181222e-14	3,933582193e-12	7,692754853e-13	5,962161239e-14	4,999999912e-15	4,999999912e-15	4,999999912e-15	7,964194408e-12	1,721591348e-13	1,065924421e-13	4,251591077e-14	4,645859842e-14	3,757151187e-11	7,362662563e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,222432904e-08	12,4086785	57,09526042	0	30,30811837	0,794716299	0,02754888317	0,005559610569
30,372	1784803017,440	23/07/2026_12:36:57,440	1	2	3,233050165e-06	2,698815251e-06	1,199599274e-11	9,056697232e-12	1,192536521e-11	2,438075436e-11	1,444564607e-10	1,833238561e-10	2,111300934e-12	1,199921781e-13	3,830144969e-12	6,104385118e-13	4,999999912e-15	2,434303403e-14	9,01270432e-14	1,160805257e-13	7,948071888e-12	1,161115746e-13	4,999999912e-15	4,999999912e-15	8,072045772e-14	3,735120546e-11	7,313315925e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,766718784e-08	12,36326046	57,24811166	0	30,16227664	0,7951690028	0,05118005663	0,00453057736
31,18	1784803018,248	23/07/2026_12:36:58,248	1	2	3,235898248e-06	2,725843387e-06	1,18892951e-11	9,163667221e-12	1,212424171e-11	2,457594024e-11	1,450142229e-10	1,838086211e-10	1,968514544e-12	5,334278754e-14	3,830987177e-12	7,273571936e-13	7,209386761e-14	2,912781642e-14	4,999999912e-15	4,999999912e-15	7,88438672e-12	1,393990853e-13	7,954463368e-14	6,808908905e-14	8,62503157e-14	3,701605689e-11	7,368274046e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,701936829e-08	12,23085014	57,31921791	0	30,3288148	0,7866450856	0,0116749875	0
31,988	1784803019,056	23/07/2026_12:36:59,056	1	2	3,240535989e-06	2,726891353e-06	1,194275408e-11	9,154555586e-12	1,197716752e-11	2,445567013e-11	1,454211057e-10	1,843102337e-10	2,115387509e-12	1,63598532e-13	3,81414518e-12	6,282466409e-13	4,999999912e-15	6,170162376e-15	5,096785963e-14	1,049548293e-13	7,994285789e-12	1,419913313e-13	4,999999912e-15	4,999999912e-15	5,726996432e-14	3,688045008e-11	7,286570652e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,48832655e-08	12,19411821	57,53516722	0	30,01673884	0,7907114067	0,06678890348	0
32,796	1784803019,864	23/07/2026_12:36:59,864	1	2	3,236000339e-06	2,727933179e-06	1,17679139e-11	9,132734499e-12	1,210434704e-11	2,46406541e-11	1,453838994e-10	1,848908249e-10	1,966639959e-12	2,745527872e-14	3,763840802e-12	7,128010747e-13	8,268404272e-14	5,247742142e-14	4,999999912e-15	4,999999912e-15	7,867316174e-12	1,091342389e-13	5,666847268e-14	8,628524056e-14	1,131079822e-13	3,677837895e-11	7,337911528e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,473084687e-08	12,13760713	57,52893733	0	30,18471322	0,7777556539	0,0007762669353	0,03549003766
