PV MassSpec-23.06.00
EXPORTED SCAN DATA
Run Path and Name: c:\Pfeiffer Vacuum\data\27-007-2026\MCD 256_New_Calibrattion by Amir for_WGS and DRM_PUSLSING_32ms, Position 1, RGA PrismaPro A 100 47507368, 27-007-2026 12'47'41.isi
27/07/2026 12:47:41
SensorID:  RGA PrismaPro A 100 47507368
50 Bins
359 TimePoints

Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure_(mBar)	External_Pressure_(mBar)	2_amu_(_)	12_amu_(_)	13_amu_(_)	14_amu_(_)	15_amu_(_)	16_amu_(_)	17_amu_(_)	18_amu_(_)	20_amu_(_)	22_amu_(_)	24_amu_(_)	25_amu_(_)	26_amu_(_)	27_amu_(_)	28_amu_(_)	29_amu_(_)	30_amu_(_)	31_amu_(_)	32_amu_(_)	40_amu_(_)	44_amu_(_)	Periph:_Digital_In_0	Periph:_Digital_In_1	Periph:_Digital_In_13	Periph:_Digital_In_14	Periph:_Digital_In_15	Periph:_Digital_In_16	Periph:_Digital_In_17	Periph:_Digital_Out_2	Periph:_Digital_Out_3	Periph:_Digital_Out_4	Periph:_Digital_Out_5	Periph:_Digital_Out_6	Periph:_Digital_Out_7	Periph:_Digital_Out_8	Periph:_Digital_Out_9	Periph:_Digital_Out_10	Periph:_Digital_Out_11	Sig:_MCD	Sig:_MCD_Ar	Sig:_MCD_CH4	Sig:_MCD_CO	Sig:_MCD_CO2	Sig:_MCD_H2	Sig:_MCD_H2O	Sig:_MCD_O2
9,885	1785149271,507	27/07/2026_12:47:51,507	1	2	2,589342785e-06	1,548726004e-06	1,24355528e-12	4,923408035e-12	3,124585009e-13	6,54914057e-13	3,881481508e-12	1,336566361e-11	1,419602825e-13	1,452510258e-13	1,971611763e-11	5,56377752e-13	4,999999912e-15	4,817382658e-14	9,685211888e-14	9,120196867e-14	7,030094822e-12	3,808425133e-14	4,999999912e-15	4,999999912e-15	7,285446253e-14	1,903168872e-10	6,626426491e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,855614044e-08	68,95920543	1,607974974	0	29,93312098	0,09022609375	0,06953961353	0,02995716092
10,693	1785149272,315	27/07/2026_12:47:52,315	1	2	2,595289288e-06	1,53395888e-06	1,187798774e-12	5,017023689e-12	3,980336297e-13	6,508937811e-13	3,379145054e-12	1,27261552e-11	4,999999912e-15	1,300856124e-13	1,993985879e-11	6,927422503e-13	7,879954962e-14	4,999999912e-15	4,999999912e-15	4,999999912e-15	6,996177943e-12	1,098443913e-13	9,478764887e-14	8,187298495e-14	2,444004133e-14	1,912157099e-10	6,650403145e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,536126406e-08	69,1979222	1,379811723	0	30,00335395	0,08606701925	0,04964041002	0
11,501	1785149273,123	27/07/2026_12:47:53,123	1	2	2,583345804e-06	1,518165277e-06	1,196502966e-12	4,927828111e-12	2,572879247e-13	4,859952501e-13	3,084199779e-12	1,248334942e-11	1,359647394e-13	1,830908065e-13	1,984066557e-11	5,531452033e-13	4,999999912e-15	1,17233053e-14	7,266432058e-14	9,936288039e-14	7,057535112e-12	8,148105265e-14	4,999999912e-15	4,999999912e-15	3,125050132e-14	1,911047293e-10	6,594268881e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,596957438e-08	69,35104622	1,288857801	0	29,83775564	0,08694375229	0,0858238874	0,01019627233
12,309	1785149273,931	27/07/2026_12:47:53,931	1	2	2,588315738e-06	1,530434588e-06	1,041348648e-12	4,948900231e-12	3,635156141e-13	5,558384157e-13	2,857269976e-12	1,210507649e-11	4,999999912e-15	6,203922738e-14	1,98401625e-11	6,783723973e-13	8,488822573e-14	4,263619622e-14	4,999999912e-15	4,999999912e-15	6,976298879e-12	6,45849002e-14	6,477117291e-14	7,982790861e-14	6,716161508e-14	1,913098846e-10	6,668757213e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,808630002e-08	69,33529342	1,149958949	0	30,12991168	0,07557197098	0,02230375351	0,02251831109
13,117	1785149274,739	27/07/2026_12:47:54,739	1	2	2,578093927e-06	1,528672897e-06	1,118595884e-12	4,980542454e-12	2,341284989e-13	4,00839301e-13	2,610936857e-12	1,194321551e-11	1,201939617e-13	2,141356618e-13	1,995379383e-11	5,779500684e-13	4,999999912e-15	4,999999912e-15	2,057108281e-14	6,496519089e-14	7,125694132e-12	1,229259072e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	1,901489105e-10	6,640621386e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,496999325e-08	69,25256995	1,080471134	0	30,1529248	0,08156671159	0,09812581057	0
13,925	1785149275,547	27/07/2026_12:47:55,547	1	2	2,593937324e-06	1,525746825e-06	9,454898886e-13	4,908177163e-12	2,749214159e-13	4,885720734e-13	2,512617501e-12	1,173001626e-11	4,999999912e-15	4,770426201e-14	1,987568443e-11	6,321543224e-13	6,055683841e-14	7,890433099e-14	1,355494628e-14	4,999999912e-15	6,959044885e-12	3,03191581e-14	2,606601594e-14	4,826307336e-14	1,047336317e-13	1,911789893e-10	6,604747999e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,704326931e-08	69,57793764	1,028249436	0	29,96827344	0,06890099566	0,01686256195	0,05014823451
14,733	1785149276,355	27/07/2026_12:47:56,355	1	2	2,58623686e-06	1,530434588e-06	1,051407117e-12	4,992487326e-12	2,637685805e-13	3,599144095e-13	2,291819078e-12	1,152303166e-11	9,485360902e-14	1,93296781e-13	2,002254786e-11	6,560201059e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	3,54648426e-14	7,074292107e-12	1,680263188e-13	4,468515537e-14	4,999999912e-15	4,999999912e-15	1,910790415e-10	6,592767998e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,24754038e-08	69,60275392	0,9486542225	0	29,94361803	0,07668105758	0,08725001126	0
15,541	1785149277,163	27/07/2026_12:47:57,163	1	2	2,57730585e-06	1,529262022e-06	8,58370341e-13	4,87460983e-12	2,278807297e-13	4,205449736e-13	2,297096758e-12	1,148014322e-11	2,81382651e-14	6,337414453e-14	1,993236479e-11	5,810157043e-13	3,186364475e-14	8,032462906e-14	7,408461865e-14	7,214044086e-15	6,931640158e-12	1,665166824e-14	4,999999912e-15	3,031139589e-14	8,529180644e-14	1,922600829e-10	6,666901753e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,999122817e-08	69,62058656	0,9134589925	0	30,09557791	0,06224038038	0,02606238792	0,03605515957
16,349	1785149277,971	27/07/2026_12:47:57,971	1	2	2,588979441e-06	1,515838449e-06	9,665382644e-13	5,031084056e-12	2,847005401e-13	3,587424953e-13	2,065898017e-12	1,135185869e-11	3,835977421e-14	1,677236095e-13	2,006543022e-11	6,83254126e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	9,394940473e-15	7,047600784e-12	1,572925546e-13	8,871450395e-14	9,674346149e-15	4,999999912e-15	1,914586545e-10	6,691340537e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,380271714e-08	69,46981952	0,8416797784	0	30,2715248	0,0702171785	0,07073626192	0
17,157	1785149278,779	27/07/2026_12:47:58,779	1	2	2,583008381e-06	1,50253436e-06	8,479586391e-13	4,857089123e-12	1,710880786e-13	3,47888439e-13	2,117521653e-12	1,129654877e-11	8,500075914e-14	1,14244985e-13	1,978434777e-11	5,692070621e-13	4,999999912e-15	5,311771395e-14	7,037863944e-14	5,66257856e-14	7,011491214e-12	4,999999912e-15	4,999999912e-15	4,999999912e-15	6,562879038e-14	1,915805292e-10	6,608806558e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,85339554e-08	69,70537173	0,8610813733	0	29,98038929	0,06178100463	0,05352472749	0,02915791678
17,965	1785149279,587	27/07/2026_12:47:59,587	1	2	2,585451739e-06	1,508884225e-06	8,739975974e-13	5,000896832e-12	2,930865186e-13	3,848240357e-13	1,961700117e-12	1,105207766e-11	4,999999912e-15	1,296975629e-13	1,998657836e-11	6,854622122e-13	5,143352785e-14	4,999999912e-15	4,999999912e-15	4,999999912e-15	6,983822808e-12	1,288904015e-13	1,025333247e-13	6,93774465e-14	1,275166428e-14	1,907842356e-10	6,618652154e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,322112866e-08	69,67468689	0,7871328031	0	30,13601708	0,06390688815	0,05200312443	0
18,773	1785149280,395	27/07/2026_12:48:00,395	1	2	2,576614179e-06	1,509460958e-06	8,62282034e-13	4,88046192e-12	1,6063763e-13	2,809053175e-13	1,926561124e-12	1,110340032e-11	1,265814303e-13	1,7609796e-13	2,005751815e-11	5,506228611e-13	4,999999912e-15	2,779676852e-14	6,244280809e-14	1,024596057e-13	6,788461286e-12	5,84069807e-14	4,999999912e-15	4,999999912e-15	5,508517836e-14	1,983970765e-10	6,603701613e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,634497351e-08	70,5425712	0,7695461337	0	29,28409182	0,06140714768	0,08199299811	0,02436185018
19,581	1785149281,203	27/07/2026_12:48:01,203	1	2	2,601710548e-06	1,530434588e-06	8,155361694e-13	5,014630204e-12	2,691470907e-13	4,108977969e-13	1,989605312e-12	1,149525527e-11	4,999999912e-15	1,000769021e-13	2,126790237e-11	7,111013167e-13	8,002194691e-14	4,258187092e-14	4,999999912e-15	4,999999912e-15	7,813818169e-12	1,017222737e-13	7,887328892e-14	6,893893415e-14	5,652099746e-14	1,424627083e-10	7,714652528e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,93004982e-08	60,05861282	0,6558283807	0	40,32027799	0,06855175626	0,04641195504	0
20,389	1785149282,011	27/07/2026_12:48:02,011	1	2	3,027272214e-06	1,84026544e-06	3,011391483e-12	8,589093846e-12	9,639681414e-12	2,024326193e-11	1,228794566e-10	1,601795363e-10	1,817950413e-12	1,380835415e-13	6,079180128e-12	6,268224329e-13	4,999999912e-15	4,999999912e-15	3,22827431e-14	7,456581468e-14	7,624406315e-12	1,338303925e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	4,69093861e-11	7,009258451e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	9,315991139e-09	16,63232724	52,65189782	0	30,98018796	0,2132841233	0,0612120409	0,09078034832
21,197	1785149282,819	27/07/2026_12:48:02,819	1	2	3,154914793e-06	2,47487651e-06	4,979064036e-12	8,535078894e-12	1,081841214e-11	2,201789792e-11	1,312582265e-10	1,663138099e-10	1,728079702e-12	4,999999912e-15	4,426372463e-12	6,502341525e-13	6,143773234e-14	5,882996184e-14	4,999999912e-15	4,999999912e-15	7,347940832e-12	7,385565548e-14	2,707108999e-14	3,924067153e-14	8,680136145e-14	4,093556744e-11	6,871548469e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,259806507e-08	14,50263083	55,52727281	0	30,31102544	0,3530708056	0	0
22,005	1785149283,627	27/07/2026_12:48:03,627	1	2	3,128282287e-06	2,506378905e-06	5,447744686e-12	8,646852331e-12	1,102196893e-11	2,238956416e-11	1,333231719e-10	1,695975443e-10	1,876097585e-12	1,433611666e-13	4,148548692e-12	6,531483796e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	5,22756209e-14	7,474334519e-12	1,686937536e-13	3,290363858e-14	4,999999912e-15	4,999999912e-15	3,839989438e-11	6,961842908e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,973888169e-08	13,52100081	56,19904243	0	30,53735835	0,3839436789	0,05591362113	0
22,813	1785149284,435	27/07/2026_12:48:04,435	1	2	3,134967528e-06	2,515040251e-06	5,41704008e-12	8,575542186e-12	1,113180555e-11	2,268566932e-11	1,346721901e-10	1,709221653e-10	1,835258074e-12	4,999999912e-15	3,860173032e-12	6,17726302e-13	1,939913819e-14	6,39484803e-14	4,134783878e-14	4,999999912e-15	7,290675008e-12	4,873651396e-14	4,999999912e-15	1,989585525e-14	8,325836494e-14	3,735540696e-11	6,917744849e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,383425467e-08	13,16533427	56,79751826	0	30,37654254	0,3822989921	0	0,004994491107
23,621	1785149285,243	27/07/2026_12:48:05,243	1	2	3,14107092e-06	2,551938451e-06	5,670863085e-12	8,727274112e-12	1,127201891e-11	2,281130666e-11	1,356414842e-10	1,722908899e-10	1,88444876e-12	1,123939402e-13	3,915572727e-12	7,025252775e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	1,584450344e-14	7,453287119e-12	2,011200858e-13	8,491926102e-14	4,999999912e-15	4,999999912e-15	3,634720303e-11	6,948803338e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,893018648e-08	12,77500217	57,06145646	0	30,42441965	0,3989547431	0,04092040289	0
24,429	1785149286,051	27/07/2026_12:48:06,051	1	2	3,148669975e-06	2,592359124e-06	5,626375667e-12	8,607316249e-12	1,121203998e-11	2,292064802e-11	1,360369317e-10	1,722098991e-10	1,907096009e-12	2,945766122e-14	3,64826138e-12	5,865262161e-13	1,582898241e-14	4,733948896e-14	8,440701615e-14	5,075441749e-14	7,368378477e-12	3,979559331e-14	4,999999912e-15	6,919113143e-15	6,292399734e-14	3,596778778e-11	6,954385678e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,701762238e-08	12,65262492	57,19626256	0	30,47524868	0,3964018406	0,009726147875	0
25,237	1785149286,859	27/07/2026_12:48:06,859	1	2	3,142718697e-06	2,587394192e-06	5,789799629e-12	8,771454049e-12	1,143042778e-11	2,303230349e-11	1,370024649e-10	1,734667132e-10	1,868138673e-12	8,810525009e-14	3,750061026e-12	7,390844122e-13	2,921318379e-14	4,999999912e-15	4,999999912e-15	4,999999912e-15	7,405217065e-12	1,944337974e-13	9,763599705e-14	4,156903297e-14	4,999999912e-15	3,522274139e-11	6,934831182e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,022676984e-08	12,38031788	57,55571529	0	30,35829222	0,4073875845	0,02785009937	0
26,045	1785149287,667	27/07/2026_12:48:07,667	1	2	3,17251147e-06	2,569603794e-06	5,816812743e-12	8,673356304e-12	1,134509067e-11	2,309551508e-11	1,369904468e-10	1,744349803e-10	2,007921824e-12	9,119808587e-14	3,568623045e-12	6,08436153e-13	4,999999912e-15	3,792514127e-14	6,828699661e-14	9,408525527e-14	7,437010209e-12	8,908702904e-14	4,999999912e-15	4,999999912e-15	5,077770751e-14	3,494540768e-11	6,953890241e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,065626165e-08	12,24546891	57,58984533	0	30,37955504	0,4082088942	0,04251947831	0,01061065872
26,853	1785149288,475	27/07/2026_12:48:08,475	1	2	3,147872803e-06	2,551938451e-06	5,871940087e-12	8,734538266e-12	1,151483596e-11	2,328898012e-11	1,377640779e-10	1,744389216e-10	1,837493265e-12	4,257410193e-14	3,597766616e-12	7,282925348e-13	8,538493941e-14	2,220869735e-14	4,999999912e-15	4,999999912e-15	7,408225075e-12	1,454877343e-13	8,377060303e-14	8,20941893e-14	5,738249773e-14	3,4553721e-11	6,96000757e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,330148654e-08	12,11870057	57,76973123	0	30,40603644	0,4123572981	0,00531064746	0
27,661	1785149289,283	27/07/2026_12:48:09,283	1	2	3,151747478e-06	2,619321776e-06	5,978459481e-12	8,703139771e-12	1,141091648e-11	2,312383965e-11	1,378236969e-10	1,745161099e-10	2,01012232e-12	1,386307247e-13	3,579764523e-12	5,824477185e-13	4,999999912e-15	1,70901772e-14	6,061503296e-14	1,006318238e-13	7,480982847e-12	1,379787804e-13	4,999999912e-15	4,999999912e-15	7,745682622e-15	3,456667244e-11	6,997394331e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,560999288e-08	12,09606161	57,6541397	0	30,50023877	0,4189182378	0,06114420719	0
28,469	1785149290,091	27/07/2026_12:48:10,091	1	2	3,150096063e-06	2,622340617e-06	5,903148196e-12	8,72254699e-12	1,151122687e-11	2,334686784e-11	1,374044489e-10	1,743912653e-10	1,844517377e-12	1,218897352e-14	3,527411436e-12	6,797771439e-13	7,278849561e-14	5,996697821e-14	4,999999912e-15	4,999999912e-15	7,34263518e-12	1,029951135e-13	5,205055069e-14	7,396820244e-14	9,706555763e-14	3,390470543e-11	6,948612519e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,156617775e-08	11,9303127	57,89250286	0	30,46547797	0,4159199015	0	0,01557717441
29,277	1785149290,899	27/07/2026_12:48:10,899	1	2	3,177308827e-06	2,611304808e-06	6,094892386e-12	8,77342643e-12	1,149948886e-11	2,328146877e-11	1,380506265e-10	1,75301898e-10	1,998014601e-12	1,622247801e-13	3,569628534e-12	6,134614301e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	7,061147863e-14	7,512369199e-12	1,870296181e-13	1,302330436e-14	4,999999912e-15	4,999999912e-15	3,393654108e-11	6,975255096e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,026562009e-08	11,88131311	57,8816641	0	30,42829039	0,4272189794	0,06867483039	0
30,085	1785149291,707	27/07/2026_12:48:11,707	1	2	3,155013474e-06	2,596335662e-06	5,95753915e-12	8,683368261e-12	1,150914693e-11	2,345552745e-11	1,38474468e-10	1,756158691e-10	1,876415906e-12	4,999999912e-15	3,449395717e-12	6,599394967e-13	4,618306876e-14	8,340582999e-14	5,034307796e-14	4,999999912e-15	7,359197453e-12	7,617238546e-14	2,696631201e-14	5,813533384e-14	1,078381159e-13	3,389783246e-11	6,965501786e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,486938499e-08	11,86628838	58,03400333	0	30,38403899	0,4176732077	0	0,01925583943
30,893	1785149292,515	27/07/2026_12:48:12,515	1	2	3,168386229e-06	2,586399887e-06	6,12607404e-12	8,807773955e-12	1,15646789e-11	2,330445212e-11	1,388291426e-10	1,756838286e-10	1,965025798e-12	1,36407121e-13	3,569221091e-12	6,937240496e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	3,634961933e-14	7,497463587e-12	2,098902242e-13	5,904339382e-14	4,999999912e-15	4,999999912e-15	3,371892696e-11	6,967407901e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,173806593e-08	11,79873597	58,06136859	0	30,36429828	0,4291454845	0,05423683714	0
31,701	1785149293,323	27/07/2026_12:48:13,323	1	2	3,159464768e-06	2,561738711e-06	5,993783161e-12	8,684206999e-12	1,146600957e-11	2,345177004e-11	1,387704257e-10	1,756175066e-10	1,938272676e-12	6,61642592e-15	3,391791839e-12	6,260229965e-13	2,763377736e-14	6,768161877e-14	7,541179053e-14	4,458426019e-14	7,376490044e-12	5,486010477e-14	4,999999912e-15	2,552273239e-14	7,718133045e-14	3,345764638e-11	6,992224161e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,765691478e-08	11,715627	58,09768248	0	30,50112365	0,4203523374	0	0
32,509	1785149294,131	27/07/2026_12:48:14,131	1	2	3,155193554e-06	2,601314691e-06	6,141968878e-12	8,830621998e-12	1,161810665e-11	2,334305839e-11	1,389016818e-10	1,753415607e-10	1,91030915e-12	1,102518413e-13	3,534668001e-12	7,133287559e-13	2,782781059e-14	4,999999912e-15	4,999999912e-15	4,999999912e-15	7,473838388e-12	1,92241256e-13	1,026458513e-13	2,627557019e-14	4,999999912e-15	3,365542567e-11	6,994720775e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3,394726918e-08	11,77946568	58,01898572	0	30,48253744	0,4303999851	0,03846881339	0
