Dauer (s);MFC-1 (mln/min);MFC-2 (mln/min);MFC-3 (mln/min);MFC-4 (mln/min);MFC-5 (mln/min);MFC-6 (mln/min);MFC-7 (mln/min);MFC-8 (mln/min);TIC-1 (°C);TIC-2 (°C);TIC-3 (°C);TIC-4 (°C);TIR-1 (°C);TIR-2 (°C);HIR-1 (°C);PIR-1 (bar)
185;0.00;104.99;0.00;105.00;0.00;0.00;59.00;17.20;34.22;179.89;460.47;180.03;487.74;478.20;80.41;0.04
190;0.00;105.06;0.00;105.61;0.00;0.00;59.03;17.25;34.22;179.90;461.06;180.02;492.25;482.73;80.41;0.04
195;0.00;105.00;0.00;105.00;0.00;0.00;58.98;17.22;34.23;179.90;461.70;180.00;493.63;484.21;80.41;0.04
200;0.00;104.98;0.00;104.99;0.00;0.00;59.02;17.22;34.23;179.90;462.34;179.99;494.44;485.22;80.41;0.04
205;0.00;105.09;0.00;104.49;0.00;0.00;58.99;17.16;34.23;179.90;463.75;179.97;494.81;485.79;80.41;0.04
210;0.00;105.00;0.00;104.97;0.00;0.00;59.02;17.20;34.22;179.89;464.45;179.96;494.58;485.98;80.41;0.04
215;0.00;105.00;0.00;104.99;0.00;0.00;59.01;17.23;34.23;179.90;465.13;179.96;494.13;485.72;80.41;0.03
220;0.00;105.00;0.00;105.00;0.00;0.00;59.02;17.31;34.24;179.90;466.33;179.95;493.51;485.28;80.41;0.03
225;0.00;104.97;0.00;104.99;0.00;0.00;58.98;17.19;34.23;179.90;466.88;179.92;491.95;484.71;80.41;0.03
230;0.00;105.00;0.00;105.01;0.00;0.00;58.99;17.20;34.23;179.90;467.38;179.92;491.03;483.31;80.41;0.03
235;0.00;105.11;0.00;104.49;0.00;0.00;58.99;17.22;34.24;179.90;467.83;179.92;490.09;482.49;80.41;0.03
240;0.00;105.00;0.00;104.98;0.00;0.00;59.01;17.22;34.24;179.90;468.53;179.93;489.09;481.65;80.41;0.03
245;0.00;105.03;0.00;104.98;0.00;0.00;59.00;17.20;34.24;179.90;468.81;179.96;487.02;480.77;80.41;0.03
250;0.00;105.01;0.00;105.00;0.00;0.00;59.01;17.25;34.23;179.90;469.05;179.97;485.97;478.91;80.41;0.03
255;0.00;104.99;0.00;104.99;0.00;0.00;59.01;17.23;34.25;179.91;469.23;179.98;484.90;477.95;80.41;0.03
260;0.00;105.00;0.00;105.00;0.00;0.00;58.99;17.22;34.25;179.90;469.44;179.98;483.80;476.99;80.41;0.03
265;0.00;105.03;0.00;105.31;0.00;0.00;59.03;17.25;34.25;179.91;469.47;180.00;481.65;475.03;80.41;0.03
270;0.00;104.99;0.00;104.99;0.00;0.00;58.98;17.19;34.25;179.91;469.46;180.00;480.54;474.05;80.41;0.03
275;0.00;104.99;0.00;105.01;0.00;0.00;59.00;17.22;34.25;179.91;469.43;180.01;479.47;473.05;80.41;0.03
280;0.00;105.07;0.00;103.65;0.00;0.00;59.01;17.23;34.26;179.91;469.22;180.01;478.39;472.07;80.41;0.03
285;0.00;104.99;0.00;104.99;0.00;0.00;58.99;17.22;34.26;179.91;469.07;180.00;476.23;470.09;80.41;0.03
290;0.00;104.99;0.00;104.98;0.00;0.00;58.98;17.20;34.26;179.90;468.88;179.98;475.16;469.12;80.41;0.03
295;0.00;105.03;0.00;105.00;0.00;0.00;58.98;17.19;34.26;179.91;468.42;179.97;474.11;468.15;80.41;0.03
300;0.00;104.99;0.00;104.99;0.00;0.00;58.99;17.23;34.26;179.91;468.14;179.95;472.02;467.19;80.41;0.03
305;0.00;104.98;0.00;105.00;0.00;0.00;59.00;17.20;34.27;179.91;467.83;179.94;470.96;465.24;80.41;0.03
310;0.00;105.02;0.00;105.37;0.00;0.00;59.02;17.28;34.27;179.91;467.49;179.93;469.90;464.26;80.41;0.03
315;0.00;105.05;0.00;105.01;0.00;0.00;58.98;17.17;34.27;179.90;466.78;179.92;468.89;463.30;80.41;0.03
320;0.00;105.02;0.00;104.97;0.00;0.00;59.02;17.20;34.26;179.89;466.37;179.91;466.85;462.36;80.41;0.03
325;0.00;105.14;0.00;103.92;0.00;0.00;58.98;17.22;34.27;179.88;465.95;179.93;465.85;460.48;80.41;0.01
330;0.00;104.99;0.00;105.01;0.00;0.00;59.00;17.19;34.28;179.88;465.54;179.94;464.87;459.56;80.41;-0.01
335;0.00;105.03;0.00;105.16;0.00;0.00;59.08;17.25;34.27;179.88;464.61;179.99;463.86;458.62;80.41;-0.01
340;0.00;105.00;0.00;105.17;0.00;0.00;59.24;17.37;34.28;179.88;464.12;180.03;461.90;456.82;80.41;0.08
345;0.00;105.19;0.00;104.98;0.00;0.00;59.22;17.33;34.29;179.88;463.65;180.08;460.95;455.90;80.41;0.36
350;0.00;105.17;0.00;105.00;0.00;0.00;59.22;17.30;34.31;179.90;463.13;180.13;460.00;455.02;80.41;0.53
355;0.00;104.52;0.00;105.76;0.00;0.00;58.60;17.05;34.32;179.89;462.05;180.23;459.07;454.14;80.41;0.54
360;0.00;104.95;0.00;104.97;0.00;0.00;58.96;17.17;34.32;179.89;461.52;180.25;457.73;452.76;80.41;0.22
365;0.00;105.00;0.00;104.98;0.00;0.00;58.99;17.20;34.32;179.88;460.93;180.27;457.52;452.42;80.41;0.10
370;0.00;105.19;0.00;104.99;0.00;0.00;59.02;17.20;34.32;179.87;459.39;180.27;457.74;452.44;80.41;0.08
375;0.00;105.00;0.00;104.99;0.00;0.00;59.00;17.22;34.33;179.86;458.72;180.22;459.80;452.88;80.41;0.07
380;0.00;105.00;0.00;104.98;0.00;0.00;59.02;17.23;34.33;179.86;458.21;180.18;461.83;455.42;80.41;0.08
385;0.00;104.98;0.00;104.98;0.00;0.00;59.04;17.27;34.33;179.86;457.98;180.13;464.65;457.61;80.41;0.11
390;0.00;105.00;0.00;105.02;0.00;0.00;59.01;17.22;34.33;179.87;458.07;180.09;468.08;460.41;80.41;0.10
395;0.00;105.02;0.00;104.97;0.00;0.00;59.00;17.20;34.33;179.88;458.24;180.00;476.39;467.56;80.41;0.11
400;0.00;105.21;0.00;103.23;0.00;0.00;58.97;17.20;34.34;179.90;458.32;179.97;480.98;471.61;80.41;0.08
405;0.00;104.97;0.00;104.99;0.00;0.00;59.02;17.22;34.34;179.89;458.49;179.95;485.40;475.58;80.41;0.08
410;0.00;105.01;0.00;104.99;0.00;0.00;59.01;17.19;34.34;179.87;459.32;179.92;489.61;479.44;80.41;0.09
415;0.00;104.99;0.00;104.99;0.00;0.00;59.02;17.25;34.34;179.86;460.04;179.93;496.95;486.39;80.41;0.10
420;0.00;104.99;0.00;105.00;0.00;0.00;59.01;17.17;34.34;179.85;460.95;179.94;499.71;489.13;80.41;0.11
425;0.00;105.00;0.00;104.99;0.00;0.00;58.98;17.22;34.34;179.85;461.90;179.97;501.75;491.29;80.41;0.10
430;0.00;105.01;0.00;105.07;0.00;0.00;59.03;17.27;34.33;179.86;463.90;180.04;503.90;492.88;80.41;0.09
435;0.00;105.00;0.00;104.99;0.00;0.00;59.03;17.20;34.33;179.90;464.69;180.09;504.22;494.45;80.41;0.08
440;0.00;104.99;0.00;104.99;0.00;0.00;59.02;17.22;34.33;179.94;465.50;180.12;504.19;494.66;80.41;0.10
445;0.00;104.89;0.00;104.89;0.00;0.00;59.01;17.25;34.33;179.97;467.02;180.16;503.90;494.58;80.41;0.11
450;0.00;104.99;0.00;105.01;0.00;0.00;59.01;17.22;34.33;179.96;467.95;180.22;502.70;494.30;80.41;0.11
455;0.00;104.99;0.00;104.99;0.00;0.00;58.98;17.20;34.32;179.94;468.88;180.24;501.91;493.23;80.41;0.09
460;0.00;105.00;0.00;104.99;0.00;0.00;59.03;17.23;34.32;179.90;469.65;180.26;501.01;492.53;80.41;0.09
465;0.00;104.99;0.00;104.99;0.00;0.00;59.01;17.20;34.32;179.90;470.48;180.24;500.05;491.73;80.41;0.08
470;0.00;105.01;0.00;105.01;0.00;0.00;59.02;17.23;34.32;179.92;470.77;180.22;497.96;489.97;80.41;0.08
475;0.00;105.14;0.00;105.47;0.00;0.00;59.01;17.23;34.32;179.93;471.12;180.19;496.85;489.01;80.41;0.11
480;0.00;105.00;0.00;104.99;0.00;0.00;59.01;17.22;34.31;179.93;471.57;180.16;495.75;488.04;80.41;0.11
485;0.00;105.00;0.00;104.97;0.00;0.00;58.97;17.23;34.30;179.94;472.48;180.09;494.63;487.06;80.41;0.11
490;0.00;105.21;0.00;103.37;0.00;0.00;58.98;17.20;34.30;179.94;472.54;180.05;492.35;485.04;80.41;0.09
495;0.00;105.00;0.00;105.00;0.00;0.00;59.02;17.17;34.31;179.94;472.45;180.03;491.17;483.99;80.41;0.08
500;0.00;105.03;0.00;105.01;0.00;0.00;59.05;17.22;34.30;179.94;472.23;180.02;490.03;482.96;80.41;0.09
505;0.00;105.01;0.00;104.99;0.00;0.00;59.06;17.28;34.29;179.93;472.30;180.02;487.74;481.91;80.41;0.11
510;0.00;104.98;0.00;105.00;0.00;0.00;59.01;17.20;34.28;179.93;472.44;180.04;486.59;479.81;80.41;0.11
515;0.00;104.99;0.00;104.97;0.00;0.00;58.99;17.19;34.29;179.93;472.57;180.06;485.42;478.77;80.41;0.10
520;0.00;105.16;0.00;105.05;0.00;0.00;59.01;17.27;34.30;179.93;472.09;180.10;484.29;477.72;80.41;0.09
525;0.00;105.00;0.00;104.97;0.00;0.00;58.99;17.19;34.30;179.94;471.66;180.17;482.05;475.65;80.42;0.08
530;0.00;105.04;0.00;104.99;0.00;0.00;59.02;17.22;34.29;179.95;471.26;180.21;480.90;474.63;80.42;0.10
535;0.00;104.77;0.00;104.96;0.00;0.00;59.01;17.20;34.29;179.96;470.95;180.24;479.80;473.59;80.42;0.11
540;0.00;105.00;0.00;105.01;0.00;0.00;59.01;17.22;34.29;179.95;470.76;180.28;478.70;472.58;80.42;0.11
545;0.00;104.99;0.00;104.98;0.00;0.00;58.99;17.19;34.29;179.95;470.62;180.28;476.50;470.55;80.42;0.11
550;0.00;105.00;0.00;104.99;0.00;0.00;59.07;17.28;34.29;179.94;470.11;180.27;475.43;469.56;80.42;0.08
555;0.00;105.03;0.00;105.00;0.00;0.00;59.00;17.19;34.28;179.94;468.90;180.26;474.37;468.57;80.42;0.08
560;0.00;105.01;0.00;104.99;0.00;0.00;59.02;17.22;34.29;179.95;468.32;180.22;472.27;467.56;80.42;0.09
565;0.00;105.10;0.00;105.46;0.00;0.00;59.02;17.25;34.29;179.96;467.95;180.19;471.21;465.63;80.42;0.10
570;0.00;104.99;0.00;105.02;0.00;0.00;59.01;17.22;34.29;179.97;467.72;180.16;470.18;464.65;80.42;0.11
575;0.00;105.02;0.00;104.98;0.00;0.00;58.95;17.20;34.28;179.98;467.06;180.13;469.16;463.70;80.42;0.10
580;0.00;105.24;0.00;103.28;0.00;0.00;58.99;17.20;34.28;179.97;466.35;180.08;467.12;462.74;80.42;0.09
585;0.00;104.99;0.00;104.98;0.00;0.00;59.01;17.20;34.29;179.97;465.59;180.06;466.10;460.86;80.42;0.08
590;0.00;105.00;0.00;105.00;0.00;0.00;59.02;17.25;34.29;179.97;464.87;180.05;465.13;459.94;80.42;0.09
595;0.00;104.99;0.00;105.00;0.00;0.00;59.05;17.30;34.29;179.97;463.93;180.07;464.22;459.07;80.42;0.11
600;0.00;105.00;0.00;105.01;0.00;0.00;59.02;17.20;34.29;179.97;463.62;180.09;463.05;457.80;80.42;0.10
605;0.00;105.01;0.00;104.99;0.00;0.00;59.01;17.19;34.30;179.97;463.31;180.12;462.98;457.57;80.42;0.09
610;0.00;105.20;0.00;104.79;0.00;0.00;59.01;17.20;34.29;179.99;462.71;180.15;463.27;457.67;80.42;0.08
615;0.00;105.02;0.00;105.00;0.00;0.00;59.01;17.22;34.29;180.00;461.43;180.23;463.90;458.08;80.42;0.08
620;0.00;104.98;0.00;104.99;0.00;0.00;59.04;17.22;34.29;180.00;460.93;180.25;466.40;459.96;80.42;0.08
625;0.00;104.84;0.00;104.97;0.00;0.00;59.01;17.22;34.30;179.98;460.71;180.28;468.38;461.58;80.42;0.11
630;0.00;104.99;0.00;105.01;0.00;0.00;59.01;17.22;34.29;179.97;460.81;180.30;470.94;463.61;80.42;0.11
635;0.00;105.00;0.00;104.97;0.00;0.00;58.98;17.17;34.29;179.98;460.94;180.30;477.05;466.05;80.42;0.11
640;0.00;104.98;0.00;105.00;0.00;0.00;59.01;17.23;34.29;179.99;460.91;180.28;480.33;471.74;80.42;0.08
645;0.00;104.99;0.00;105.00;0.00;0.00;59.02;17.20;34.29;180.02;460.93;180.26;483.54;474.63;80.42;0.08
650;0.00;104.99;0.00;105.00;0.00;0.00;59.01;17.20;34.29;180.03;461.36;180.21;486.56;477.41;80.42;0.09
655;0.00;105.03;0.00;105.22;0.00;0.00;59.01;17.23;34.29;180.03;461.87;180.18;491.79;482.37;80.42;0.10
660;0.00;105.00;0.00;104.99;0.00;0.00;59.01;17.20;34.29;180.01;462.51;180.14;493.75;484.37;80.42;0.11
665;0.00;105.00;0.00;104.97;0.00;0.00;58.98;17.20;34.29;179.99;463.27;180.12;495.22;485.88;80.42;0.10
670;0.00;105.21;0.00;103.59;0.00;0.00;59.00;17.19;34.29;180.00;464.56;180.07;496.12;486.95;80.42;0.09
675;0.00;104.98;0.00;104.99;0.00;0.00;59.02;17.22;34.30;180.01;465.07;180.06;496.66;487.88;80.42;0.08
680;0.00;105.00;0.00;104.99;0.00;0.00;59.02;17.23;34.30;180.02;465.55;180.06;496.47;487.89;80.42;0.10
685;0.00;104.72;0.00;104.99;0.00;0.00;59.00;17.22;34.29;180.04;466.57;180.07;496.07;487.67;80.42;0.11
690;0.00;104.98;0.00;105.01;0.00;0.00;58.99;17.20;34.30;180.03;467.25;180.12;494.77;487.28;80.42;0.11
695;0.00;104.98;0.00;104.98;0.00;0.00;58.99;17.20;34.31;180.02;467.93;180.15;493.95;486.09;80.42;0.11
700;0.00;104.99;0.00;105.34;0.00;0.00;59.01;17.25;34.30;180.01;468.35;180.19;493.07;485.38;80.42;0.08
705;0.00;104.99;0.00;104.99;0.00;0.00;59.01;17.19;34.30;180.00;468.70;180.22;492.14;484.57;80.42;0.08
710;0.00;105.00;0.00;104.99;0.00;0.00;59.03;17.23;34.31;180.00;468.77;180.28;490.13;482.84;80.42;0.09
715;0.00;104.86;0.00;105.09;0.00;0.00;59.02;17.19;34.31;180.01;468.95;180.30;489.10;481.93;80.42;0.11
720;0.00;104.98;0.00;105.01;0.00;0.00;59.02;17.20;34.31;180.03;469.25;180.32;488.05;481.00;80.42;0.11
725;0.00;105.00;0.00;104.99;0.00;0.00;58.96;17.20;34.31;180.04;469.77;180.31;486.98;480.06;80.42;0.11
730;0.00;105.03;0.00;105.01;0.00;0.00;59.02;17.27;34.32;180.05;469.65;180.30;484.84;478.13;80.42;0.09
735;0.00;105.01;0.00;104.98;0.00;0.00;59.00;17.20;34.32;180.04;469.43;180.28;483.75;477.13;80.42;0.08
740;0.00;105.00;0.00;104.99;0.00;0.00;59.05;17.23;34.32;180.03;468.96;180.24;482.64;476.14;80.43;0.09
745;0.00;105.16;0.00;105.44;0.00;0.00;59.02;17.23;34.32;180.03;468.92;180.17;480.49;475.16;80.42;0.11
750;0.00;104.99;0.00;105.01;0.00;0.00;58.99;17.22;34.32;180.03;468.96;180.15;479.41;473.17;80.42;0.11
755;0.00;104.98;0.00;104.99;0.00;0.00;58.98;17.19;34.32;180.03;468.98;180.12;478.34;472.19;80.43;0.10
760;0.00;105.21;0.00;103.48;0.00;0.00;59.00;17.23;34.32;180.04;468.31;180.10;477.27;471.21;80.42;0.09
765;0.00;105.01;0.00;105.00;0.00;0.00;58.99;17.20;34.33;180.04;467.81;180.10;475.14;469.24;80.42;0.08
770;0.00;105.01;0.00;105.01;0.00;0.00;59.03;17.23;34.32;180.04;467.35;180.11;474.08;468.27;80.42;0.10
775;0.00;105.00;0.00;104.99;0.00;0.00;59.08;17.28;34.33;180.04;466.98;180.14;473.05;467.31;80.42;0.11
780;0.00;104.97;0.00;105.01;0.00;0.00;59.02;17.23;34.33;180.04;466.66;180.21;471.99;466.35;80.42;0.11
785;0.00;104.98;0.00;104.98;0.00;0.00;58.97;17.17;34.33;180.04;466.46;180.25;469.95;464.44;80.42;0.11
790;0.00;105.11;0.00;105.53;0.00;0.00;59.02;17.25;34.35;180.04;465.90;180.29;468.94;463.50;80.42;0.08
795;0.00;105.02;0.00;104.99;0.00;0.00;59.02;17.19;34.35;180.05;464.62;180.34;467.94;462.54;80.42;0.08
800;0.00;105.00;0.00;105.00;0.00;0.00;59.04;17.23;34.37;180.06;464.02;180.40;465.93;461.62;80.42;0.09
805;0.00;104.82;0.00;104.96;0.00;0.00;59.01;17.22;34.37;180.05;463.63;180.41;464.96;459.77;80.42;0.10
810;0.00;104.99;0.00;105.01;0.00;0.00;59.01;17.22;34.37;180.05;463.37;180.43;464.01;458.88;80.42;0.11
815;0.00;104.99;0.00;104.97;0.00;0.00;58.99;17.22;34.38;180.04;462.65;180.43;463.16;458.05;80.42;0.10
820;0.00;104.99;0.00;104.98;0.00;0.00;59.04;17.30;34.38;180.04;461.97;180.38;461.87;456.72;80.42;0.09
825;0.00;104.99;0.00;104.98;0.00;0.00;59.02;17.22;34.38;180.05;461.26;180.35;461.54;456.33;80.42;0.08
830;0.00;105.00;0.00;105.01;0.00;0.00;59.03;17.23;34.39;180.06;460.61;180.31;461.57;456.21;80.42;0.09
835;0.00;105.15;0.00;105.52;0.00;0.00;59.05;17.25;34.39;180.06;459.90;180.24;462.09;456.48;80.42;0.11
840;0.00;105.00;0.00;105.01;0.00;0.00;59.00;17.20;34.39;180.06;459.77;180.22;464.76;458.38;80.42;0.10
845;0.00;104.99;0.00;104.98;0.00;0.00;58.98;17.20;34.40;180.03;459.60;180.20;468.10;459.63;80.42;0.10
850;0.00;105.01;0.00;105.19;0.00;0.00;59.04;17.25;34.39;180.02;459.35;180.19;470.11;462.74;80.43;0.08
855;0.00;105.01;0.00;105.00;0.00;0.00;58.99;17.23;34.40;180.03;458.97;180.19;472.84;465.14;80.42;0.08
860;0.00;105.02;0.00;105.00;0.00;0.00;59.05;17.20;34.40;180.05;458.97;180.24;478.90;467.72;80.42;0.08
865;0.00;104.83;0.00;104.94;0.00;0.00;59.01;17.23;34.40;180.07;459.24;180.27;482.13;473.32;80.42;0.11
870;0.00;104.98;0.00;105.01;0.00;0.00;59.02;17.25;34.40;180.07;459.73;180.31;485.25;476.14;80.42;0.11
875;0.00;104.99;0.00;104.98;0.00;0.00;58.99;17.22;34.41;180.07;460.75;180.37;489.73;480.26;80.42;0.09
880;0.00;105.20;0.00;103.69;0.00;0.00;58.97;17.22;34.40;180.05;461.48;180.42;492.86;483.43;80.42;0.08
885;0.00;105.01;0.00;105.00;0.00;0.00;58.99;17.20;34.40;180.04;462.23;180.43;493.89;484.56;80.42;0.08
890;0.00;105.03;0.00;105.00;0.00;0.00;59.01;17.22;34.40;180.05;462.56;180.45;495.08;486.05;80.42;0.10
895;0.00;105.00;0.00;105.01;0.00;0.00;59.06;17.27;34.40;180.05;463.46;180.46;495.34;486.65;80.43;0.11
900;0.00;105.00;0.00;105.00;0.00;0.00;58.99;17.25;34.40;180.06;464.13;180.46;495.16;486.65;80.42;0.11
905;0.00;105.00;0.00;104.98;0.00;0.00;58.98;17.20;34.40;180.06;464.92;180.44;494.75;486.44;80.42;0.10
910;0.00;105.21;0.00;104.05;0.00;0.00;58.99;17.22;34.39;180.06;466.07;180.41;494.16;486.04;80.42;0.09
915;0.00;105.01;0.00;105.00;0.00;0.00;59.02;17.22;34.39;180.06;466.41;180.37;492.67;484.86;80.42;0.08
920;0.00;105.00;0.00;105.00;0.00;0.00;58.99;17.22;34.39;180.05;466.69;180.36;491.78;484.16;80.42;0.10
925;0.00;104.78;0.00;104.92;0.00;0.00;59.02;17.19;34.38;180.04;467.31;180.33;490.87;483.38;80.42;0.11
930;0.00;105.00;0.00;104.99;0.00;0.00;59.01;17.22;34.39;180.05;467.77;180.29;488.90;482.56;80.42;0.11
935;0.00;105.00;0.00;104.98;0.00;0.00;58.98;17.19;34.38;180.05;468.18;180.28;487.88;480.77;80.42;0.09
940;0.00;104.98;0.00;104.99;0.00;0.00;59.05;17.27;34.38;180.04;468.36;180.28;486.84;479.86;80.42;0.08
945;0.00;104.99;0.00;104.99;0.00;0.00;59.01;17.20;34.38;180.07;468.20;180.30;485.79;478.91;80.42;0.08
950;0.00;105.01;0.00;105.01;0.00;0.00;59.03;17.22;34.37;180.07;468.07;180.33;483.68;477.08;80.42;0.08
955;0.00;105.00;0.00;104.99;0.00;0.00;59.07;17.30;34.37;180.06;468.11;180.36;482.89;476.34;80.42;0.11
960;0.00;105.00;0.00;105.01;0.00;0.00;59.04;17.20;34.37;180.06;468.24;180.42;480.85;474.47;80.42;0.11
965;0.00;105.00;0.00;104.97;0.00;0.00;58.96;17.22;34.36;180.05;468.36;180.44;479.78;473.50;80.42;0.09
970;0.00;105.21;0.00;104.53;0.00;0.00;59.00;17.22;34.37;180.03;468.18;180.47;478.72;472.52;80.42;0.08
975;0.00;105.01;0.00;104.99;0.00;0.00;58.99;17.22;34.36;180.04;467.41;180.50;477.66;471.56;80.42;0.08
980;0.00;105.02;0.00;104.99;0.00;0.00;59.03;17.22;34.36;180.04;467.02;180.51;475.54;469.60;80.42;0.08
985;0.00;104.78;0.00;104.99;0.00;0.00;59.01;17.22;34.35;180.04;466.79;180.50;474.59;468.70;80.42;0.11
990;0.00;104.96;0.00;105.01;0.00;0.00;59.01;17.25;34.35;180.05;466.67;180.50;473.86;467.94;80.42;0.11
995;0.00;104.99;0.00;104.99;0.00;0.00;58.97;17.20;34.34;180.05;466.58;180.46;473.52;467.46;80.42;0.11
1000;0.00;105.01;0.00;104.99;0.00;0.00;59.03;17.33;34.34;180.05;466.16;180.43;474.01;467.60;80.42;0.09
1005;0.00;105.03;0.00;104.99;0.00;0.00;59.01;17.20;34.35;180.05;465.72;180.41;474.98;468.28;80.42;0.08
1010;0.00;105.00;0.00;104.99;0.00;0.00;59.04;17.22;34.34;180.04;465.22;180.39;476.55;469.44;80.42;0.09
1015;0.00;105.10;0.00;105.44;0.00;0.00;59.01;17.27;34.34;180.04;465.36;180.36;481.60;471.20;80.42;0.11
1020;0.00;104.98;0.00;105.01;0.00;0.00;59.01;17.22;34.33;180.04;465.71;180.34;485.16;476.45;80.42;0.11
1025;0.00;105.01;0.00;104.99;0.00;0.00;58.98;17.20;34.33;180.03;466.16;180.34;489.37;480.01;80.42;0.10
1030;0.00;105.23;0.00;103.49;0.00;0.00;58.98;17.22;34.32;180.03;466.99;180.35;493.82;483.86;80.42;0.09
