Dauer (s);MFC-1 (mln/min);MFC-2 (mln/min);MFC-3 (mln/min);MFC-4 (mln/min);MFC-5 (mln/min);MFC-6 (mln/min);MFC-7 (mln/min);MFC-8 (mln/min);TIC-1 (°C);TIC-2 (°C);TIC-3 (°C);TIC-4 (°C);TIR-1 (°C);TIR-2 (°C);HIR-1 (°C);PIR-1 (bar)
3885;0.00;105.02;0.00;104.99;0.00;0.00;59.02;17.20;34.81;180.11;841.55;180.17;894.85;882.46;80.42;0.20
3890;0.00;105.03;0.00;104.99;0.00;0.00;59.02;17.20;34.81;180.12;840.23;180.20;893.73;881.66;80.42;0.21
3895;0.00;105.00;0.00;105.01;0.00;0.00;59.03;17.23;34.82;180.13;840.86;180.21;893.39;881.36;80.42;0.22
3900;0.00;104.98;0.00;105.01;0.00;0.00;59.01;17.20;34.82;180.13;843.89;180.20;895.66;882.91;80.42;0.21
3905;0.00;105.00;0.00;105.00;0.00;0.00;59.01;17.23;34.82;180.12;846.97;180.18;896.86;883.83;80.42;0.22
3910;0.00;105.30;0.00;104.29;0.00;0.00;58.94;17.22;34.81;180.09;846.63;180.15;897.15;884.21;80.42;0.22
3915;0.00;105.00;0.00;104.99;0.00;0.00;59.04;17.20;34.82;180.08;841.81;180.07;896.42;883.80;80.42;0.19
3920;0.00;105.02;0.00;104.99;0.00;0.00;59.02;17.22;34.83;180.08;840.38;180.02;894.19;882.25;80.42;0.20
3925;0.00;104.47;0.00;106.06;0.00;0.00;59.00;17.22;34.83;180.09;840.50;179.99;894.21;882.19;80.42;0.23
3930;0.00;104.97;0.00;105.03;0.00;0.00;58.99;17.23;34.83;180.12;842.95;179.95;895.30;882.91;80.42;0.21
3935;0.00;105.00;0.00;105.00;0.00;0.00;59.01;17.23;34.83;180.12;848.30;179.90;896.65;883.87;80.42;0.22
3940;0.00;104.99;0.00;104.99;0.00;0.00;59.03;17.31;34.83;180.10;846.09;179.90;897.16;884.47;80.42;0.22
3945;0.00;105.01;0.00;104.99;0.00;0.00;59.00;17.22;34.83;180.09;843.27;179.90;896.03;883.77;80.42;0.20
3950;0.00;105.02;0.00;105.00;0.00;0.00;59.01;17.23;34.84;180.08;841.77;179.91;894.82;882.89;80.42;0.21
3955;0.00;104.83;0.00;105.62;0.00;0.00;58.98;17.20;34.83;180.09;841.88;179.98;894.83;882.44;80.42;0.22
3960;0.00;104.99;0.00;105.02;0.00;0.00;59.02;17.23;34.84;180.10;844.78;180.03;896.27;883.75;80.42;0.21
3965;0.00;105.00;0.00;105.01;0.00;0.00;59.01;17.22;34.84;180.13;847.89;180.08;897.53;884.70;80.42;0.22
3970;0.00;105.49;0.00;103.03;0.00;0.00;59.01;17.22;34.84;180.14;845.22;180.12;897.92;885.14;80.42;0.22
3975;0.00;105.03;0.00;105.01;0.00;0.00;59.05;17.23;34.85;180.13;843.22;180.19;896.04;884.82;80.42;0.19
3980;0.00;105.02;0.00;104.99;0.00;0.00;59.01;17.23;34.85;180.11;841.77;180.22;895.06;883.28;80.42;0.20
3985;0.00;104.99;0.00;105.16;0.00;0.00;59.00;17.27;34.85;180.09;841.51;180.22;895.02;883.17;80.42;0.23
3990;0.00;105.00;0.00;105.03;0.00;0.00;59.02;17.19;34.86;180.10;846.72;180.22;896.05;883.87;80.42;0.21
3995;0.00;104.99;0.00;104.99;0.00;0.00;58.99;17.20;34.86;180.12;849.47;180.16;898.47;884.88;80.42;0.22
4000;0.00;105.43;0.00;103.31;0.00;0.00;58.94;17.22;34.86;180.12;847.79;180.11;898.44;885.81;80.42;0.22
4005;0.00;105.02;0.00;104.99;0.00;0.00;59.02;17.22;34.86;180.10;844.79;180.06;897.46;885.19;80.42;0.19
4010;0.00;105.03;0.00;105.00;0.00;0.00;59.02;17.19;34.87;180.08;841.96;179.97;896.18;884.36;80.42;0.21
4015;0.00;105.00;0.00;105.01;0.00;0.00;59.03;17.23;34.86;180.08;842.83;179.93;895.88;883.99;80.41;0.22
4020;0.00;104.99;0.00;105.02;0.00;0.00;59.01;17.20;34.86;180.08;845.62;179.90;897.16;884.86;80.42;0.21
4025;0.00;105.00;0.00;105.00;0.00;0.00;58.99;17.22;34.87;180.12;848.78;179.88;898.49;885.82;80.42;0.22
4030;0.00;105.02;0.00;105.09;0.00;0.00;58.99;17.25;34.87;180.14;847.10;179.90;899.01;886.33;80.42;0.22
4035;0.00;105.00;0.00;105.01;0.00;0.00;59.01;17.23;34.88;180.14;844.65;179.93;897.30;885.30;80.42;0.19
4040;0.00;105.02;0.00;105.00;0.00;0.00;59.03;17.27;34.87;180.13;843.18;179.98;896.15;884.49;80.42;0.22
4045;0.00;104.62;0.00;105.93;0.00;0.00;59.00;17.23;34.88;180.09;842.57;180.02;895.91;884.23;80.42;0.22
4050;0.00;104.99;0.00;105.03;0.00;0.00;59.02;17.20;34.87;180.08;847.66;180.12;896.79;884.79;80.42;0.21
4055;0.00;105.01;0.00;105.00;0.00;0.00;59.01;17.22;34.88;180.08;850.40;180.17;899.21;886.56;80.41;0.22
4060;0.00;104.99;0.00;104.99;0.00;0.00;59.03;17.33;34.89;180.09;849.36;180.21;899.25;886.74;80.41;0.22
4065;0.00;105.01;0.00;105.00;0.00;0.00;59.01;17.20;34.89;180.13;844.45;180.23;898.30;886.19;80.42;0.19
4070;0.00;105.01;0.00;104.99;0.00;0.00;59.03;17.22;34.88;180.14;843.05;180.24;896.22;885.28;80.42;0.21
4075;0.00;104.98;0.00;105.47;0.00;0.00;58.97;17.20;34.88;180.13;843.59;180.22;896.48;884.76;80.42;0.22
4080;0.00;104.97;0.00;105.01;0.00;0.00;59.02;17.25;34.89;180.12;846.22;180.18;897.71;885.59;80.42;0.21
4085;0.00;105.01;0.00;104.99;0.00;0.00;59.01;17.22;34.89;180.09;851.11;180.13;899.09;886.58;80.42;0.22
4090;0.00;105.50;0.00;103.14;0.00;0.00;58.99;17.23;34.89;180.08;848.32;180.03;899.34;887.17;80.42;0.22
4095;0.00;105.03;0.00;104.99;0.00;0.00;59.02;17.20;34.89;180.09;845.82;179.97;898.20;886.30;80.42;0.20
4100;0.00;105.03;0.00;104.99;0.00;0.00;59.02;17.23;34.90;180.11;844.33;179.92;897.02;885.46;80.42;0.21
4105;0.00;105.02;0.00;105.00;0.00;0.00;59.05;17.28;34.90;180.14;844.99;179.90;896.69;885.14;80.41;0.22
4110;0.00;104.98;0.00;105.03;0.00;0.00;59.02;17.20;34.90;180.15;848.01;179.87;898.88;886.60;80.41;0.21
4115;0.00;105.00;0.00;105.01;0.00;0.00;59.00;17.20;34.90;180.13;851.07;179.88;900.01;887.48;80.42;0.22
4120;0.00;105.12;0.00;105.33;0.00;0.00;59.00;17.23;34.90;180.09;850.78;179.91;900.22;887.79;80.42;0.22
4125;0.00;105.03;0.00;104.99;0.00;0.00;59.02;17.22;34.90;180.08;845.69;180.00;899.42;887.33;80.42;0.19
4130;0.00;105.02;0.00;105.00;0.00;0.00;59.00;17.23;34.90;180.10;844.21;180.06;897.18;885.74;80.42;0.20
4135;0.00;104.57;0.00;105.99;0.00;0.00;58.99;17.17;34.90;180.11;844.32;180.10;897.25;885.71;80.42;0.23
4140;0.00;104.97;0.00;105.02;0.00;0.00;59.02;17.23;34.91;180.13;846.78;180.16;898.33;886.42;80.42;0.21
4145;0.00;105.00;0.00;105.00;0.00;0.00;58.99;17.20;34.90;180.13;852.21;180.24;899.74;887.40;80.42;0.22
4150;0.00;105.00;0.00;104.99;0.00;0.00;59.01;17.27;34.91;180.12;849.96;180.26;900.24;888.02;80.41;0.22
4155;0.00;105.02;0.00;104.99;0.00;0.00;59.02;17.22;34.91;180.11;846.99;180.26;899.13;887.29;80.42;0.20
4160;0.00;105.02;0.00;105.01;0.00;0.00;59.01;17.19;34.91;180.09;844.26;180.24;897.86;886.40;80.42;0.21
4165;0.00;105.04;0.00;105.29;0.00;0.00;59.03;17.25;34.91;180.09;845.51;180.18;897.87;885.93;80.42;0.22
4170;0.00;105.00;0.00;105.02;0.00;0.00;59.00;17.20;34.91;180.10;848.43;180.13;899.21;887.18;80.42;0.21
4175;0.00;105.00;0.00;104.99;0.00;0.00;59.00;17.22;34.92;180.12;851.56;180.08;900.45;888.08;80.42;0.22
4180;0.00;105.29;0.00;104.12;0.00;0.00;58.97;17.22;34.92;180.15;848.79;180.03;900.82;888.50;80.41;0.22
4185;0.00;105.02;0.00;104.98;0.00;0.00;59.02;17.20;34.92;180.16;846.66;179.92;898.91;888.16;80.42;0.19
4190;0.00;105.00;0.00;104.99;0.00;0.00;59.01;17.19;34.92;180.15;845.16;179.89;897.86;886.53;80.42;0.22
4195;0.00;105.01;0.00;104.99;0.00;0.00;59.02;17.22;34.92;180.13;844.90;179.87;897.80;886.40;80.41;0.23
4200;0.00;105.00;0.00;105.01;0.00;0.00;59.01;17.22;34.93;180.08;850.36;179.88;898.84;887.10;80.41;0.21
4205;0.00;105.00;0.00;105.00;0.00;0.00;59.00;17.22;34.93;180.08;852.94;179.92;901.18;888.83;80.42;0.22
4210;0.00;105.05;0.00;105.44;0.00;0.00;58.98;17.23;34.94;180.09;851.23;179.97;901.08;888.91;80.42;0.22
4215;0.00;105.02;0.00;104.99;0.00;0.00;59.00;17.23;34.93;180.12;848.06;180.02;900.05;888.26;80.42;0.20
4220;0.00;105.02;0.00;104.99;0.00;0.00;59.02;17.22;34.93;180.13;845.08;180.15;898.74;887.36;80.42;0.21
4225;0.00;104.62;0.00;105.98;0.00;0.00;59.03;17.23;34.93;180.13;846.00;180.20;898.47;887.00;80.42;0.22
4230;0.00;105.00;0.00;105.03;0.00;0.00;59.02;17.20;34.94;180.13;848.82;180.23;899.77;887.89;80.42;0.22
4235;0.00;104.98;0.00;105.01;0.00;0.00;58.99;17.23;34.93;180.14;852.00;180.26;901.06;888.80;80.42;0.22
4240;0.00;105.01;0.00;105.01;0.00;0.00;59.04;17.31;34.94;180.13;850.05;180.26;901.52;889.28;80.42;0.22
4245;0.00;105.02;0.00;104.99;0.00;0.00;59.00;17.22;34.94;180.11;847.55;180.24;899.70;888.17;80.41;0.19
4250;0.00;105.01;0.00;105.01;0.00;0.00;59.02;17.20;34.94;180.09;846.11;180.21;898.56;887.32;80.41;0.22
4255;0.00;104.95;0.00;105.36;0.00;0.00;58.98;17.20;34.94;180.10;845.49;180.17;898.32;887.06;80.41;0.23
4260;0.00;104.98;0.00;105.03;0.00;0.00;59.03;17.22;34.94;180.12;850.67;180.06;899.18;887.60;80.42;0.21
4265;0.00;105.00;0.00;105.01;0.00;0.00;59.00;17.22;34.94;180.13;853.58;180.01;901.59;889.36;80.42;0.22
4270;0.00;105.51;0.00;103.28;0.00;0.00;58.98;17.22;34.94;180.13;852.42;179.96;901.62;889.53;80.42;0.22
4275;0.00;105.02;0.00;104.98;0.00;0.00;59.01;17.23;34.95;180.11;847.21;179.93;900.69;888.96;80.42;0.19
4280;0.00;105.01;0.00;105.01;0.00;0.00;59.01;17.25;34.95;180.09;845.78;179.88;898.58;888.03;80.42;0.21
4285;0.00;104.99;0.00;105.01;0.00;0.00;59.05;17.31;34.94;180.08;846.48;179.89;898.86;887.52;80.42;0.22
4290;0.00;105.00;0.00;105.01;0.00;0.00;59.02;17.25;34.96;180.08;849.05;179.91;900.12;888.38;80.41;0.21
4295;0.00;104.99;0.00;105.00;0.00;0.00;58.99;17.22;34.96;180.10;854.07;179.94;901.48;889.34;80.42;0.22
4300;0.00;105.40;0.00;103.67;0.00;0.00;58.94;17.23;34.96;180.12;851.15;180.05;901.65;889.91;80.42;0.22
4305;0.00;105.02;0.00;104.99;0.00;0.00;59.02;17.23;34.96;180.14;848.37;180.10;900.45;888.94;80.42;0.20
4310;0.00;105.03;0.00;105.00;0.00;0.00;58.99;17.22;34.96;180.15;846.91;180.16;899.27;888.11;80.42;0.21
4315;0.00;105.01;0.00;104.99;0.00;0.00;59.06;17.28;34.97;180.13;847.78;180.21;898.93;887.78;80.42;0.22
4320;0.00;104.97;0.00;105.01;0.00;0.00;59.01;17.22;34.97;180.11;850.90;180.28;901.14;889.23;80.42;0.21
4325;0.00;104.99;0.00;104.99;0.00;0.00;59.01;17.20;34.97;180.09;853.97;180.29;902.22;890.07;80.42;0.22
4330;0.00;105.32;0.00;104.16;0.00;0.00;58.97;17.22;34.97;180.08;853.54;180.28;902.37;890.32;80.42;0.22
4335;0.00;105.01;0.00;104.99;0.00;0.00;59.00;17.22;34.97;180.10;848.04;180.22;901.49;889.82;80.42;0.19
4340;0.00;105.00;0.00;105.01;0.00;0.00;59.02;17.20;34.97;180.12;846.53;180.18;899.23;888.19;80.42;0.20
4345;0.00;104.61;0.00;106.02;0.00;0.00;59.03;17.23;34.98;180.13;846.85;180.12;899.36;888.17;80.42;0.23
4350;0.00;104.97;0.00;105.03;0.00;0.00;59.01;17.20;34.98;180.16;849.26;180.06;900.49;888.92;80.42;0.21
4355;0.00;105.00;0.00;105.01;0.00;0.00;58.98;17.22;34.98;180.14;854.82;179.94;901.86;889.88;80.42;0.22
4360;0.00;104.99;0.00;104.98;0.00;0.00;58.98;17.22;34.98;180.13;852.25;179.88;902.23;890.39;80.42;0.22
4365;0.00;105.02;0.00;104.98;0.00;0.00;59.02;17.20;34.98;180.10;849.31;179.88;901.06;889.63;80.42;0.20
4370;0.00;105.01;0.00;105.00;0.00;0.00;59.02;17.22;34.99;180.09;846.52;179.86;899.82;888.74;80.42;0.21
4375;0.00;105.13;0.00;105.34;0.00;0.00;59.01;17.25;34.98;180.10;847.97;179.91;899.94;888.30;80.42;0.22
4380;0.00;104.99;0.00;105.03;0.00;0.00;59.01;17.23;34.98;180.11;851.02;179.94;901.38;889.64;80.42;0.21
4385;0.00;105.00;0.00;105.00;0.00;0.00;59.01;17.23;34.98;180.13;853.99;180.00;902.54;890.52;80.42;0.22
4390;0.00;105.45;0.00;103.64;0.00;0.00;58.98;17.19;34.99;180.14;851.11;180.06;902.84;890.89;80.42;0.22
4395;0.00;105.00;0.00;104.99;0.00;0.00;59.03;17.22;34.99;180.12;848.75;180.19;900.82;890.49;80.42;0.19
4400;0.00;105.01;0.00;105.00;0.00;0.00;59.02;17.20;34.99;180.10;847.21;180.24;899.83;888.85;80.42;0.22
4405;0.00;104.99;0.00;105.00;0.00;0.00;59.02;17.23;34.99;180.08;847.06;180.28;899.81;888.76;80.42;0.23
4410;0.00;104.99;0.00;105.02;0.00;0.00;59.02;17.23;34.99;180.10;852.64;180.29;900.85;889.44;80.42;0.21
4415;0.00;105.02;0.00;105.00;0.00;0.00;59.02;17.19;34.99;180.12;855.36;180.29;903.09;891.11;80.42;0.22
4420;0.00;105.17;0.00;105.16;0.00;0.00;58.98;17.25;35.00;180.15;853.32;180.26;902.90;891.12;80.42;0.22
4425;0.00;105.00;0.00;104.99;0.00;0.00;59.00;17.22;35.00;180.16;850.01;180.22;901.79;890.40;80.42;0.20
4430;0.00;105.01;0.00;105.00;0.00;0.00;59.02;17.22;35.01;180.14;847.06;180.11;900.51;889.46;80.42;0.21
4435;0.00;104.45;0.00;106.06;0.00;0.00;58.99;17.22;35.00;180.11;848.16;180.04;900.28;889.14;80.42;0.22
4440;0.00;104.98;0.00;105.02;0.00;0.00;59.02;17.20;35.00;180.08;851.11;179.99;901.60;890.03;80.42;0.22
4445;0.00;105.01;0.00;104.99;0.00;0.00;59.00;17.20;35.01;180.08;854.34;179.95;902.83;890.93;80.42;0.22
4450;0.00;105.00;0.00;105.19;0.00;0.00;59.01;17.28;35.01;180.10;852.12;179.91;903.27;891.39;80.42;0.22
4455;0.00;105.01;0.00;104.99;0.00;0.00;59.02;17.17;35.00;180.12;849.45;179.91;901.41;890.21;80.42;0.19
4460;0.00;105.02;0.00;104.99;0.00;0.00;59.02;17.22;35.01;180.14;847.86;179.93;900.28;889.39;80.42;0.22
4465;0.00;104.68;0.00;106.01;0.00;0.00;58.96;17.22;35.01;180.16;847.43;179.94;900.11;889.18;80.42;0.23
4470;0.00;104.99;0.00;105.02;0.00;0.00;59.01;17.23;35.02;180.15;852.68;180.06;901.06;889.79;80.42;0.21
4475;0.00;105.01;0.00;105.00;0.00;0.00;59.02;17.22;35.02;180.13;855.66;180.12;903.38;891.49;80.41;0.22
4480;0.00;105.51;0.00;103.08;0.00;0.00;58.98;17.20;35.01;180.11;854.28;180.18;903.34;891.60;80.42;0.22
4485;0.00;105.04;0.00;104.98;0.00;0.00;59.03;17.25;35.02;180.08;848.99;180.22;902.34;890.96;80.42;0.19
4490;0.00;105.01;0.00;104.99;0.00;0.00;59.04;17.20;35.02;180.09;847.54;180.29;900.22;890.03;80.42;0.21
4495;0.00;105.05;0.00;105.19;0.00;0.00;59.02;17.28;35.02;180.10;848.28;180.29;900.56;889.55;80.42;0.22
4500;0.00;104.99;0.00;105.03;0.00;0.00;59.03;17.20;35.02;180.11;851.11;180.29;901.84;890.39;80.42;0.21
4505;0.00;105.00;0.00;105.00;0.00;0.00;59.00;17.22;35.02;180.10;856.10;180.27;903.16;891.37;80.42;0.22
4510;0.00;105.49;0.00;103.15;0.00;0.00;59.01;17.20;35.02;180.10;853.06;180.19;903.31;891.91;80.42;0.22
4515;0.00;105.03;0.00;104.99;0.00;0.00;59.02;17.20;35.02;180.09;850.10;180.13;902.06;890.89;80.42;0.20
4520;0.00;105.01;0.00;104.99;0.00;0.00;59.01;17.22;35.02;180.08;848.48;180.08;900.88;890.04;80.42;0.21
4525;0.00;105.02;0.00;105.01;0.00;0.00;58.99;17.25;35.02;180.09;849.49;180.02;900.51;889.69;80.42;0.23
4530;0.00;104.98;0.00;105.01;0.00;0.00;59.01;17.20;35.02;180.10;852.68;179.94;902.72;891.13;80.42;0.21
4535;0.00;104.99;0.00;104.99;0.00;0.00;59.03;17.22;35.03;180.11;855.82;179.92;903.75;891.94;80.42;0.22
4540;0.00;105.10;0.00;105.42;0.00;0.00;58.99;17.22;35.03;180.11;855.25;179.91;903.86;892.17;80.42;0.22
4545;0.00;105.00;0.00;104.99;0.00;0.00;59.02;17.20;35.03;180.10;849.63;179.94;902.97;891.62;80.42;0.19
4550;0.00;105.01;0.00;105.00;0.00;0.00;59.02;17.20;35.03;180.08;848.09;179.98;900.74;890.00;80.42;0.20
4555;0.00;104.54;0.00;105.96;0.00;0.00;59.01;17.22;35.03;180.07;848.45;180.02;900.90;890.02;80.42;0.23
4560;0.00;104.99;0.00;105.03;0.00;0.00;59.02;17.23;35.03;180.08;851.13;180.07;902.06;890.78;80.42;0.21
4565;0.00;104.98;0.00;104.99;0.00;0.00;59.01;17.19;35.03;180.10;856.64;180.18;903.42;891.74;80.42;0.22
4570;0.00;105.00;0.00;105.00;0.00;0.00;59.06;17.33;35.04;180.11;854.01;180.22;903.69;892.17;80.42;0.22
4575;0.00;105.04;0.00;104.99;0.00;0.00;59.02;17.25;35.04;180.11;850.75;180.25;902.48;891.37;80.42;0.20
4580;0.00;105.02;0.00;104.99;0.00;0.00;59.02;17.22;35.05;180.09;849.05;180.27;901.24;890.45;80.42;0.21
4585;0.00;104.95;0.00;105.44;0.00;0.00;59.00;17.22;35.05;180.09;849.67;180.25;900.74;890.03;80.42;0.22
4590;0.00;104.98;0.00;105.03;0.00;0.00;59.01;17.20;35.04;180.09;852.83;180.23;902.87;891.41;80.42;0.21
4595;0.00;105.00;0.00;105.01;0.00;0.00;59.02;17.20;35.04;180.09;855.86;180.19;904.04;892.29;80.42;0.22
4600;0.00;105.49;0.00;103.21;0.00;0.00;59.01;17.20;35.05;180.10;852.50;180.15;904.30;892.63;80.42;0.22
4605;0.00;105.00;0.00;104.99;0.00;0.00;59.02;17.22;35.05;180.11;850.10;180.04;902.24;892.20;80.42;0.19
4610;0.00;105.02;0.00;105.00;0.00;0.00;59.02;17.22;35.04;180.11;848.53;180.01;901.23;890.56;80.42;0.20
4615;0.00;104.99;0.00;105.00;0.00;0.00;59.04;17.27;35.05;180.09;848.57;179.97;901.24;890.47;80.41;0.23
4620;0.00;105.01;0.00;105.01;0.00;0.00;59.01;17.20;35.05;180.09;854.39;179.94;902.38;891.20;80.42;0.21
4625;0.00;105.00;0.00;104.99;0.00;0.00;58.99;17.20;35.06;180.09;857.06;179.94;904.51;892.15;80.42;0.22
4630;0.00;105.22;0.00;104.66;0.00;0.00;58.96;17.20;35.06;180.09;854.69;179.94;904.27;892.77;80.42;0.22
4635;0.00;104.98;0.00;105.01;0.00;0.00;59.03;17.23;35.06;180.10;851.43;179.98;903.15;892.02;80.42;0.20
4640;0.00;105.01;0.00;105.01;0.00;0.00;59.03;17.22;35.06;180.11;848.39;180.02;901.84;891.11;80.42;0.21
4645;0.00;104.76;0.00;105.80;0.00;0.00;58.99;17.17;35.06;180.12;849.73;180.11;901.81;890.90;80.42;0.22
4650;0.00;104.99;0.00;105.03;0.00;0.00;59.02;17.20;35.06;180.11;852.81;180.16;903.16;891.84;80.42;0.22
4655;0.00;105.00;0.00;104.99;0.00;0.00;59.00;17.22;35.07;180.09;856.08;180.21;904.37;892.71;80.42;0.22
4660;0.00;105.48;0.00;103.12;0.00;0.00;59.01;17.20;35.07;180.08;853.40;180.26;904.71;893.10;80.42;0.22
4665;0.00;105.01;0.00;104.99;0.00;0.00;59.02;17.23;35.07;180.07;850.71;180.27;902.72;891.82;80.42;0.19
4670;0.00;105.02;0.00;104.99;0.00;0.00;59.02;17.20;35.07;180.07;849.09;180.27;901.60;891.01;80.42;0.22
4675;0.00;105.04;0.00;105.28;0.00;0.00;58.99;17.27;35.08;180.09;848.76;180.26;901.44;890.79;80.42;0.23
4680;0.00;104.97;0.00;105.02;0.00;0.00;59.02;17.23;35.07;180.10;854.34;180.19;902.42;891.37;80.42;0.21
4685;0.00;104.99;0.00;104.99;0.00;0.00;59.01;17.19;35.07;180.10;857.30;180.15;904.66;893.04;80.42;0.22
4690;0.00;105.37;0.00;103.87;0.00;0.00;58.95;17.22;35.09;180.09;855.59;180.09;904.54;893.09;80.42;0.22
4695;0.00;105.02;0.00;104.99;0.00;0.00;59.02;17.19;35.08;180.08;850.14;180.04;903.47;892.40;80.42;0.20
4700;0.00;105.02;0.00;104.99;0.00;0.00;59.03;17.20;35.07;180.09;848.72;179.96;901.41;891.46;80.42;0.21
4705;0.00;104.45;0.00;105.99;0.00;0.00;59.01;17.22;35.08;180.09;849.66;179.94;901.79;891.05;80.42;0.22
4710;0.00;104.99;0.00;105.04;0.00;0.00;59.01;17.22;35.08;180.09;852.64;179.93;903.13;891.94;80.42;0.21
4715;0.00;104.99;0.00;105.01;0.00;0.00;59.00;17.22;35.08;180.10;857.52;179.94;904.43;892.88;80.42;0.22
4720;0.00;104.99;0.00;104.99;0.00;0.00;59.02;17.30;35.08;180.10;854.22;179.99;904.49;893.41;80.42;0.22
4725;0.00;105.02;0.00;105.00;0.00;0.00;59.03;17.20;35.08;180.10;851.22;180.03;903.26;892.35;80.42;0.20
4730;0.00;104.99;0.00;105.00;0.00;0.00;59.02;17.20;35.08;180.10;849.66;180.08;902.08;891.51;80.42;0.21
4735;0.00;104.81;0.00;105.71;0.00;0.00;58.98;17.19;35.09;180.07;850.93;180.12;901.79;891.21;80.42;0.23
4740;0.00;105.00;0.00;105.02;0.00;0.00;59.02;17.20;35.09;180.06;854.22;180.20;904.05;892.70;80.42;0.21
4745;0.00;105.00;0.00;104.98;0.00;0.00;59.01;17.22;35.08;180.05;857.38;180.24;905.07;893.51;80.42;0.22
4750;0.00;105.49;0.00;103.59;0.00;0.00;58.99;17.19;35.09;180.07;856.71;180.25;905.14;893.69;80.42;0.22
4755;0.00;104.99;0.00;104.99;0.00;0.00;59.03;17.22;35.10;180.08;850.70;180.26;904.22;893.14;80.42;0.19
4760;0.00;105.01;0.00;105.01;0.00;0.00;59.02;17.22;35.10;180.11;849.16;180.23;901.94;891.45;80.42;0.20
4765;0.00;105.01;0.00;104.99;0.00;0.00;59.03;17.28;35.10;180.12;849.71;180.20;902.08;891.45;80.42;0.23
4770;0.00;105.00;0.00;105.02;0.00;0.00;59.02;17.19;35.10;180.11;852.31;180.16;903.26;892.21;80.42;0.21
4775;0.00;105.00;0.00;104.99;0.00;0.00;59.01;17.20;35.10;180.10;858.00;180.06;904.55;893.12;80.42;0.22
4780;0.00;105.16;0.00;105.19;0.00;0.00;58.98;17.22;35.10;180.07;855.05;180.03;904.79;893.54;80.42;0.22
4785;0.00;105.02;0.00;104.99;0.00;0.00;59.03;17.25;35.11;180.06;851.88;179.99;903.60;892.72;80.42;0.20
4790;0.00;105.03;0.00;104.99;0.00;0.00;59.02;17.22;35.11;180.08;849.06;179.95;902.31;891.82;80.42;0.21
4795;0.00;104.46;0.00;105.95;0.00;0.00;59.02;17.23;35.11;180.10;850.76;179.93;902.57;891.38;80.42;0.22
4800;0.00;105.00;0.00;105.01;0.00;0.00;58.98;17.25;35.11;180.12;853.98;179.95;903.98;892.75;80.42;0.21
4805;0.00;104.98;0.00;105.01;0.00;0.00;59.00;17.20;35.11;180.12;857.06;179.98;905.12;893.62;80.42;0.22
4810;0.00;105.01;0.00;105.00;0.00;0.00;59.02;17.34;35.11;180.11;853.66;180.02;905.37;893.95;80.42;0.22
4815;0.00;105.01;0.00;105.00;0.00;0.00;59.02;17.19;35.12;180.09;851.13;180.10;903.33;893.50;80.42;0.19
4820;0.00;105.01;0.00;105.00;0.00;0.00;59.01;17.23;35.12;180.06;849.51;180.15;902.29;891.85;80.42;0.20
4825;0.00;105.08;0.00;105.35;0.00;0.00;59.01;17.25;35.12;180.05;849.57;180.19;902.31;891.77;80.42;0.23
4830;0.00;104.99;0.00;105.03;0.00;0.00;58.99;17.23;35.12;180.07;855.52;180.23;903.41;892.48;80.42;0.21
4835;0.00;105.01;0.00;104.99;0.00;0.00;59.00;17.23;35.12;180.10;858.29;180.26;905.56;893.45;80.42;0.22
4840;0.00;105.51;0.00;103.38;0.00;0.00;58.98;17.22;35.12;180.11;855.90;180.26;905.32;894.07;80.42;0.22
4845;0.00;105.01;0.00;104.99;0.00;0.00;59.01;17.20;35.13;180.11;852.32;180.25;904.21;893.32;80.42;0.20
4850;0.00;105.02;0.00;105.01;0.00;0.00;59.03;17.22;35.13;180.10;849.31;180.18;902.88;892.39;80.42;0.21
4855;0.00;105.00;0.00;105.00;0.00;0.00;59.03;17.30;35.13;180.09;850.67;180.13;902.78;892.15;80.42;0.22
4860;0.00;104.99;0.00;105.03;0.00;0.00;59.02;17.19;35.13;180.08;853.82;180.09;904.13;893.05;80.42;0.22
4865;0.00;104.99;0.00;105.00;0.00;0.00;59.02;17.27;35.14;180.06;856.95;180.04;905.33;893.92;80.42;0.22
4870;0.00;105.26;0.00;104.61;0.00;0.00;58.97;17.19;35.13;180.07;854.43;179.97;905.65;894.29;80.42;0.22
4875;0.00;105.02;0.00;104.99;0.00;0.00;59.02;17.20;35.14;180.09;851.58;179.94;903.65;893.02;80.42;0.20
4880;0.00;105.01;0.00;104.99;0.00;0.00;59.02;17.25;35.14;180.11;849.91;179.93;902.55;892.17;80.42;0.22
4885;0.00;104.41;0.00;104.99;0.00;0.00;58.98;17.23;35.14;180.11;849.59;179.94;902.41;891.98;80.42;0.23
4890;0.00;104.98;0.00;105.02;0.00;0.00;59.02;17.22;35.13;180.10;855.28;179.97;903.42;892.60;80.42;0.21
4895;0.00;104.99;0.00;104.99;0.00;0.00;59.01;17.25;35.15;180.10;858.34;180.01;905.72;894.31;80.42;0.22
4900;0.00;105.00;0.00;105.05;0.00;0.00;58.99;17.27;35.14;180.09;856.66;180.06;905.63;894.39;80.42;0.22
4905;0.00;105.02;0.00;105.00;0.00;0.00;59.02;17.23;35.15;180.06;850.99;180.12;904.61;893.72;80.42;0.20
4910;0.00;105.02;0.00;105.01;0.00;0.00;59.03;17.23;35.15;180.06;849.55;180.21;902.58;892.82;80.42;0.21
